,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02163,LINC02156,TFAP2A-AS1,AC011374.1,AP000251.1,AF127577.3,SLC2A1-AS1,ADAMTS9-AS1,AC083973.1,AC027228.2,AL513123.1,SOX21-AS1,PVT1,SFTA1P,AC080037.1,AP003119.2,LINC00393,LINC00887,AL355388.1,LINC01698,LINC00355,AC026785.3,AC012213.4,AC114489.1,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,AP003469.2,AC105219.4,LINC00392,AC138305.1,AC234772.2,AC012213.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,AP003721.1,AC025244.1,HOTAIR,LSAMP-AS1,C10orf91,AC096759.2,AC003958.2,MED4-AS1,LINC00520,SLC12A9-AS1,AC074194.1,LINC01208,AC093510.2,LINC01063,MIR130B,AC006238.1,HOTTIP,AC083880.1,PART1,AC010789.1,AC092115.3,LINC02323,LINC00470,LINC02321,LINC00592,BCRP3,AC005736.1,UCA1,AC002066.1,AC002116.2,LINC02014,LINC01968,LINC00337,MIR31HG,MIR137HG,AC022075.2,AC120498.4,AC090970.3,AC005722.2,AL163952.1,LINC00462,LINC00472,LINC00163,AL049649.1,LINC00461,LINC01460,AP002478.1,AC093904.4,ATP2A1-AS1,KCNH1-IT1,AC087667.1,GDNF-AS1,LINC00705,AC079467.1,LINC00536,C1orf132,AL353693.1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,LINC02560,AC008011.2,AL033527.5,AC010913.1,LINC00896,AC093904.2,LINC02289,MUC2,LINC00173,U62317.2,AC061975.6,MLIP-IT1,AC012640.1,AC012625.1,LINC01629,AC073352.1,AC025211.1,AC130456.2,AL161785.1,MYO16-AS1,AC023824.4,NOVA1-AS1,WNT5A-AS1,LINC02527,AL139039.3,RBMS3-AS3,CASC11,ERVMER61-1,AC135178.1,AC090192.2,LINC00992,LINC00518,LINC00184,LINC00211,LINC00840,AC243773.2,STEAP2-AS1,AC089983.1,WASIR2,AC103740.2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC009275.1,LINC02387,AC006305.1,LINC01214,MIAT,CCDC26,LINC02454,AC036214.1,AL160408.1,HCG21,AL021395.1,AL357518.1,GS1-24F4.2,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL358394.1,AC100801.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,AC024592.2,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,AC078923.1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,AC138627.1,LINC00443,AC069439.2,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,LINC00973,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,Z98257.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-94-7943-01,2418,114,124,207,15,33,18,23,14,61,65,35,7,11,93,34,351,2415,212,23,78,1,26,44,7,20,158,14,15,117,0,271,20,53,76,0,0,33,9,220,1,7,28,4,38,7,195,3,3,1,1,23,31,4,6,27,10,6,2,7,372,51,50,52,3,48,34,7,42,154,6,29,67,14,36,0,0,3,47,30,49,12,1,166,1,3,14,41,77,642,8,7,3,5,4,20,1,213,19,5,0,36,1,31,23,8,14,24,37,157,32,81,40,7,17,3,2,7,5,10,16,30,83,25,0,0,917,21,47,42,35,18,0,16,36,1,12,1,8,5,0,19,7,29,6,38,61,26,74,12,0,141,895,27,3,9,25,0,1,0,31,5,5,0,12,2,0,4,0,2,0,6,2,4,5,0,13,2,0,44,1,1,2,12059,2,0,0,12,24,1,4,1,2,1,1,1,0,0,2,2,7,1,22,94,1,0,4,20,5,0,0,0,3,0,19,1,0,1,4,2,0,1,1,5,2,0,2,1,0,0,89,0,40,0,3,1,4,0,0,0,5,1,287,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,19,0,0,0,5
TCGA-94-8035-01,6602,70,208,220,2,5,29,17,399,39,55,71,9,64,5,27,1402,329,132,37,11,67,7,0,55,199,2,10,21,325,0,53,13,21,29,3,38,69,6,341,139,2,14,32,0,136,40,146,5,2,136,42,36,38,4,47,10,0,4,11,324,0,3,78,418,14,13,0,11,69,5,15,52,11,27,56,28,16,4,28,30,63,4,27,0,13,3,2,8,44,8,20,8,38,8,10,3,22,2,0,7,7,7,27,170,32,13,2,4,12,11,6,2,49,0,8,1,0,20,5,10,2,10,0,0,33,24,26,3,68,3,8,0,0,105,1,3,2,6,1,6,3,12,3,4,108,52,42,43,12,2,2,46,22,15,4,4,0,0,1,10,1,24,0,0,70,4,0,35,0,1,1,0,2,12,0,3,5,0,2,40,0,0,108,5,0,0,13,20,2,87,1,0,1,0,6,3,0,0,0,18,211,3,22,3,63,144,0,1,0,1,0,2,0,3,0,0,0,2,1,0,1,1,2,2,4,4,0,0,2,5,2,1,1,1,1,1,0,1,0,0,0,1,0,0,2,1,8,0,1,0,3,1,1,0,3,1,0,0,0,0,0,0,4,2,1,0
TCGA-94-8490-01,3458,672,306,105,2,30,66,32,332,0,19,39,3,62,12,30,1194,927,8,57,31,34,37,0,5,1,21,11,16,776,0,210,39,16,25,4,33,94,12,67,43,0,14,15,67,20,233,6,20,2,2301,15,20,2,2,44,3,4,16,29,63,3,21,26,137,24,53,4,21,313,17,5,31,21,15,0,0,11,34,88,337,11,35,371,1,5,0,94,5,139,4,40,6,28,5,0,3,34,0,1,15,14,1,61,118,3,37,20,21,22,75,3,53,12,7,43,3,15,54,21,12,0,3,9,0,0,57,6,15,7,17,0,0,2,58,3,6,0,0,2,4,29,18,2,13,343,0,7,25,0,2,4,292,12,21,11,20,0,0,1,25,0,1,0,4,19,1,45,4,2,0,2,0,2,2,0,7,0,0,0,0,0,14,43,17,0,0,1,2,2,1,1,10,0,2,2,9,0,0,1,0,0,3,8,0,0,14,4,0,0,2,1,5,0,0,2,4,0,1,2,7,0,1,11,0,3,1,15,0,0,2,0,13,0,0,0,3,0,1,0,1,0,1,0,0,0,7,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-94-8491-01,5567,80,234,20,1,87,70,10,378,14,4,24,4,41,43,9,103,1399,114,3,5,8,22,3,1,0,24,6,6,47,1,18,40,6,34,386,42,128,15,186,15,2,29,21,3,1,85,10,5,0,82,17,13,13,2,4,9,6,1,12,52,0,17,4,3,54,2,3,14,6,3,13,24,1,9,10,22,17,1,16,9,2,0,108,3,0,0,2,3,19,5,2,7,71,20,9,0,845,2,1,19,5,7,23,20,1,63,17,20,6,8,5,44,10,1,2,2,76,1,3,5,3,19,14,0,0,8,2,2,13,16,1,0,4,96,1,22,0,2,2,12,4,13,1,6,582,26,17,37,3,2,2,450,9,1,4,47,1,3,0,17,0,2,0,9,1,0,2,22,12,0,3,0,1,4,0,17,0,0,0,6,0,1,20,58,0,0,16,28,1,4,0,2,3,0,4,0,2,1,2,33,0,11,4,2,0,1,4,0,1,4,1,0,0,1,1,1,1,37,2,2,0,0,2,0,36,0,0,0,0,3,0,0,3,1,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
TCGA-94-A4VJ-01,6921,299,237,81,6,93,27,31,138,36,32,49,4,14,60,23,143,1812,9,42,11,1,49,0,10,2,2,35,10,33,0,54,24,20,26,681,1,21,32,188,14,0,23,6,32,13,27,0,22,1,31,18,14,7,0,27,4,5,3,4,13,95,27,39,95,27,9,4,19,56,0,17,8,8,16,598,2,7,97,12,16,8,0,586,0,5,0,0,7,5,11,0,0,33,10,1,1,153,5,2,17,37,5,19,20,2,13,13,6,4,3,7,15,16,0,1,3,2,2,5,3,0,30,7,0,0,52,7,0,14,6,20,0,16,11,1,22,1,1,26,0,3,43,2,2,570,0,54,4,1,5,4,479,14,3,2,21,0,0,0,3,0,5,0,1,0,12,8,4,6,0,3,0,1,60,0,11,0,1,1,14,0,3,314,8,0,0,3,7,1,0,0,2,2,0,1,1,0,0,0,0,0,3,1,0,7,2,0,2,0,0,0,0,1,2,1,5,0,2,2,0,0,2,3,1,0,0,1,0,3,23,2,0,2,0,0,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,5,3,0,0,0,0
TCGA-94-A5I4-01,3070,187,145,82,6,52,20,25,772,21,25,167,2,55,176,34,874,926,184,16,44,284,87,0,35,0,2,36,8,631,0,49,52,28,92,5,57,129,39,143,25,1,19,42,18,0,8,25,2,1,449,61,19,6,2,46,15,6,13,82,132,1,24,19,1,10,8,2,6,6,5,32,3,12,25,6,0,2,2,55,48,2,13,194,0,3,3,83,4,97,16,2,1,6,0,6,2,41,9,1,3,1,1,22,85,12,3,17,10,25,2,6,65,175,2,2,9,7,1,2,4,2,14,0,1,0,66,24,14,5,11,1,0,1,99,0,1,1,1,1,18,18,27,0,9,1,69,7,46,35,1,0,725,9,0,3,5,0,4,0,7,0,5,0,5,0,0,0,1,1,1,6,0,6,3,0,2,1,0,2,13,0,0,2709,21,0,4,9,17,3,0,1,0,2,1,7,5,0,0,32,34,0,1,5,1,5,7,40,4,1,0,1,2,0,0,0,2,0,6,2,1,2,1,3,3,0,0,1,0,1,5,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,2,0,0,0,0,1
TCGA-94-A5I6-01,2472,666,491,119,11,110,34,40,226,34,5,136,5,22,25,21,519,771,19,9,90,145,69,0,4,147,67,5,28,2445,0,62,25,73,62,67,69,77,10,233,12,1,60,3,18,18,91,6,0,0,9,19,76,20,0,40,10,3,6,35,40,6,64,14,242,2,8,4,7,8,7,11,8,10,36,15,2,5,2,69,386,25,8,44,0,1,62,56,25,47,17,6,1,8,7,2,568,111,1,2,0,24,14,85,74,52,24,37,32,12,5,1794,85,38,2,6,8,10,101,19,4,0,6,3,116,19,641,16,13,5,5,40,0,35,59,2,10,1,6,0,5,11,25,0,10,173,9,38,57,3,2,10,12469,26,4,4,3,0,11,0,0,1,3,0,6,7,3,28,12,3,0,4,0,0,12,0,1,0,0,0,0,0,2,69,25,0,0,4,7,1,0,0,0,5,1,5,2,0,0,4,0,497,16,4,1,0,15,10,3,1,42,1,5,0,0,0,1,8,1,0,2,0,2,0,1,2,1,0,2,2,4,0,0,2,1,4,1,0,0,0,0,0,4,0,7,0,0,0,2,0,0,0,1,0,0,0,0,15,0,0,0,5,0,0,0,0,0
TCGA-96-7544-01,8831,596,276,480,23,88,111,12,572,24,170,18,32,48,10,47,2045,372,11,197,39,195,18,2,8,96,50,28,11,258,0,42,27,29,76,15,48,92,32,902,54,0,64,33,1,83,41,79,66,0,27,18,40,37,9,31,5,6,1,67,1126,7,14,9,223,17,86,1,40,3,5,2,8,10,39,8,0,21,4,129,21,119,9,54,1,17,0,0,11,39,4,4,12,14,48,1,6,48,7,1,15,1,0,30,24,3,10,6,3,8,61,25,15,13,0,7,1,16,0,8,12,0,40,0,0,89,179,39,8,15,13,8,0,29,85,0,6,2,25,0,11,16,7,3,12,4598,16,33,16,9,28,21,431,58,3,6,16,0,113,0,8,4,0,0,8,15,0,1,5,2,0,2,1,1,1,0,8,0,1,4,3,0,4,16932,9,2,0,2,3,4,6,10,4,1,1,3,2,0,1,1,2,0,1,244,2,34,203,9,7,1,0,0,11,0,1,0,1,1,5,2,0,0,0,11,2,10,7,1,2,3,10,0,2,5,1,0,0,0,3,0,4,111,0,1,0,4,0,0,0,0,3,0,1,0,0,5,0,0,0,0,0,1,1,6,0,1,29
TCGA-96-8169-01,6168,301,89,192,12,24,49,12,29,24,71,43,12,18,30,16,154,1505,134,43,7,2,23,1,5,48,23,13,8,39,0,26,12,34,19,0,0,47,16,430,16,1,12,20,20,11,65,39,6,1,3,25,10,1,1,14,4,0,2,7,0,36,0,34,322,18,15,9,13,2,7,6,4,4,6,180,103,8,29,8,45,5,0,298,1,1,1,48,9,13,4,1,9,30,4,17,1,205,0,2,1,28,1,10,33,8,12,7,25,4,13,33,36,34,1,7,7,4,6,5,7,23,185,5,0,3,130,5,9,14,8,17,2,9,18,1,8,1,0,0,4,9,3,3,4,544,58,31,19,2,0,0,728,15,15,10,4,0,2,0,5,0,102,0,1,0,0,2,7,4,1,3,3,0,5,0,25,2,2,2,497,0,0,285,3,4,11,3,35,2,1,3,11,1,0,1,0,1,0,0,64,2,0,11,2,3,2,0,3,0,0,2,2,6,0,1,13,0,23,5,0,0,0,0,2,1,2,0,2,3,21,0,4,0,0,0,7,0,6,0,2,10,0,2,0,0,8,0,0,3,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
TCGA-96-8170-01,4428,19,402,92,30,44,21,29,1917,27,18,30,31,14,17,13,941,900,759,23,19,10,53,18,9,131,3,6,3,53,14,134,43,8,34,0,45,80,9,418,0,0,27,2,33,7,59,1,16,3,28,17,14,9,3,10,19,4,6,12,31,2,13,29,148,9,7,14,24,76,1,24,27,2,16,2,9,24,12,19,8,3,5,254,3,38,2,8,0,134,10,4,3,108,5,48,5,321,3,1,36,13,0,21,138,2,14,5,35,28,63,92,42,10,0,9,3,0,4,13,4,16,89,12,0,0,126,1,5,15,0,1,0,1,13,4,5,2,3,5,4,4,9,2,4,38,138,48,29,1,1,0,662,13,4,10,18,1,7,0,16,3,35,0,8,2,0,2,18,1,0,5,0,1,20,0,2,6,2,0,148,0,0,9287,45,0,6,12,33,1,28,0,74,1,0,4,1,3,21,1,62,0,1,10,8,1,8,1,2,6,0,2,0,2,1,0,0,0,18,0,0,0,3,1,3,7,1,0,1,0,15,14,0,1,5,0,3,0,0,0,1,0,6,3,0,0,6,1,0,1,0,0,1,0,0,13,0,1,0,0,0,0,0,2,7,0,0
TCGA-96-A4JK-01,2068,631,164,128,28,25,43,20,282,38,14,58,4,32,59,26,555,1079,1,86,87,50,22,0,9,0,15,4,28,843,3,37,27,31,29,5,44,57,13,190,7,0,2,31,30,66,42,6,1,1,456,48,45,6,0,58,15,2,8,34,22,0,18,39,2,50,69,0,14,37,12,28,120,4,9,1,0,4,1,9,46,358,8,151,0,5,10,39,14,131,27,46,5,205,11,0,2,62,0,3,1,57,1,27,70,8,33,59,13,31,4,8,303,11,6,11,10,4,14,16,9,0,4,0,0,1,120,14,23,12,29,4,1,3,88,1,2,0,2,3,2,35,1,0,16,356,4,14,34,10,1,0,3657,11,4,34,23,1,55,0,8,0,16,0,2,163,2,4,30,1,3,6,1,3,1,0,18,0,0,4,2,0,13,527,2,0,1,0,4,2,0,0,3,1,0,1,5,0,0,7,0,1,0,5,0,0,16,5,0,1,90,5,1,0,0,1,13,13,5,1,3,2,2,3,2,32,4,2,1,0,1,0,2,1,0,0,8,0,0,2,0,0,0,1,31,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
TCGA-96-A4JL-01,3034,449,2,0,11,0,4,127,35,12,2,16,28,23,11,15,549,251,33,2,4,11,3,0,0,0,26,0,0,268,0,22,34,24,91,5,23,12,1,331,25,0,5,0,55,4,912,0,1,0,2,32,12,0,13,7,7,2,3,19,22,2,0,8,0,3,8,17,14,1,3,20,38,3,2,18,0,13,0,4,3,3,5,293,7,1,18,1,0,15,10,1,2,17,1,3,2,110,12,4,1,10,14,3,3,0,3,8,12,5,17,119,298,13,0,59,2,1,0,8,1,37,19,3,0,0,147,0,3,5,5,4,0,2,19,0,3,0,13,3,3,0,9,14,7,47,113,50,8,1,0,11,1636,6,0,8,5,0,0,1,35,3,100,0,1,1,1,2,6,2,1,15,0,0,75,0,25,18,0,2,565,0,5,393,2,1,4,105,5,5,32,3,3,0,1,0,0,2,0,0,4,0,0,10,1,2,0,1,5,1,5,2,0,2,1,1,1,0,14,0,68,0,0,0,0,1,0,6,0,3,2,0,176,1,2,66,0,0,0,1,10,0,0,9,0,0,1,0,0,2,0,0,3,3,10,1,1,0,0,0,0,0,2,0,0,0,0
TCGA-98-7454-01,2623,1,1,4,49,1,24,25,23,2,2,3,111,11,41,16,10,694,310,4,12,198,8,6,7,0,5,0,0,10,4,134,20,14,28,2,2,3,0,1387,2,2,8,0,8,0,33,0,0,1,8,8,9,1,5,4,2,11,1,4,3,3,7,22,48,8,14,4,55,458,9,3,40,3,9,366,0,7,2,6,5,11,0,300,1,0,0,12,4,12,1,0,4,7,4,99,5,205,3,5,2,1,1,7,10,0,7,2,10,0,45,2,19,36,0,0,0,1,1,4,1,21,126,13,0,0,28,0,4,23,2,3,1,4,4,26,14,4,20,0,4,8,2,1,2,12,255,7,19,4,1,0,855,12,1,1,11,2,0,1,8,5,1,0,3,4,2,0,3,10,4,0,5,0,5,0,48,0,2,0,0,1,0,218,3,2,1,127,50,1,0,0,1,0,0,1,0,1,2,1,70,1,0,0,5,0,0,2,10,55,0,0,0,0,4,1,0,0,2,6,0,1,1,0,3,5,1,0,2,0,54,1,1,0,0,0,3,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,38,0,1,0,0,0,2,2,0,0,0,0
TCGA-98-8022-01,2998,20,137,97,4,57,44,48,13,63,12,26,13,17,21,9,4,945,504,2,24,5,6,5,2,73,1,9,5,28,0,8,23,16,23,3,0,29,3,243,3,0,3,4,90,15,128,17,150,3,5,8,25,14,3,14,3,11,14,23,13,41,12,19,258,7,25,23,17,267,5,14,4,7,13,41,1,51,70,24,39,14,0,184,3,0,3,8,7,4,1,4,11,123,2,22,0,340,3,1,0,43,20,35,13,0,46,18,32,0,10,21,53,12,2,2,2,7,1,4,3,8,127,4,0,35,15,18,4,10,6,172,1,3,40,7,5,1,15,0,4,0,4,7,5,66,178,22,5,4,2,0,1647,26,1,0,7,0,34,1,6,0,1,0,2,5,0,0,12,5,2,4,0,1,4,0,7,0,3,2,2,0,3,341,7,0,3,9,62,0,7,0,8,1,0,1,1,1,1,4,23,4,1,6,0,0,3,53,1,2,0,1,2,0,0,6,1,2,7,0,3,0,0,0,0,1,2,0,0,0,13,0,29,0,0,0,1,2,10,0,2,2,1,0,0,3,46,0,0,1,2,0,0,0,15,1,0,4,0,12,0,0,1,1,0,0,0
TCGA-98-8023-01,3142,77,178,149,10,51,27,23,42,1,47,39,5,40,54,25,143,393,16,208,11,0,9,0,4,66,139,7,2,87,0,12,53,16,39,0,30,8,6,341,152,1,4,27,11,26,24,1,0,0,2,8,47,22,3,1,9,0,2,14,14,2,2,7,71,6,11,1,11,4,5,12,14,5,6,5,0,1,1,2,2,0,0,127,5,2,0,131,2,12,1,0,7,8,3,3,0,35,8,0,1,6,1,31,5,0,14,0,33,9,3,2,128,18,0,27,3,10,8,6,5,7,11,0,0,51,25,12,2,32,2,3,0,4,33,0,10,2,3,0,12,1,4,1,1,491,8,7,4,0,4,0,806,18,1,9,1,1,0,0,0,0,10,0,2,59,1,0,4,1,1,283,0,1,282,0,26,0,1,0,32,0,0,118,0,0,0,0,2,2,4,1,1,1,2,1,0,0,2,2,0,0,0,5,0,0,0,1,2,7,0,1,15,0,1,1,0,1,5,6,2,0,0,3,1,0,6,1,0,0,2,0,0,0,0,1,9,0,3,0,3,0,0,1,0,0,0,0,4,1,0,1,2,5,0,67,0,0,0,0,0,0,0,0,0,0,0
TCGA-98-A538-01,5134,173,468,88,3,99,48,38,674,13,14,40,8,27,87,0,554,1041,12,20,9,7,74,0,19,42,0,1,0,155,4,6,16,11,97,1121,0,188,1,231,19,0,29,8,3,9,84,19,2,2,85,27,19,1,2,16,4,1,2,38,665,234,3,8,296,4,12,0,37,3,11,14,4,7,15,163,28,11,2,75,7,0,5,22,2,1,19,6,3,1,25,31,9,98,4,0,1,29,1,0,2,7,0,48,0,14,8,6,7,0,6,0,30,20,2,0,3,2,1,6,4,0,6,1,0,0,182,0,5,9,4,24,0,2,94,1,2,1,2,5,18,3,14,0,10,527,8,45,12,2,1,1,559,39,0,8,5,0,106,0,5,0,0,0,3,0,1,0,15,0,0,0,0,2,4,0,43,1,1,0,4,0,0,5175,9,0,0,5,5,0,2,0,1,6,0,8,3,0,0,9,1,754,0,1,1,4,38,0,0,0,1,2,0,0,2,0,0,2,1,4,0,1,0,0,1,6,0,0,1,1,3,1,0,1,0,0,2,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,44,0,0,0,1,0
TCGA-98-A539-01,3981,47,109,41,9,24,96,33,399,11,14,67,32,52,12,18,20,2658,215,6,74,12,28,1,2,30,63,1,59,34,0,24,80,37,61,7,17,99,6,332,1,0,24,3,19,5,37,5,20,1,325,44,102,4,2,15,30,7,5,24,82,1,48,60,80,6,20,15,11,30,9,15,6,2,14,45,1,0,0,56,299,92,0,651,1,31,0,31,43,3,4,49,0,234,35,23,22,328,0,2,24,122,0,18,61,154,23,12,41,9,24,2,925,36,0,38,4,1,0,11,2,5,10,21,33,0,137,4,4,3,13,1,2,11,1,3,5,0,3,29,1,214,0,3,1,476,61,73,28,0,0,1,1309,18,142,3,8,0,1,1,1,0,12,0,7,2,2,15,0,2,0,0,1,1,171,0,8,0,3,0,14,0,0,111,2,0,2,0,30,1,3,0,0,0,0,5,9,1,3,4,223,0,9,6,4,0,6,0,6,2,0,2,1,0,1,0,1,15,5,3,0,0,0,0,14,2,0,0,3,0,4,16,3,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TCGA-98-A53A-01,9142,242,178,41,43,48,26,79,54,69,9,96,7,57,56,2,458,1593,36,61,38,44,20,0,55,0,116,31,8,269,2,63,47,31,44,10,6,70,30,129,2,5,30,1,6,7,12,11,208,0,1,15,50,3,1,55,28,5,8,45,127,3,13,4,223,5,4,1,17,4,0,26,9,28,43,8,11,20,0,50,287,4,0,45,1,1,9,71,2,7,5,4,12,10,1,2,4,44,5,0,1,44,7,28,40,19,28,25,40,1,7,377,291,8,37,4,11,7,0,19,2,1,37,1,2,29,240,14,5,26,3,1,0,2,2,1,2,0,0,17,7,10,36,0,10,379,14,44,1,0,6,1,910,7,0,1,0,0,15,0,46,1,5,0,8,19,0,16,12,0,0,4,1,4,1,0,6,1,0,0,2,0,54,118,0,0,2,12,16,1,1,6,0,3,0,3,5,1,0,3,4,0,5,6,0,0,76,17,0,0,1,1,0,0,0,1,5,16,3,0,4,2,1,1,0,1,1,0,0,0,5,1,1,1,0,6,0,0,0,7,0,1,0,0,7,0,0,0,1,1,0,1,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0
TCGA-98-A53B-01,14510,297,145,123,14,25,60,38,85,19,10,48,11,191,94,18,353,845,270,39,18,11,53,8,25,60,7,26,16,81,1,51,68,38,56,2026,1,108,43,295,18,3,23,1,36,9,15,2,230,1,6,7,78,14,2,31,7,10,86,13,2,297,15,23,254,14,21,16,25,11,7,67,14,6,46,0,0,9,12,12,71,16,0,113,11,3,1,49,36,15,11,5,12,164,23,12,0,422,0,3,0,20,0,12,58,54,51,13,23,5,24,21,42,27,0,15,12,5,7,4,4,7,38,7,0,0,212,14,1,3,3,81,2,31,64,7,12,0,1,0,4,2,16,14,1,470,81,35,43,20,4,6,933,21,1,24,22,1,1,3,8,3,6,0,14,0,1,1,1,3,0,2,1,1,42,0,12,0,3,0,1,1,36,54,12,0,3,4,36,4,0,2,23,2,2,2,1,1,1,0,241,0,1,123,0,0,61,1,4,9,12,2,0,0,2,1,2,0,14,0,3,2,1,7,1,1,0,1,0,0,14,0,1,0,1,0,2,1,1,0,6,5,1,0,8,1,0,0,1,0,1,0,16,0,1,0,0,5,0,0,0,0,0,0,0,0,0
TCGA-98-A53C-01,182,53,5,2,139,3,9,11,20,10,0,12,447,5,15,0,30,605,1511,6,4,3,5,42,0,8,0,2,1,10,17,19,45,13,10,0,5,9,4,2035,2,7,0,2,13,0,16,0,0,18,9,7,11,4,11,6,6,11,5,3,2,20,4,8,30,5,5,28,72,3,42,12,10,1,3,8,0,2,3,2,4,8,0,696,22,0,6,12,8,3,5,1,1,38,1,107,1,436,0,6,0,14,0,6,16,2,27,2,66,1,88,2,94,6,3,0,7,0,1,7,2,21,81,104,2,1,21,0,1,57,3,21,5,4,10,0,7,4,22,1,1,1,7,0,10,49,372,19,11,1,0,0,2420,11,12,3,5,3,0,1,2,26,16,0,5,3,1,1,9,29,5,4,2,0,13,1,31,2,2,0,10,1,0,1007,3,3,8,3,174,0,0,0,0,0,2,2,0,2,1,1,395,81,0,9,3,0,0,3,1,23,0,1,1,0,1,15,1,12,15,0,0,0,1,1,2,0,1,1,3,0,6,1,4,1,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TCGA-98-A53D-01,138,0,5,2,66,0,4,2,10,3,0,15,735,3,11,0,30,578,1619,1,3,1,1,24,0,0,0,0,0,9,9,25,33,2,9,0,2,30,1,1580,0,5,2,0,2,2,8,0,0,2,8,9,5,2,3,4,5,18,2,10,3,0,2,8,13,2,1,24,25,17,10,3,12,2,5,15,2,0,5,10,0,8,0,523,2,0,0,98,2,14,5,0,1,28,1,109,0,698,0,3,0,2,1,4,109,0,12,9,16,4,16,5,34,10,0,2,2,8,7,4,1,41,61,22,0,0,12,1,2,38,8,7,11,13,9,0,2,1,8,0,1,17,8,0,4,18,435,15,15,0,0,0,1316,11,6,1,0,3,0,1,0,7,3,0,0,2,0,0,1,6,0,0,2,0,22,0,1,0,2,0,6,5,0,702,1,0,0,3,402,3,0,0,3,0,0,2,0,0,0,1,3381,0,0,2,10,0,1,0,6,16,1,0,0,1,2,6,0,0,0,6,0,0,0,8,2,3,0,1,0,0,25,2,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0
