,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02163,LINC02156,TFAP2A-AS1,AC011374.1,AP000251.1,AF127577.3,SLC2A1-AS1,ADAMTS9-AS1,AC083973.1,AC027228.2,AL513123.1,SOX21-AS1,PVT1,SFTA1P,AC080037.1,AP003119.2,LINC00393,LINC00887,AL355388.1,LINC01698,LINC00355,AC026785.3,AC012213.4,AC114489.1,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,AP003469.2,AC105219.4,LINC00392,AC138305.1,AC234772.2,AC012213.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,AP003721.1,AC025244.1,HOTAIR,LSAMP-AS1,C10orf91,AC096759.2,AC003958.2,MED4-AS1,LINC00520,SLC12A9-AS1,AC074194.1,LINC01208,AC093510.2,LINC01063,MIR130B,AC006238.1,HOTTIP,AC083880.1,PART1,AC010789.1,AC092115.3,LINC02323,LINC00470,LINC02321,LINC00592,BCRP3,AC005736.1,UCA1,AC002066.1,AC002116.2,LINC02014,LINC01968,LINC00337,MIR31HG,MIR137HG,AC022075.2,AC120498.4,AC090970.3,AC005722.2,AL163952.1,LINC00462,LINC00472,LINC00163,AL049649.1,LINC00461,LINC01460,AP002478.1,AC093904.4,ATP2A1-AS1,KCNH1-IT1,AC087667.1,GDNF-AS1,LINC00705,AC079467.1,LINC00536,C1orf132,AL353693.1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,LINC02560,AC008011.2,AL033527.5,AC010913.1,LINC00896,AC093904.2,LINC02289,MUC2,LINC00173,U62317.2,AC061975.6,MLIP-IT1,AC012640.1,AC012625.1,LINC01629,AC073352.1,AC025211.1,AC130456.2,AL161785.1,MYO16-AS1,AC023824.4,NOVA1-AS1,WNT5A-AS1,LINC02527,AL139039.3,RBMS3-AS3,CASC11,ERVMER61-1,AC135178.1,AC090192.2,LINC00992,LINC00518,LINC00184,LINC00211,LINC00840,AC243773.2,STEAP2-AS1,AC089983.1,WASIR2,AC103740.2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC009275.1,LINC02387,AC006305.1,LINC01214,MIAT,CCDC26,LINC02454,AC036214.1,AL160408.1,HCG21,AL021395.1,AL357518.1,GS1-24F4.2,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL358394.1,AC100801.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,AC024592.2,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,AC078923.1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,AC138627.1,LINC00443,AC069439.2,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,LINC00973,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,Z98257.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-85-A4QQ-01,20404,288,571,154,6,33,47,36,304,22,30,40,2,17,37,47,9,1092,4,20,20,5,266,2,23,128,0,258,19,44,0,24,47,13,45,3,4,36,129,89,0,0,15,97,81,4,75,28,20,1,224,25,10,5,1,3,2,6,0,16,12,17,6,71,177,9,30,1,13,33,25,16,22,7,87,884,16,2,5,21,23,274,0,32,0,6,0,3,22,4,14,1,0,5,44,0,2,330,3,0,24,20,1,20,134,9,52,7,14,1,4,3,35,83,0,10,3,6,0,14,8,25,1,1,79,0,8,1,0,5,11,2,1,143,4,0,29,1,0,104,3,4,5,2,5,115,2,164,79,1,1,5,1363,68,55,4,14,0,0,0,13,1,29,0,0,0,1681,78,4,2,0,4,0,2,359,0,30,8,0,0,91,0,3,123,2,0,1,0,1,1,0,1,1,2,1,0,9,0,73,2,2,0,11,6,0,2,5,0,2,0,1,2,0,0,1,0,0,0,2,0,2,0,2,1,4,0,4,0,22,0,19,42,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,2,2,3,0,0,12,0,0,0,0,0,0,0,0,1,0,0
TCGA-85-A4QR-01,4527,148,218,90,0,34,22,35,345,54,15,144,2,83,94,0,1287,495,65,295,56,65,22,0,20,122,2,73,4,291,0,17,64,19,83,212,0,115,52,25,5,6,57,0,36,47,175,17,85,0,3,37,69,11,3,40,13,2,16,91,1013,111,13,15,63,41,10,4,14,12,11,44,11,20,1,3,3,14,12,66,17,284,11,175,0,0,0,115,20,6,18,6,17,5,23,1,0,35,4,0,6,56,8,20,96,16,69,5,20,0,122,0,45,208,270,83,6,1,1,3,6,6,5,2,0,1,113,20,11,4,2,1,0,0,32,2,0,0,0,55,19,2,14,0,7,101,15,15,38,103,14,2,41,3,1,29,14,1,652,1,54,0,0,0,17,1,0,0,14,0,2,3,0,1,0,1,1,0,0,2,1,0,9,446,13,0,0,1,4,1,0,0,2,5,3,1,2,0,1,0,14,0,0,126,5,251,202,4,0,0,0,6,2,0,0,1,11,0,5,0,0,0,8,4,0,10,3,0,0,5,1,1,1,0,0,0,0,0,2,1,1,7,0,0,0,0,0,0,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0
TCGA-85-A50M-01,2125,56,1,0,14,0,2,9,66,7,0,9,23,9,15,0,212,290,835,6,6,0,53,11,2,19,1,25,0,10,2,11,8,12,14,0,4,42,18,902,19,0,4,0,0,0,13,0,0,1,34,19,1,19,1,6,8,2,0,28,1,46,4,3,1,6,3,4,4,10,32,15,15,22,12,447,457,0,1,24,1,22,1,264,21,3,8,111,3,41,4,2,5,10,37,7,0,57,14,0,2,22,0,18,141,9,54,6,4,18,10,43,6,14,0,0,6,7,2,2,0,15,10,49,0,1,87,0,1,4,1,1,1,18,14,23,5,1,2,13,5,5,7,4,7,18,237,21,59,2,0,0,594,1,32,3,0,0,0,0,2,0,0,0,2,1,0,0,6,1,6,7,1,0,63,2,20,1,0,11,1,0,0,54,4,0,0,0,77,1,0,0,3,0,0,8,8,1,5,15,55,1,2,2,4,1,4,0,8,0,0,0,1,1,0,0,0,0,0,3,0,0,1,2,189,7,1,0,29,0,48,3,0,0,7,0,0,1,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0
TCGA-85-A50Z-01,4960,74,2,19,0,40,1,43,295,14,0,122,7,183,187,2,171,522,40,11,30,3,175,1,6,77,61,5,45,63,0,29,20,6,34,2,18,157,2,152,234,0,43,0,0,2,259,6,10,3,61,16,18,9,0,35,3,12,3,72,10,0,28,1,33,43,3,2,7,2,10,20,3,6,25,260,33,9,12,83,5,4,5,45,0,1,0,5,1,10,1,6,1,136,6,2,1,149,0,1,4,9,0,23,45,25,18,16,7,2,28,1,27,58,8,3,6,0,4,11,0,3,8,3,0,1,68,0,4,0,0,0,0,27,86,7,11,3,1,3,5,13,16,2,1,236,23,21,40,4,0,6,257,5,2,2,39,0,0,0,0,3,1,0,2,2,2,0,8,6,0,4,1,2,0,1,1,0,0,1,1,0,0,156,6,0,1,0,12,1,1,1,51,0,4,2,1,0,34,0,3,0,0,3,0,65,3,0,0,2,0,0,2,0,0,0,4,0,11,2,2,0,1,20,0,2,0,1,0,0,0,0,3,0,0,1,56,0,0,0,0,7,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TCGA-85-A510-01,67,374,2,1,9,0,2,62,4,83,0,31,32,1,181,0,6,1391,209,43,9,3,3,4,0,29,6,8,15,242,0,3,105,2,35,0,4,7,6,248,0,4,7,0,0,0,21,0,0,1,0,58,15,3,3,28,33,7,0,18,9,87,23,3,2,2,0,15,40,0,0,56,33,3,145,0,16,0,5,39,2,3,1,294,1,0,21,8,8,0,22,5,1,0,0,52,1,54,1,4,0,23,0,13,8,0,65,1,2,0,11,0,26,8,4,0,15,0,0,25,0,9,13,2,0,0,1,0,1,9,2,3,1,16,30,2,13,0,1,0,0,3,141,1,0,2,268,6,13,2,0,10,3469,1,0,2,3,0,0,0,0,6,1,0,42,0,1,9,5,2,0,2,0,2,4,1,10,0,0,1,0,4,0,156,3,0,2,3,1922,12,5,0,2,0,0,7,1,0,1,7,37,0,1,14,0,0,2,0,2,17,0,0,0,2,2,4,0,0,6,0,4,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,5,3,0,5,1,0,2,0,0,2,0,2,1,0,0,0,0,0,1,0
TCGA-85-A511-01,3741,395,184,52,23,66,38,29,133,28,28,53,12,31,30,23,652,902,21,26,39,3,81,2,15,14,20,10,8,688,3,63,79,21,41,30,69,21,5,707,57,1,14,16,31,25,106,28,4,1,50,14,41,8,4,26,15,1,1,10,12,145,18,48,299,7,12,6,17,43,3,19,51,13,9,26,15,9,7,11,20,4,6,177,2,1,59,235,3,10,5,6,3,24,8,0,2,61,0,1,28,38,7,23,36,31,32,4,16,10,10,3,139,61,3,14,7,5,25,6,3,0,17,16,92,12,79,29,6,36,4,15,1,4,51,2,8,1,2,0,10,5,10,5,9,454,1,37,32,7,2,1,6080,12,10,19,13,0,2,0,3,0,4,0,7,59,1,1,35,3,0,85,0,13,70,0,14,1,0,3,2,1,0,160,4,2,2,13,0,2,0,3,3,3,0,14,1,0,5,5,4,1,4,16,0,1,17,12,6,0,3,3,8,0,1,0,2,1,1,7,3,1,5,4,2,4,8,0,7,5,11,1,0,3,1,1,3,0,1,2,4,0,0,0,0,2,1,0,0,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,4,0,0
TCGA-85-A512-01,2237,929,279,67,4,62,130,53,328,97,166,160,9,122,47,41,1172,2115,8,20,124,112,34,3,2,1,1,88,9,2099,0,97,117,25,156,751,25,47,69,227,28,2,74,20,188,23,67,41,2,3,458,42,71,20,6,87,21,5,14,45,86,0,6,8,257,36,590,21,12,70,15,18,32,32,12,20,3,18,3,101,78,3,28,411,3,18,0,170,10,21,5,1,21,8,3,1,5,62,48,1,15,33,25,26,128,8,15,40,21,11,26,0,118,47,0,57,10,10,27,19,8,2,24,7,2,40,5,53,12,11,26,0,0,8,74,3,23,0,3,0,15,14,15,0,30,185,5,65,50,1,5,3,3205,50,11,32,9,0,1,0,18,0,29,0,17,62,2,11,108,2,0,12,0,2,3,0,3,1,1,1,3,2,6,152,3,0,0,6,0,21,4,1,1,1,0,2,5,0,0,4,0,0,5,12,1,8,27,2,1,1,0,5,1,0,0,0,2,0,6,4,33,1,0,6,2,0,11,30,3,0,7,0,4,0,0,0,0,2,6,1,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,3,0,3,0,1,0,0,0,0
TCGA-85-A513-01,62,8,0,0,26,0,12,27,4,12,0,7,26,14,15,0,1,1822,931,1,3,0,13,7,0,0,0,32,0,11,1,12,33,12,33,0,0,9,16,393,0,6,0,0,0,0,16,0,0,7,7,17,4,10,6,6,12,26,2,6,1,0,5,0,1,7,1,28,34,189,9,6,13,3,11,1,60,1,0,5,4,7,0,182,3,0,0,30,0,3,11,0,0,3,1,78,0,280,0,3,1,130,0,8,85,1,32,8,13,1,16,2,56,41,0,0,4,2,0,12,0,13,119,44,1,0,11,0,3,42,3,3,1,1,8,0,18,3,3,0,0,3,19,1,10,6,355,9,10,1,0,0,2187,0,1,1,5,1,2,0,0,51,3,0,24,1,0,0,1,18,0,2,0,0,5,0,29,1,2,0,3,0,1,54,0,0,5,2,404,2,0,0,0,0,1,0,0,0,0,0,98,1,0,1,1,0,0,0,5,3,0,3,0,0,2,1,0,1,3,5,0,0,0,3,1,0,1,0,0,0,175,2,1,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
TCGA-85-A53L-01,10403,768,416,202,12,102,33,70,54,50,17,166,4,190,23,6,1168,969,129,55,51,5,15,2,67,17,9,120,33,3047,0,114,66,35,63,0,135,46,59,182,210,0,8,8,23,8,50,27,5,3,51,63,11,40,2,77,7,12,15,31,26,0,32,66,239,79,25,5,12,11,17,15,38,9,9,11,217,40,10,31,3,5,6,649,0,23,90,309,30,8,7,0,11,18,242,5,12,72,11,0,3,7,3,25,34,77,51,39,8,3,20,6,120,17,0,3,7,30,1,24,8,6,6,10,2,32,38,11,24,14,16,222,0,1,143,0,4,4,14,0,34,6,10,4,18,343,23,169,3,4,2,11,598,16,16,64,1,0,0,0,2,1,6,0,2,2,6,5,30,2,0,5,0,7,27,0,32,0,2,3,0,0,0,158,2,0,1,12,10,1,2,0,32,5,0,8,1,0,0,5,10,0,0,1460,0,35,9,1,5,0,0,3,8,0,0,0,2,0,23,12,2,4,3,1,6,3,4,7,3,0,4,4,1,0,9,1,1,0,0,0,11,0,3,0,2,0,0,0,1,0,1,5,5,0,0,0,0,1,0,0,0,0,1,38,0,1,0
TCGA-85-A5B5-01,7916,892,275,225,7,95,71,73,195,44,72,95,8,12,25,56,2018,1686,36,4,52,62,5,1,0,1,0,15,69,15909,1,74,105,50,60,1748,46,195,3,240,2,0,34,36,79,19,24,3,2,8,139,70,90,22,12,49,51,8,0,63,771,0,82,29,2,33,65,2,11,3,8,44,20,0,13,4,3,4,22,26,54,653,647,127,0,22,36,35,10,19,81,103,3,155,6,0,1,112,35,5,0,19,2,60,156,26,184,54,113,3,6,3,528,23,0,38,9,18,0,37,15,1,9,76,0,0,79,4,17,8,8,1,0,26,160,0,2,0,3,0,12,88,3,0,8,116,1,194,13,13,8,14,21185,97,5,18,2,0,409,2,5,0,1,0,35,0,1,16,10,2,0,1,0,2,4,0,4,2,0,4,4,0,21,473,46,2,3,5,7,5,3,3,0,4,0,6,0,1,0,8,3,0,3,3,0,7,17,11,4,1,0,6,1,0,0,0,11,3,2,1,0,0,6,8,0,6,3,0,4,0,3,0,3,3,0,1,0,0,1,1,0,0,0,0,6,3,1,1,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
TCGA-90-6837-01,10366,60,229,96,10,28,74,89,53,13,20,74,5,37,6,50,664,799,29,22,11,33,131,2,140,18,0,3,14,44,1,229,43,37,84,5,26,224,7,433,37,0,11,3,0,2,30,58,29,3,389,22,8,15,1,15,10,17,1,19,71,177,0,109,318,22,46,6,8,39,5,22,58,5,65,45,293,2,3,62,4,105,2,45,1,7,5,23,3,71,28,1,5,6,33,12,3,111,0,5,16,19,0,7,7,6,52,1,64,39,11,1,15,16,0,10,0,5,12,1,2,1,81,25,45,1,38,14,6,10,15,1,0,12,0,20,30,3,3,0,1,4,5,5,3,167,7,19,133,0,2,15,902,64,3,4,20,0,1,1,23,0,1,0,4,0,0,0,13,12,0,10,0,4,208,1,24,1,2,0,0,1,0,441,32,0,0,10,5,0,2,1,39,1,0,3,8,3,142,0,0,1,1,2,4,0,29,0,5,2,0,0,0,0,1,2,0,3,2,5,0,0,2,27,1,11,2,1,4,0,39,3,0,1,4,0,3,0,2,1,0,2,1,0,1,0,4,0,1,0,1,5,7,0,1,1,0,0,0,0,2,0,1,0,1,0,0
TCGA-90-7767-01,3445,81,351,38,33,48,7,47,18,44,31,33,38,36,57,9,17,419,16,91,10,2,11,1,27,0,19,5,0,149,0,8,27,11,34,0,5,17,2,913,21,1,8,0,2,10,29,5,9,1,10,8,18,12,0,6,9,3,0,9,3,0,3,85,4,7,30,14,6,2,7,11,13,8,31,18,4,2,0,10,3,22,3,542,89,0,8,178,1,2,10,0,14,244,0,1,55,33,22,1,2,4,9,25,5,1,8,12,3,0,2,0,279,67,7,1,2,21,0,4,7,0,17,3,0,0,754,4,1,11,13,5,0,2,13,0,4,3,4,0,5,1,20,1,4,38,18,38,24,6,10,0,609,1,3,1,1,1,22,1,0,1,0,0,2,1,4,2,2,1,0,173,1,1,75,1,7,0,1,0,1,0,3,590,1,1,0,1,8,1,9,3,21,5,0,4,1,0,1,1,0,0,0,4,2,0,9,18,10,3,3,3,3,2,1,4,15,16,1,11,344,0,0,5,1,0,0,2,2,4,2,0,18,3,3,19,1,0,0,0,2,1,22,1,0,1,3,0,1,0,3,3,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0
TCGA-90-7769-01,3120,468,162,119,6,29,75,19,466,12,50,14,14,45,48,41,418,1612,3,6,49,54,18,0,3,1,18,13,14,1139,1,101,10,11,180,1,36,60,13,98,36,0,48,100,6,8,90,12,1,0,145,42,8,3,7,55,7,8,2,70,225,0,28,39,223,14,30,0,2,67,12,28,11,3,12,10,12,15,1,135,52,4,89,54,2,1,1,14,62,20,17,6,1,14,4,0,5,28,4,0,2,15,1,82,671,14,4,20,5,2,3,2,68,14,0,11,0,4,35,7,8,0,3,0,0,8,418,6,12,3,4,0,0,21,234,2,2,1,2,0,5,13,2,1,3,102,0,6,13,0,1,0,206,402,4,4,0,0,20,1,7,0,0,0,3,0,0,1,2,0,0,4,0,0,3,0,5,0,1,2,0,0,0,7157,19,0,0,1,1,2,0,1,0,0,0,5,0,0,1,5,4,0,4,4,0,2,23,7,1,2,0,0,0,0,0,0,4,1,0,2,0,0,2,1,0,0,3,0,1,0,1,0,1,1,0,1,0,0,1,3,0,0,0,0,20,0,1,0,2,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
TCGA-90-A4ED-01,3297,2,74,11,52,6,6,97,197,69,7,117,6,7,44,0,3,93,71,4,145,2,24,4,0,290,0,1,0,34,2,12,63,17,17,0,24,11,0,1267,1,0,12,8,526,0,18,0,4,2,31,18,30,6,8,3,7,2,1,65,10,6,0,15,11,4,41,4,11,11,9,16,3,8,6,5,1,5,0,10,8,448,0,113,23,198,50,38,0,0,14,0,3,9,9,0,6,223,2,1,0,157,7,47,76,1,15,42,10,0,15,1,222,4,2,17,11,18,0,7,1,0,10,0,0,3,103,0,2,24,8,173,0,16,66,1,0,0,1,0,9,0,61,5,4,0,4,4,4,0,7,4,1352,10,63,6,6,0,546,2,16,3,0,0,8,13,4,74,2,32,3,254,0,3,178,0,33,0,0,3,0,1,1,7729,300,0,2,0,0,0,1,3,0,1,1,0,1,0,0,0,0,1,3,11,0,1,0,173,3,0,5,0,0,1,0,1,2,2,1,4,67,0,0,1,1,2,0,0,0,4,1,0,556,0,0,0,7,0,0,0,37,0,0,0,0,0,0,0,2,0,4,1,2,0,0,11,1,0,6,0,0,0,0,0,0,0,0
TCGA-90-A4EE-01,2859,171,168,74,13,45,43,37,21,7,30,84,20,34,23,41,420,6636,46,117,6,4,5,1,5,0,7,11,0,170,0,5,166,29,56,0,19,19,8,477,86,3,3,0,29,7,145,32,6,2,2,43,25,15,4,27,15,1,4,22,15,1,7,12,6,7,4,5,10,1,1,50,17,7,12,0,0,1,0,4,2,4,1,694,3,1,76,50,15,30,8,0,8,48,0,8,3,106,0,5,0,64,4,55,45,2,38,33,16,6,5,0,809,27,0,1,17,10,2,15,4,2,16,5,0,15,198,7,12,15,17,52,0,13,42,0,2,0,2,0,10,0,10,4,1,203,39,23,34,2,12,2,4302,16,1,11,4,3,0,4,12,10,2,0,12,3,0,2,66,5,3,61,1,9,21,0,10,0,0,0,1,0,1,201,2,0,1,18,18,0,0,1,1,4,0,2,0,1,0,26,3,0,0,9,2,0,19,14,9,2,4,5,1,0,2,1,2,4,1,3,2,0,1,4,3,0,2,8,2,3,26,0,5,3,4,99,0,0,5,0,2,0,0,2,24,0,2,0,0,0,1,1,55,2,0,4,0,3,2,0,0,1,1,0,0,0,0
TCGA-90-A59Q-01,20145,139,4,3,9,8,51,135,28,6,1,75,5,10,15,26,196,1440,400,34,4,0,44,9,7,4,9,1,0,72,0,128,41,9,74,0,6,15,1,349,3,1,0,0,366,1,19,11,0,0,62,34,7,7,5,6,6,10,30,7,3,63,16,10,8,4,19,5,12,46,5,13,40,8,44,187,1,3,8,9,11,10,1,941,0,0,36,5,1,26,4,0,1,3,5,0,5,1437,1,2,34,20,4,7,25,1,15,17,26,2,55,150,123,87,2,6,3,2,3,14,0,71,199,86,19,51,18,4,1,14,5,3,2,0,41,1,131,3,2,3,4,3,3,5,8,0,6,28,40,3,2,0,2219,156,1,8,207,0,0,1,8,0,1,0,1,1,0,4,77,8,0,9,2,0,3,0,102,0,2,0,0,0,0,445,12,0,2,76,0,5,0,0,9,0,0,0,4,0,1,0,0,2,13,3,0,1,1,2,4,0,15,1,0,2,34,3,1,0,1,9,0,4,0,0,2,1,0,2,3,1,87,3,0,1,0,1,0,7,0,0,15,0,0,3,1,0,1,0,0,0,2,0,2,0,0,88,0,0,0,0,0,0,2,2,0,0,0
TCGA-92-8063-01,1561,516,0,2,9,15,44,15,430,93,65,60,7,12,26,41,459,685,36,15,64,3,16,0,5,0,117,47,41,94,0,18,18,47,23,9,0,45,41,289,5,1,40,9,3,0,25,12,1,2,6,94,22,2,0,46,11,3,2,6,49,223,40,20,1,56,16,1,5,0,17,20,50,5,67,116,310,2,92,41,102,3,1,85,2,1,1,71,79,18,29,0,1,1,11,1,0,44,7,1,0,10,8,11,39,9,21,28,4,10,10,34,170,8,3,12,2,0,154,7,0,0,43,1,9,0,63,33,7,10,8,1,0,20,0,0,16,0,5,3,33,138,6,12,5,1,33,4,6,3,1,1,309,20,112,92,34,0,1,0,40,0,1,0,0,2,2,13,1,3,0,1,0,0,12,0,5,0,0,9,0,0,4,101,0,0,0,1,20,3,0,1,7,0,1,2,0,0,2,1,0,0,9,9,0,0,0,4,4,2,41,1,1,0,0,1,2,0,7,1,0,4,0,0,0,0,0,0,1,0,15,5,0,0,0,2,5,0,0,2,5,0,0,1,2,0,0,3,3,0,2,0,0,3,2,85,0,1,0,3,0,0,0,3,0,0,0
TCGA-92-8064-01,1226,190,100,151,6,14,26,15,170,10,16,96,2,50,2,21,359,753,2,22,70,239,15,0,2,7,0,9,24,335,0,23,21,17,61,43,12,32,11,249,1,0,16,14,0,2,20,7,4,1,82,16,56,1,0,7,12,2,1,5,59,1,21,27,0,7,8,5,5,6,3,8,46,6,8,65,0,2,5,9,92,136,2,23,0,0,0,16,29,27,18,0,1,8,0,0,4,189,5,2,7,69,4,21,18,11,13,0,3,5,3,3,45,92,10,12,1,3,3,2,0,0,10,4,0,0,176,1,21,2,5,1,0,11,18,0,17,0,5,0,1,13,1,0,1,3,4,10,14,0,1,0,1318,4,4,0,19,0,0,0,0,1,0,0,3,2,0,0,30,5,0,0,0,0,1,0,18,0,2,0,2,0,0,118,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,0,0,22,2,3,11,293,1,2,0,0,2,0,0,0,0,8,0,3,5,0,8,0,0,0,0,4,0,9,3,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TCGA-92-8065-01,7579,148,373,202,6,72,17,10,185,15,36,109,0,4,7,107,639,1045,4,40,4,2700,141,2,56,491,53,2,4,88,0,254,36,14,57,26,0,82,4,245,15,2,5,26,51,26,9,32,1,0,804,20,10,11,2,33,7,1,17,9,24,2,4,76,6,47,129,3,22,83,5,12,98,10,16,1544,0,1,22,23,40,114,1,23,7,0,34,2,3,110,7,0,2,1,8,7,0,162,15,1,26,32,0,36,54,1,52,10,25,26,13,14,28,3,0,4,5,3,5,9,3,0,30,18,0,97,28,12,0,9,9,50,0,3,187,1,26,0,3,0,1,1,27,0,7,28,1,33,18,1,4,1,410,32,0,2,103,0,0,1,22,0,2,0,3,14,0,2,55,19,0,1,0,2,87,0,16,1,0,1,2,1,0,138,49,0,0,11,0,0,2,2,33,3,0,4,10,2,122,0,2,0,88,4,14,3,9,0,4,0,0,0,7,1,3,1,1,5,1,0,0,0,0,8,0,3,1,3,1,0,4,0,0,1,2,0,64,1,12,0,0,13,3,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0
TCGA-94-7033-01,4218,143,174,113,8,27,28,88,1725,188,58,173,3,128,108,5,1139,2597,105,504,32,4,335,1,24,302,69,3,49,275,0,259,39,16,87,0,34,165,2,118,37,3,123,29,5,152,168,18,6,6,101,51,35,9,0,100,7,5,25,34,181,5,83,116,374,123,78,5,6,85,9,36,146,6,53,302,19,45,440,114,43,8,0,358,0,23,9,69,62,94,55,0,15,5,57,13,11,173,6,6,8,2,1,60,176,28,40,9,34,28,24,1,14,134,3,8,1,1,15,29,6,7,45,34,0,30,4,16,31,25,20,105,0,13,40,36,57,1,2,0,6,2,4,7,33,39,45,138,15,9,0,4,218,65,39,24,126,2,0,0,44,5,11,0,5,49,5,1,31,7,0,2,1,3,73,0,14,0,0,1,67,0,0,604,39,0,0,156,34,11,4,0,56,1,2,14,2,0,13,2,44,0,3,9,9,29,55,0,2,0,0,1,1,0,0,0,2,0,32,0,2,2,0,0,0,1,2,13,0,3,40,3,2,2,0,0,0,7,0,0,6,11,0,4,0,1,0,0,0,0,9,2,9,0,0,3,0,5,0,0,0,0,0,1,19,0,0
TCGA-94-7557-01,11749,187,371,178,4,29,86,32,44,47,55,174,11,34,62,24,3,3182,47,224,78,58,37,3,88,28,724,1,118,86,0,78,41,61,80,0,30,109,1,440,4,6,15,36,1095,4,45,6,18,1,15,65,101,9,2,29,6,2,3,11,252,160,104,71,12,15,26,13,31,90,14,13,64,5,37,2,0,55,13,11,1802,75,1,59,0,1,32,51,65,69,7,1,41,113,3,10,4,502,12,1,0,39,2,20,25,4,6,15,34,20,7,25,12,22,0,16,6,0,10,5,9,0,123,0,0,16,190,0,52,114,16,15,0,4,2,0,11,0,9,0,0,49,28,15,20,739,14,143,124,15,2,3,3026,28,8,6,3,0,0,1,11,0,1,0,5,3,0,1,4,8,0,9,1,6,43,1,8,0,0,6,27,0,0,175,3,4,2,5,7,0,0,4,0,4,1,1,1,1,3,0,0,1,26,13,1,0,12,53,25,3,3,0,6,0,0,2,1,0,9,0,9,1,1,1,1,0,1,1,0,0,37,0,2,0,1,1,0,0,0,2,6,1,3,1,0,0,5,1,1,0,3,1,0,0,0,1,0,1,0,0,0,0,1,6,1,0,1
