,RAD54L,CCNB1,PKMYT1,TEDC2,UHRF1,ZWINT,PBK,KPNA2,HOXC13,E2F8,HSD17B6,SHCBP1,ATAD2,HOXA10,MTBP,CLEC14A,PRKCE,HIST1H2BH,HSPA12B,HOXD11,HECW2,LIMS2,TGFBR2,BCL6B,F12,CCDC150,CHRNA5,HOXD10,PREX2,SLC1A1,LIMCH1,LY6K,KRT75,CNFN,HOXC10,UTRN,C3orf67,TMEM100,SPTSSB,TYMS,TSKU,GPD1L,HBA2,LGALS7,ARHGAP11B,CITED2,PTPRM,KLK6,IGFL1,FAXDC2,PDK4,DES,DAPK2,RECK,MYEOV,CCNE2,ESPN,SLC7A11,PLEKHN1,LRRK2,DSC1,SPRR2G,SPNS2,DSG1,ANGPT1,PAX3,PCDH17,DDAH1,NPW,KCNQ5,SLC6A11,TREM1,FOLR1,LEFTY2,GNA14,TRPV3,TBX18,ENPP4,AKAP12,SYT5,SMC1B,LPCAT1,ULBP2,LILRA2,SERTM1,PRDM16,CTAG2,GOLGA6L7,WNT16,CTCFL,CPNE7,PDIA2,SYNGR3,SELE,ANKRD18A,PAGE2,C15orf48,AIM2,BBOX1,PROK2,CYP1A2,PRTG,TRHDE,AGMO,GREM2,HOXA9,TMC5,PNMA5,CAPN8,ELAVL2,CLDN16,PNLIPRP3,RSPO4,KCNB2,TRIM58,GLYATL3,HS6ST3,SPIC,DEFA5,FGF4,PNMA6E
TCGA-85-6175-01,254,1811,701,230,1117,1072,302,6953,773,258,857,971,3647,17,370,1702,1454,5,835,1,1769,2347,16119,855,237,69,81,142,589,1999,3495,101,2307,1568,88,12410,183,118,920,401,10337,1947,309,2088,204,4853,4981,4859,24831,2344,1983,186,1229,2448,894,203,1039,348,355,5251,133,75,1732,4202,1202,0,2151,3375,31,237,584,1798,2595,23,184,216,429,977,8902,66,39,20105,521,331,1,657,2,2,3,2,132,8,111,126,18,0,329,582,724,14,5,312,21,25,435,19,2359,3,654,26,133,526,47,70,47,1,7,0,1,0,1
TCGA-85-6560-01,3516,10353,4014,1486,4626,9018,2378,63170,660,487,250,2561,10336,17,1796,2104,490,171,919,136,1173,1492,11333,2082,305,527,257,336,2017,264,1157,6,1,467,1997,28922,589,113,3,1811,4589,961,481,2,355,1926,3603,4,0,536,647,1774,380,1274,52,719,349,6297,157,826,54,4,803,123,235,421,2588,4433,16,116,612,1481,288,14,176,145,158,1749,5562,81,7,33833,53,533,7,702,0,21,6970,39,43,63,1462,1468,191,0,250,256,1,14,1,327,2,18,22,8,405,7,17,15,4,0,2399,1779,72,0,16,1,0,6,1
TCGA-85-6798-01,836,3703,1155,944,1241,2237,300,12736,36,176,155,457,1987,593,224,317,346,123,152,50,702,2565,1334,228,604,193,155,78,43,630,1982,20,242,390,9,2643,769,11,16,869,7692,384,80,537,118,1469,376,1,1823,129,24,208,801,682,4,334,727,9032,434,114,6,23,178,118,90,3,314,1702,4,431,2,175,0,1,18,562,252,38,2495,11,8,4379,2125,43,24,453,0,22,12,0,12,3,218,19,56,617,76,8,54,2,0,21,0,4,58,15,3,0,2,5,24,0,8,327,2,0,427,0,0,0,1
TCGA-85-7696-01,467,2974,1744,457,2275,4685,1503,11424,114,528,250,1225,6398,732,1207,633,1436,242,367,244,738,1147,5284,397,343,187,134,911,206,76,1594,443,26,303,438,6176,861,73,906,432,18978,3940,28,3656,632,1255,1557,108,281,633,255,102,356,826,764,393,2213,5546,331,942,71,65,486,176,118,36,782,613,19,239,58,178,211,16,63,45,827,484,1323,13,40,4673,193,153,110,931,0,612,33,10,1638,24,177,237,515,1,187,140,112,3,3,117,3,33,53,80,584,25,220,37,1507,1,49,223,27,0,33,3,0,6,2
TCGA-85-7697-01,969,4804,1136,409,2107,3557,793,12901,230,1601,439,1734,3108,761,779,1018,829,459,441,370,786,729,6335,974,341,212,52,1666,400,243,1091,456,794,3932,136,5373,701,114,4157,426,7830,1897,12,823,502,2866,1677,1269,50,594,438,140,469,538,4103,176,1911,1144,907,599,693,1604,1598,2621,307,121,1201,1343,236,374,362,268,1697,5,169,530,220,1099,1238,12,48,5191,1406,38,8,83,147,184,36,6,219,52,205,743,70,1,1935,1470,119,24,41,38,20,40,150,42,1748,25,360,15,842,1,26,8,25,0,22,20,0,0,4
TCGA-85-7698-01,646,4065,1214,603,2080,3622,1234,13587,154,600,177,2138,5403,270,1071,925,694,324,403,224,1724,1242,5827,703,479,514,91,490,292,531,2075,605,318,2156,26,8855,583,81,651,509,11727,1704,153,549,620,1901,2095,295,325,702,392,279,299,1390,106,536,737,22232,587,721,70,140,1844,258,824,2,808,1192,98,784,17,384,478,9,118,354,229,367,2178,18,8,4916,443,116,13,194,0,1,39,0,393,12,161,732,246,0,372,239,153,4,0,52,3,34,104,23,341,4,118,18,47,2,16,171,28,2,17,7,0,0,1
TCGA-85-7699-01,1663,7861,1601,1139,5906,4266,3224,19803,438,688,231,1165,12935,239,2127,684,403,724,568,21,1056,531,6481,652,140,303,134,91,233,328,952,231,148,591,370,7665,109,91,333,2123,3151,1127,14,120,1067,5452,4930,300,149,581,179,34,1280,1130,3547,569,709,331,113,646,12,176,660,354,967,4,809,2091,110,1074,2,320,50,18,61,762,1120,571,1504,8,21,9555,631,154,0,60,0,2,14,1,302,24,130,2101,97,0,559,584,110,78,1,32,0,61,37,50,17,0,24,97,100,3,8,57,14,0,0,27,1,691,1
TCGA-85-7710-01,581,2652,765,569,2232,4765,567,10172,1389,858,166,1176,3899,647,558,806,955,103,129,286,586,235,5656,318,253,235,124,1303,84,53,4927,439,46,169,106,2882,230,140,316,748,5629,815,22,3137,343,3370,3443,58,14,374,653,87,1392,204,12,770,806,585,811,1156,37,14,194,104,175,1,920,628,11,35,33,924,126,0,64,380,966,580,2910,23,535,8877,763,57,0,45,5,2,13,0,275,29,88,77,110,0,443,1851,1447,13,0,17,3,1,22,105,804,0,214,11,134,1,9,2,6,0,321,0,0,0,0
TCGA-85-7843-01,1213,9306,2173,594,2947,4006,1129,23214,445,867,269,2188,7352,172,967,1468,1288,212,614,89,980,535,4423,1235,689,159,198,140,482,1364,604,350,5,550,16,4114,72,41,1521,1102,8946,11406,38,619,585,4944,1894,61,1,307,473,15,146,518,2358,346,2728,3170,500,410,5,86,842,107,757,173,1910,3131,11,60,2,1126,130,4,86,68,89,358,1552,10,19,4943,2049,90,6,34,0,3,77,1,1859,12,89,1194,199,0,438,442,13,35,0,37,0,62,20,9,317,23,40,20,2624,1,4,0,9,0,2,17,0,0,19
TCGA-85-7844-01,860,2963,704,599,2108,2742,695,10977,17,365,159,987,5377,727,783,1649,899,180,399,191,1174,990,8020,1316,158,197,84,518,342,412,8134,84,34,131,38,9252,507,124,73,629,15003,1150,143,740,659,2471,3239,0,336,866,600,222,2042,824,31,869,1552,21670,167,1670,18,2,403,72,723,7,3151,1153,2,181,1,686,498,4,139,502,456,1098,2115,8,250,11725,608,98,72,95,0,24,175,10,59,5,53,344,106,0,112,387,123,25,0,83,7,59,98,52,592,2,263,20,95,10,23,17,18,0,431,3,0,0,0
TCGA-85-7950-01,733,2946,694,432,2458,1621,666,5729,43,279,227,291,2819,286,623,308,689,51,204,60,744,347,3050,778,67,169,105,367,77,200,1767,66,9,12,102,7764,276,16,12,272,2704,978,58,38,242,2005,2324,1,5,138,82,8,396,426,273,258,645,919,89,545,12,4,122,165,260,37,548,477,7,1017,1,695,47,2,24,1702,214,624,784,173,198,5867,441,51,0,82,112,267,149,1,92,39,223,1400,39,3790,181,233,32,5,1256,17,972,892,70,43,61,7,33,18,3386,0,55,479,5,6,116,5,0,0,6
TCGA-85-8052-01,539,1526,528,252,982,934,467,4218,110,181,105,736,2264,228,357,514,385,37,136,24,129,1115,1370,352,250,49,34,58,315,97,779,131,5,217,95,2576,523,23,308,121,6893,397,16,239,190,1350,490,583,47,196,239,48,587,230,25,233,474,7997,142,914,21,23,214,66,191,9,1669,539,5,154,68,402,395,4,44,373,149,398,481,77,24,3899,93,38,16,281,1,107,7,6387,63,6,27,55,168,0,98,181,24,4,0,23,3,1,9,31,221,5,170,9,59,0,14,47,657,0,26,1,0,0,0
TCGA-85-8070-01,439,1433,845,555,740,1597,284,6158,13,244,60,871,1388,160,299,155,832,156,81,6,81,155,821,41,720,191,131,22,23,489,1464,34,1,89,4,1420,378,37,2432,282,7780,646,348,13,245,864,612,0,22,58,61,10,310,222,28,116,327,7478,118,32,3,28,59,100,19,82,53,1554,8,254,0,49,2,1,8,78,12,463,112,5,58,5670,131,6,9,19,107,0,35,2,3610,11,63,20,203,11,96,183,138,2,0,6,1,3,0,128,29,1,9,26,867,0,9,0,1,8,1,0,0,0,0
TCGA-85-8071-01,515,1927,987,540,1361,2287,977,4756,68,366,65,421,2214,143,397,156,906,778,52,149,196,133,845,81,143,124,19,333,27,177,263,252,72,55,8,1557,355,2,41,254,7822,421,27,491,284,1402,458,439,1,273,22,3,536,320,428,133,464,4120,176,57,78,3,98,108,35,100,51,128,2,209,3,8,108,1,14,391,460,178,203,7,28,2266,177,7,8,6,0,2,206,0,114,37,37,33,26,0,11,322,44,1,2,4,1,8,7,18,142,12,27,11,43,4,4,2,6,2,0,2,0,0,0
TCGA-85-8276-01,648,1702,1158,619,1731,2804,399,5855,110,146,168,672,3931,78,729,511,349,75,282,138,455,1513,3176,385,115,283,53,479,132,166,882,250,24,462,173,2783,219,64,24,412,2502,382,138,550,247,2217,1143,5,2,297,170,216,305,694,44,122,401,200,318,586,41,1168,282,345,1241,1,302,838,22,216,7,711,207,13,57,123,371,372,883,4,30,3314,747,108,1,80,0,3,66,0,272,8,132,74,91,0,188,149,27,22,0,22,5,40,41,15,90,0,104,1,18,0,162,9,7,0,1,0,0,0,0
TCGA-85-8288-01,902,2289,2667,819,3684,3393,2186,9104,200,521,330,1607,5031,386,607,755,1462,140,473,46,751,1176,4180,562,106,144,65,266,187,152,919,164,3784,133,672,6790,198,17,8,848,6416,1032,26,1,312,2499,2203,0,4,472,148,11,315,994,149,223,2181,197,354,267,12,4,268,49,899,82,356,2087,169,333,12,381,2,6,41,361,282,556,1538,16,83,2725,509,27,0,126,1,1,6,2,202,749,249,309,3,3,101,289,69,6,3,100,3,32,235,35,37,7,3,28,17995,0,19,352,7,7,8,130,0,0,2
TCGA-85-8350-01,466,1817,1147,449,1451,2173,417,4874,772,427,379,924,2004,210,438,1435,1354,539,487,182,461,1134,4456,798,259,120,87,860,266,319,1818,302,175,310,1829,2268,158,318,76,191,4219,956,231,129,236,2652,2037,571,338,1016,629,617,1633,454,443,146,2546,195,535,1186,7,50,752,20,254,35,930,1090,94,277,408,494,759,16,120,272,409,990,1422,648,78,11106,795,129,20,417,901,315,48,666,209,86,514,87,58,9,368,258,97,13,0,44,26,101,380,19,639,11886,315,47,428,3,653,17,5,0,32,1,1,0,0
TCGA-85-8479-01,616,2930,984,272,1065,2192,800,4296,1485,322,101,827,2637,341,355,411,371,157,172,69,220,492,1725,378,1384,223,84,353,108,225,2844,1204,1424,705,333,951,291,8,8,389,4368,502,89,6597,656,770,627,11,905,436,49,43,1212,101,77,377,2014,574,1485,43,87,44,174,4775,121,12,271,215,2,115,2956,1077,16,0,24,892,19,294,126,822,1272,5395,2049,19,18,171,0,0,10,0,1825,16,968,107,288,0,83,778,98,9,0,9,3,0,5,10,33,3,36,3,280,342,18,0,0,2,16,0,0,0,0
TCGA-85-8481-01,245,1806,878,212,462,947,254,4043,107,174,93,385,2174,178,197,84,272,165,68,21,173,540,5566,97,98,42,64,41,27,123,629,1110,37,139,488,1511,254,8,810,177,6649,784,347,152,138,1644,399,36,65,137,124,36,185,291,55,124,1612,2131,501,117,0,3,156,3,49,1,133,872,70,90,20,6023,107,0,21,35,531,161,4832,49,27,4436,2425,78,0,28,30,3,31,0,34,14,118,44,42,0,1508,54,272,36,1,30,7,6,25,10,260,1,8,3,81,1,39,1,10,0,0,0,0,0,0
TCGA-85-8584-01,466,3834,1568,429,1142,2581,627,6241,4,887,104,919,2941,4,332,628,265,30,170,0,296,669,4562,281,107,240,38,24,84,304,4062,9,1,45,365,1893,83,25,76,187,15167,620,174,4,214,1158,2954,1710,13,854,245,122,441,251,946,127,209,3339,447,517,2,0,2457,2,103,0,327,3197,214,17,13,549,309,9,216,107,360,405,11085,43,10,4670,18,42,1,46,1,0,8,1,340,9,150,63,38,0,1128,643,51,1,0,73,32,6,15,25,3668,1,5944,0,11,0,70,6,14,0,2,4,0,0,0
TCGA-85-A4CL-01,308,4530,773,278,1109,2453,1353,9247,80,231,76,883,2059,355,459,309,543,144,153,69,381,978,1198,257,546,312,199,196,51,69,764,188,1,917,605,1462,414,8,831,178,6941,698,46,49,370,409,642,8,200,257,120,27,849,500,59,75,1095,1822,589,421,10,15,379,75,39,16,235,250,7,133,65,179,24,1,30,24,562,250,327,13,197,2916,32,36,16,213,2,5,8,12,1439,23,258,220,138,0,318,220,94,0,2,39,4,26,20,15,136,1,18,1,520,6,215,77,3,0,59,1,1,0,2
TCGA-85-A4CN-01,504,3024,858,392,1528,1535,825,10805,281,145,290,718,2122,351,334,551,290,134,258,97,372,1210,1581,294,485,215,151,195,78,61,568,82,86,566,136,5516,505,7,199,344,6252,799,20,2,307,622,693,5,126,158,39,11,413,468,17,142,984,5010,207,247,21,96,233,255,168,1,437,295,18,391,3,36,1,0,16,267,380,267,493,61,3,3691,490,19,0,23,1,78,15,0,186,17,54,40,86,0,44,99,12,1,0,24,0,3,19,12,1,0,0,1,23,0,8,71,3,0,12,1,0,1,0
TCGA-85-A4JB-01,954,2886,2125,889,1466,2295,601,6515,473,405,54,754,5135,448,717,260,654,624,571,122,191,348,2839,135,316,470,140,369,302,65,581,1009,1502,1417,597,2849,432,9,336,479,4811,935,397,128,235,1844,582,45,797,201,38,52,620,306,24,266,906,432,1594,103,125,70,542,1234,353,2,199,2488,331,267,408,632,8,6,53,1417,249,825,1109,803,105,7697,503,34,3,58,1967,15,623,478,178,17,72,371,39,0,205,100,2902,121,0,16,75,54,47,150,219,8,10,5,30,6,940,24,21,5,2,0,0,0,16
TCGA-85-A4JC-01,626,2256,780,235,596,955,232,5821,263,235,117,359,1642,95,208,602,459,105,175,117,161,728,2169,339,338,62,92,325,63,75,1041,701,49,193,3,585,274,27,160,102,6746,490,16,15,149,694,883,708,61,300,243,298,949,208,931,44,1071,189,315,114,8,59,251,37,50,4,133,396,7,22,268,1100,64,2,93,378,208,278,478,25,25,4383,650,80,1,18,0,8,49,1346,61,78,15,175,12,0,626,261,180,19,2,12,5,54,33,5,737,13926,25,2,114,8,611,15,1,0,32,0,0,0,3
TCGA-85-A4PA-01,484,2513,1476,459,1614,2167,578,5342,4,795,353,2204,2193,8,247,774,864,49,367,2,397,2290,7590,718,36,192,5,51,262,572,1188,0,1,59,28,4167,232,108,18,356,433,1246,3100,0,415,2610,2145,0,0,458,1058,636,633,722,19,185,52,166,49,2490,1,0,1361,4,78,0,434,495,22,392,2,433,803,6,303,169,37,701,1022,2,70,9927,11,103,53,206,2,4,53,46,137,25,313,1496,33,8,9,1336,0,4,6,72,33,9,32,12,180,36,385,4,252,0,37,9,18,0,1,47,0,0,0
TCGA-85-A4QQ-01,486,3257,2144,370,1606,1972,645,6806,2495,485,58,911,6643,303,543,210,704,79,101,55,170,188,2473,131,581,129,47,1039,60,108,1679,573,773,750,50,276,318,4,27,208,7585,578,13,9932,189,2364,2041,295,436,1000,88,8,648,131,6835,261,13201,228,1153,102,91,473,209,133,31,1,149,388,48,32,846,803,56,2,102,296,29,250,782,10,108,9917,1470,32,0,18,1,0,9,2,885,0,72,141,298,0,109,808,112,1,0,4,6,6,3,25,532,0,163,11,369,2942,10,0,5,1,0,0,0,17,0
TCGA-85-A4QR-01,955,4375,1324,773,2279,1695,738,14936,266,370,332,912,4339,359,683,205,744,1236,131,203,281,311,622,144,667,290,153,613,526,651,58,521,2,280,93,1057,252,18,1364,389,4925,1946,17,18,410,1621,137,0,7,151,36,5,49,28,37,152,808,647,99,639,5,117,102,69,154,11,141,548,169,21,5,72,67,9,56,104,376,221,195,43,35,3390,48,1,2,21,1,17,221,1,221,32,100,20,77,4822,46,700,22,0,0,3,0,107,1,94,1233,68,157,59,699,0,5,4,0,0,49,4,0,0,0
TCGA-85-A50M-01,432,1668,1107,498,2246,2175,557,4855,3,437,302,1107,2273,25,218,480,732,177,105,1,865,718,11083,747,386,183,44,10,217,921,2324,167,22,247,1,7186,514,29,130,333,4749,1381,180,17,149,6765,4636,3,1697,650,439,54,230,642,388,150,118,696,293,2491,6,533,1043,8,109,0,610,6556,60,887,377,929,579,2,162,188,806,827,1481,16,277,14514,720,47,2,77,2,0,17,4,20,550,52,210,114,0,827,1040,53,178,1,89,3,5,17,6,988,31,5459,36,68,1,46,1,6,0,62,0,0,2,2
TCGA-85-A50Z-01,434,5007,1945,731,1323,3734,1071,10588,150,226,216,1632,2514,222,226,527,505,162,118,37,609,89,2137,372,419,281,514,58,53,281,893,1129,355,234,1,1193,165,128,82,301,12347,939,36,108,276,1128,353,2,1,327,161,15,214,72,14,127,190,1474,187,922,1,27,201,2,80,0,882,2157,323,44,1,848,187,2,56,162,2,283,295,6,20,17275,201,52,202,68,43,0,4,0,20,4,24,19,8,2,410,44,241,118,1,13,25,1,4,6,599,13,208,3,160,7,3,0,3,0,0,0,0,0,0
TCGA-85-A510-01,887,4042,1151,1616,2188,3176,1865,6966,19,826,630,670,4920,4,1032,893,368,1699,193,33,968,425,2530,459,23,1067,250,93,244,188,3820,6,0,227,1,1973,94,454,68,977,880,506,630,9,744,1826,2338,1,1,2107,1090,261,3979,217,9,592,312,553,21,1814,0,5,300,0,138,24,610,2061,8,380,0,150,1469,32,567,318,285,918,806,3,1491,19592,10,29,1052,54,69,11,48,0,65,452,30,584,159,0,119,110,15,20,1,1252,24,36,23,6,2561,3,227,6,2,1,59,451,13,13,16,0,0,1,5
TCGA-85-A511-01,612,4655,1792,789,1601,2415,877,10410,256,647,267,1055,4882,277,722,487,342,495,194,158,353,871,3374,413,299,381,51,691,161,68,1451,214,17,186,798,3720,384,39,108,285,6317,746,22,3,395,1048,1431,75,39,244,107,36,447,747,354,184,836,2949,350,470,3,66,136,44,423,5,559,679,20,421,61,715,30,5,59,609,529,664,1471,101,35,5799,501,66,8,37,732,224,56,746,105,25,207,217,200,657,449,979,89,15,0,55,2,160,28,60,125,10,31,7,125,0,70,87,416,2,23,2,0,0,1
TCGA-85-A512-01,650,2822,1606,835,2077,4042,2041,6582,356,165,72,728,3560,6,716,324,275,152,156,62,371,1071,1009,290,398,384,93,326,83,77,294,157,68,849,60,5558,729,20,2552,464,3989,1240,13,2,842,524,722,257,48,213,166,10,1154,288,145,146,978,734,626,585,5,555,467,268,92,43,395,571,14,134,58,140,12,4,25,485,43,227,467,6,14,2563,389,41,13,32,0,14,15,0,37,8,27,154,138,1,103,62,79,0,2,12,0,37,38,58,58,1,238,6,295,17,3,8,6,0,3,0,0,1,1
TCGA-85-A513-01,227,793,591,343,491,1123,133,3423,12,190,462,457,1309,118,140,1087,621,29,480,1,507,1242,5174,528,66,203,41,3,215,898,1914,71,1,215,0,2991,107,645,6,216,960,1586,326,9,118,7314,1716,0,0,501,3848,321,1251,331,48,137,676,385,581,7302,0,0,1677,3,183,0,552,2963,10,21,189,941,7320,26,325,34,3,881,438,4,15,36361,352,39,41,1081,0,4,7,0,133,86,124,99,18,1,192,392,13,2,6,63,22,5,18,18,1643,10,5320,5,8,14,166,9,14,0,3,2,0,2,0
TCGA-85-A53L-01,859,7928,1088,525,645,2524,1771,12830,121,262,152,1679,3788,615,616,203,752,1203,106,273,224,549,3050,192,306,306,92,1693,52,673,2494,126,11,396,1149,3493,792,36,703,342,5481,823,237,65,348,2627,1293,9,73,181,57,57,1026,280,23,123,711,1162,303,832,24,458,273,32,445,59,501,408,73,330,147,1493,339,2,42,29,841,135,410,55,5,6314,1365,45,5,71,0,2,115,0,53,53,37,125,259,0,382,776,179,32,0,27,22,123,73,11,233,26,212,0,578,0,74,49,2,2,169,0,0,0,0
TCGA-85-A5B5-01,449,2828,1581,830,1609,1013,915,6085,496,234,284,614,3212,246,705,280,1216,159,528,160,220,1313,1241,235,419,239,38,768,86,24,630,125,339,617,255,2961,358,21,322,398,2853,910,17,769,914,189,552,81,108,564,113,20,791,349,62,143,1353,14254,295,220,2,4,186,407,169,274,620,862,14,371,1,61,7,1,52,424,57,523,348,86,18,2158,131,17,1,79,6,1049,49,2,343,13,386,110,130,6,76,101,32,0,1,8,1,2,9,310,158,6,39,7,30,0,22,9,1,1,52,1,0,0,38
TCGA-90-6837-01,620,6517,2640,410,1264,1217,772,7442,179,211,416,623,3555,48,263,1026,636,165,269,7,328,1901,4872,762,196,132,15,13,155,690,797,463,122,1006,0,3385,367,40,2,165,5851,952,211,1676,430,1528,1451,227,409,413,247,111,239,501,1259,198,1818,1310,1419,343,77,468,299,865,126,1,508,603,7,28,18,2435,93,3,83,68,21,950,1542,19,124,7180,4010,149,0,46,2,6,35,1,114,44,98,30,65,0,432,306,35,18,0,34,6,134,31,3,95,44,68,6,392,1,41,3,11,0,3,0,0,0,0
TCGA-90-7767-01,986,5962,1560,632,3141,5177,952,19958,23,401,355,559,7118,8,1210,449,324,149,309,194,918,628,5041,576,275,290,167,659,121,355,2797,96,990,188,8,4541,353,23,22,849,3875,896,320,11,287,1690,3394,109,124,293,171,42,346,1037,65,342,147,313,55,284,162,101,135,186,455,296,551,731,9,215,29,271,4,1,33,22,308,297,1380,6,190,7732,470,73,0,31,0,1,5,1,40,538,98,3479,32,0,230,346,32,11,6,35,8,11,62,2,20,13,23,304,526,1,396,277,17,0,25,47,0,1,84
TCGA-90-7769-01,859,4456,1409,442,1637,2518,1420,14443,185,329,40,1003,7185,360,1105,250,752,1593,63,201,293,384,1205,120,857,97,101,476,66,148,3088,50,32,17890,19,4342,1106,15,112,831,7388,1641,128,0,535,1028,1498,287,1156,108,77,23,851,367,288,149,228,11994,622,700,154,709,1939,1063,236,1,599,1408,36,545,1,269,3,0,46,460,1002,143,434,26,3,2299,753,28,57,29,0,200,32,0,22,0,132,172,105,0,1625,55,238,10,0,28,0,2,8,14,22,2,2,1,99,5,1,8,7,0,89,2,0,0,0
TCGA-90-A4ED-01,449,1734,968,567,760,1482,426,2807,1401,262,20,189,1232,4,208,526,144,527,141,0,793,599,4458,172,747,398,121,29,233,243,1098,24,1203,12,967,793,144,651,197,227,8178,841,165,295,242,1843,526,128,8,1224,918,266,345,393,42,99,98,119,148,263,1192,0,590,33,152,55,64,981,19,4,6512,142,9,5,25,150,111,128,966,7,8,4896,22,37,1,50,1955,0,4,0,76,61,85,20,24,2,40,136,79,29,0,88,3,67,31,6,10,3,562,152,373,16,35,0,335,0,1,0,0,0,5
TCGA-90-A4EE-01,394,5312,1549,834,2550,2069,1885,11681,36,475,179,547,4793,303,1025,871,1596,382,304,25,546,849,3568,565,135,325,30,117,95,258,742,47,11,72,46,2800,134,144,19,529,1614,1067,158,114,470,2487,1206,4,3,220,331,48,582,388,388,154,971,392,144,2379,12,5,406,99,544,40,713,810,29,1408,1,539,391,8,95,33,15,900,762,20,17,8712,83,102,2,83,0,2,32,1,745,347,305,305,97,1,385,581,39,72,4,24,147,27,148,104,260,13,190,1,552,0,35,220,16,2,3,12,2,3,2
TCGA-90-A59Q-01,218,1670,696,338,555,2073,529,3957,228,485,84,581,2323,226,372,381,317,18,150,74,211,491,3192,203,221,344,48,663,121,186,2320,69,2,26,519,2570,110,30,115,332,3358,580,19,1,535,1163,3317,30,72,518,211,5,532,291,1122,163,614,1196,685,1607,2,0,550,3,168,29,279,1349,7,14,43,1156,419,1,15,91,1322,911,311,15,64,3743,971,360,0,20,0,3,10,2,443,40,241,27,121,51,1963,1569,83,65,0,41,0,32,22,75,1009,2,3501,18,202,0,18,0,74,2,2,1,0,0,1
TCGA-92-8063-01,419,1883,1693,514,1003,2482,531,3909,175,670,93,1402,2855,340,340,504,795,77,191,1,273,604,3336,426,459,122,55,5,54,263,1442,483,194,130,83,4530,200,57,168,425,7092,702,27,18,191,700,461,759,145,192,118,19,214,331,767,193,2027,2874,949,220,104,7,252,27,56,1,398,1050,17,25,575,437,92,14,220,501,2,774,1290,1922,309,3652,245,73,140,1069,746,262,74,43,307,24,366,10,115,1,161,57,621,4,1,20,1,1,6,9,507,9,72,1,48,0,627,1,3,0,2,0,0,0,121
TCGA-92-8064-01,367,1964,715,195,1745,1097,920,6186,12,600,124,558,3579,8,653,416,612,117,178,4,228,619,2689,313,118,60,12,24,71,50,430,22,3,34,19,2570,239,18,405,235,9989,668,35,1,263,1695,597,1386,29,166,55,33,351,1014,2374,174,424,5323,212,296,6,1,176,56,167,2,448,530,1,309,6,80,51,6,53,252,16,253,650,2,6,1751,37,60,7,149,0,8,4,1,574,6,211,183,281,0,78,1037,80,3,0,14,0,2,9,9,44,12,36,1,223,1,19,3,4,0,92,0,0,0,6
TCGA-92-8065-01,338,3058,909,436,885,1376,522,4562,273,388,64,408,2216,473,465,633,999,292,208,49,205,340,3628,527,254,95,14,457,116,60,640,448,88,227,1127,1496,288,74,85,105,2911,1515,47,168,162,2009,2501,8161,69,293,326,255,458,378,574,95,2242,665,1413,753,15,42,2071,464,221,13,886,496,28,18,486,1617,28,5,25,51,600,2366,378,202,65,3062,1573,109,0,15,1,1,1,0,825,24,1630,130,36,1,124,172,14,2,1,15,42,185,50,70,149,5256,23,0,39,87,383,1,56,0,41,3,0,0,2
TCGA-94-7033-01,751,3864,2150,1333,1128,2300,883,14524,323,342,74,970,4146,599,336,229,968,423,104,87,217,344,1798,188,612,310,187,429,50,56,715,886,692,256,22,953,465,39,697,382,4219,727,14,2146,771,1145,804,135,40,240,81,125,285,55,2589,96,2693,240,1607,797,8,21,611,9367,45,0,311,612,110,215,346,127,911,23,69,356,654,206,162,104,123,6410,271,24,9,67,0,430,587,344,1090,301,66,48,71,0,224,1974,924,0,0,34,1,42,6,53,650,4,789,1,178,4,32,2,3,1,80,12,0,0,1
TCGA-94-7557-01,1278,4791,900,366,1517,8091,1248,11405,864,1185,126,966,6134,1046,581,788,1259,268,220,41,552,265,3177,489,160,169,188,97,133,474,7759,760,26,162,2403,5635,432,118,103,518,21054,2160,72,307,386,1980,832,2579,84,478,567,54,1215,552,984,436,2941,24016,600,796,25,2,566,73,172,25,732,1776,12,45,56,2706,1461,18,58,1412,2,1569,762,2,63,11025,209,162,12,266,529,10,9,125,103,49,78,99,180,1,609,55,155,1,0,401,9,146,17,153,760,2,41,1,226,0,20,36,53,0,650,36,0,1,2
TCGA-94-7943-01,290,4718,1440,568,1480,2403,1100,10693,26,1058,275,994,4196,202,553,763,1703,176,224,14,737,480,7653,337,116,257,196,77,120,209,10306,239,27,238,265,3219,75,236,1505,333,23866,6866,369,212,768,7375,830,1926,71,724,795,374,916,298,164,413,3021,4945,367,1939,69,2,1644,49,825,7,728,772,44,47,474,1447,4166,32,72,311,7,834,1368,6,27,14786,38,65,91,155,0,57,9,72,2876,62,208,160,104,0,534,288,53,3,1,1025,21,42,9,18,3869,5,997,120,102,0,214,18,90,2,355,0,1,0,3
TCGA-94-8035-01,923,3412,506,389,2897,3026,1087,13274,88,227,252,430,2844,295,487,515,548,823,149,11,288,296,2269,220,364,211,8,18,84,488,973,380,53,728,11,2581,418,51,506,439,3154,935,167,566,247,1288,925,268,95,157,327,87,238,233,42,502,1269,640,399,1811,117,329,654,2707,338,29,801,1377,4,44,326,909,484,8,102,858,40,1334,355,16,42,7876,2544,92,3,43,1446,0,52,1,82,71,14,744,81,14,153,89,122,88,1,17,2,210,8,4,476,10,219,44,243,0,7,0,5,0,20,0,0,0,0
