,RAD54L,CCNB1,PKMYT1,TEDC2,UHRF1,ZWINT,PBK,KPNA2,HOXC13,E2F8,HSD17B6,SHCBP1,ATAD2,HOXA10,MTBP,CLEC14A,PRKCE,HIST1H2BH,HSPA12B,HOXD11,HECW2,LIMS2,TGFBR2,BCL6B,F12,CCDC150,CHRNA5,HOXD10,PREX2,SLC1A1,LIMCH1,LY6K,KRT75,CNFN,HOXC10,UTRN,C3orf67,TMEM100,SPTSSB,TYMS,TSKU,GPD1L,HBA2,LGALS7,ARHGAP11B,CITED2,PTPRM,KLK6,IGFL1,FAXDC2,PDK4,DES,DAPK2,RECK,MYEOV,CCNE2,ESPN,SLC7A11,PLEKHN1,LRRK2,DSC1,SPRR2G,SPNS2,DSG1,ANGPT1,PAX3,PCDH17,DDAH1,NPW,KCNQ5,SLC6A11,TREM1,FOLR1,LEFTY2,GNA14,TRPV3,TBX18,ENPP4,AKAP12,SYT5,SMC1B,LPCAT1,ULBP2,LILRA2,SERTM1,PRDM16,CTAG2,GOLGA6L7,WNT16,CTCFL,CPNE7,PDIA2,SYNGR3,SELE,ANKRD18A,PAGE2,C15orf48,AIM2,BBOX1,PROK2,CYP1A2,PRTG,TRHDE,AGMO,GREM2,HOXA9,TMC5,PNMA5,CAPN8,ELAVL2,CLDN16,PNLIPRP3,RSPO4,KCNB2,TRIM58,GLYATL3,HS6ST3,SPIC,DEFA5,FGF4,PNMA6E
TCGA-94-8490-01,348,2506,1693,1029,1382,2696,1611,7844,700,193,34,1141,2285,403,530,366,1117,124,1120,280,169,581,858,119,821,187,31,741,49,37,1006,138,1428,614,304,3262,414,5,441,228,8336,815,160,69,525,677,1422,173,352,121,8,7,640,382,28,162,1339,17280,361,439,32,468,598,82,163,11,226,158,344,185,435,290,4,1,8,764,1026,106,82,9,1,2734,446,8,1,187,3,31,16,8,982,135,69,8,248,0,287,20,75,0,0,21,0,15,5,10,54,37,6,0,239,17,277,5,4,1,0,0,0,1,0
TCGA-94-8491-01,435,1793,857,299,687,1871,294,5431,441,265,301,543,1225,332,199,568,1299,95,158,134,167,396,1734,208,1184,186,93,604,66,1792,751,225,14906,219,131,1311,199,84,1255,276,2680,923,270,4,304,962,1099,7,24,304,248,109,851,241,1337,54,216,1851,936,881,10,4,320,37,46,17,505,1143,7,134,0,158,317,3,89,33,631,954,202,2818,52,7735,376,104,3,95,0,61,4,1,896,9,705,280,118,1,637,314,43,26,0,27,2,79,2,8,1880,68,604,0,516,0,110,25,5,0,91,3,0,0,4
TCGA-94-A4VJ-01,436,2595,3028,901,1605,2013,599,5450,514,434,49,1322,4487,304,399,374,456,81,270,138,319,1167,3988,208,92,159,80,451,77,64,270,412,3906,888,342,1827,85,7,190,441,2812,929,96,20,394,2000,1002,3021,121,504,96,56,1347,294,65,121,4442,779,855,146,6,854,478,185,145,20,345,671,463,73,301,139,8,5,32,893,240,267,747,6,49,5150,2298,40,4,34,8,9,27,0,92,36,164,88,71,133,150,27,823,1,0,20,56,3,29,12,2827,3,42,4,162,522,421,3,3,0,0,0,0,1,0
TCGA-94-A5I4-01,682,2751,2144,640,1852,2091,854,7615,149,352,143,385,3896,30,578,368,535,178,109,280,433,309,1017,228,412,656,302,797,103,318,1044,113,29,1955,55,5443,408,33,88,846,3040,943,175,29,431,1221,591,144,26,190,56,14,528,298,114,292,161,1325,256,1978,12,31,344,127,27,48,336,620,8,1859,1,526,463,1,56,122,1076,291,509,8,14,3943,1402,58,32,93,2,10,24,0,111,7,132,52,30,0,431,42,40,12,0,32,0,8,14,89,428,3,444,0,64,0,6,9,3,0,5,0,0,0,0
TCGA-94-A5I6-01,805,5432,1674,605,1373,2712,609,8369,267,822,140,1580,4809,366,649,151,487,167,184,99,257,633,1428,172,446,205,94,211,69,100,4257,109,26,1189,530,4666,442,10,17,456,11094,753,12,3619,260,914,716,2386,776,246,85,42,598,368,59,379,1044,16476,334,222,39,766,217,231,181,6,429,391,32,148,1022,564,47,9,15,994,711,171,934,222,89,4692,179,33,62,1192,2639,226,26,3993,103,22,507,57,125,0,151,53,77,3,0,13,0,8,27,22,41,4,36,2,27,40,402,5,684,1,19,0,0,0,5
TCGA-96-7544-01,267,3855,262,117,1119,3381,906,22649,35,389,389,777,4755,97,490,817,1870,543,282,17,2276,942,9467,725,29,167,16,121,437,1883,2313,90,76,230,1,8319,538,124,533,603,6707,4749,88,479,463,2558,2129,12,29,487,1547,230,383,997,103,201,653,1194,198,1702,129,103,793,361,1600,6,1355,1587,4,528,261,824,373,1,185,245,863,881,2775,6,26,3655,855,143,4,80,0,1,27,0,42,10,22,789,52,1,641,141,34,43,1,61,5,544,95,10,131,2,69,13,366,1,10,15,39,0,12,7,0,0,0
TCGA-96-8169-01,373,1822,679,322,890,1839,544,6847,202,407,157,481,4339,264,449,940,1024,316,211,1,652,543,5976,519,144,100,70,40,193,235,2394,625,4894,167,124,2729,170,120,83,348,8948,1418,168,2,260,3033,1046,14,39,545,1178,134,462,259,97,196,1599,4254,489,1564,3,14,720,32,451,12,1065,3002,24,204,1,333,691,14,287,688,206,426,1492,43,28,11858,709,153,7,121,12,0,68,2,228,7,96,85,25,2,266,164,137,8,1,153,1,8,68,6,2566,4,264,2,551,0,48,12,2,0,94,10,0,0,0
TCGA-96-8170-01,803,4460,2890,758,2329,2368,491,7749,261,998,889,1505,5392,374,599,837,819,165,299,183,800,1297,5420,395,349,487,27,886,241,846,2932,472,53,1207,145,3639,36,199,129,172,7494,2259,204,765,503,3871,1743,692,231,1369,1518,257,888,428,1340,484,3334,173,797,6716,11,82,1369,62,674,4,568,1469,48,100,321,635,2101,16,254,339,353,1240,1742,12,21,14498,1026,164,1,239,0,4,23,3,274,18,39,505,30,0,491,477,262,26,4,116,166,171,23,38,1563,7,1070,0,204,221,258,11,5,0,67,14,0,0,7
TCGA-96-A4JK-01,821,3888,2031,935,2583,2002,1406,10258,174,464,113,745,3627,190,597,380,447,286,191,230,219,995,1633,373,550,254,62,980,40,47,371,912,80,233,72,6011,641,35,21,619,9860,1297,189,21,999,518,484,159,13,281,88,56,191,489,49,235,2798,7426,369,193,3,77,265,27,51,44,345,352,90,474,467,163,22,6,62,45,404,388,441,32,62,5534,219,37,0,388,0,413,13,0,1874,70,125,99,91,0,72,694,17,3,2,7,0,2,8,46,93,16,24,0,69,0,12,4,5,0,1,0,0,0,10
TCGA-96-A4JL-01,628,3279,2600,598,2212,3745,622,5976,24,625,64,416,3635,337,874,1081,1119,89,447,4,704,697,4623,797,100,313,27,24,483,319,1701,6,0,60,30,5650,146,160,20,692,2167,598,400,13,347,3536,5863,1,1,413,2205,222,439,305,311,332,724,782,84,531,1,8,479,0,171,0,637,942,17,25,0,93,198,19,344,42,593,902,985,24,8,3670,32,193,0,116,0,0,13,1,405,76,628,552,10,1,148,326,371,24,3,23,1,129,79,66,1980,4,132,5,247,1,19,373,12,0,3,74,0,0,0
TCGA-98-7454-01,313,3309,541,158,964,2778,1189,11391,28,521,469,1112,5612,141,449,2272,1223,229,440,22,2290,1025,14696,1419,35,118,97,100,1104,849,6494,8,3,52,4,10031,49,276,14,391,4127,2525,90,0,249,6303,4642,29,78,1181,3070,332,565,1446,169,459,453,716,178,14138,4,0,813,3,2055,0,5730,3945,34,139,216,1444,2239,16,388,100,561,1435,4750,1,13,19104,129,358,16,220,0,2,9,1,84,16,112,3876,21,1,336,1213,86,62,8,200,34,19,35,36,3355,5,677,894,32,1,347,1,42,0,15,5,0,3,0
TCGA-98-8022-01,364,975,845,267,570,1148,125,3388,351,181,416,485,1941,99,350,650,463,99,217,29,446,866,2240,422,39,176,38,194,155,105,1854,42,2691,294,1176,3280,203,113,835,137,2539,1163,85,348,231,4067,1153,161,32,934,429,789,1246,540,653,56,2379,185,273,949,8,37,372,174,508,3,642,1078,37,336,42,344,1854,51,71,197,24,755,549,12,136,5912,86,204,3,253,481,2,57,17,221,19,88,237,19,1,597,267,159,8,5,159,1,337,35,41,872,42,524,0,87,4,311,345,685,1418,3,53,0,0,40
TCGA-98-8023-01,293,1957,888,332,924,1208,670,4821,3,129,128,318,2162,348,407,519,160,76,185,124,209,587,2441,439,184,149,109,741,83,148,624,154,110,19,27,1938,131,27,3,228,3208,517,95,150,332,821,1092,2,5,242,90,147,169,312,386,62,1276,418,149,426,2,1,171,61,392,27,407,382,15,164,30,343,75,50,67,167,14,375,695,2,2,5235,167,78,0,20,0,19,5,0,87,93,62,170,18,0,173,564,48,5,0,34,1,279,9,79,172,10,37,12,511,0,31,54,13,869,0,7,0,0,1
TCGA-98-A538-01,787,5173,3678,739,3275,3603,1216,17585,156,783,119,968,7323,215,471,503,1487,240,142,387,289,567,3874,278,412,210,116,1028,95,113,194,734,160,22,1015,1469,712,18,233,564,2629,2923,10,2572,272,1776,766,0,6,280,57,53,350,230,74,424,4382,936,707,548,49,1,268,335,215,114,495,3623,406,191,3,327,15,20,33,49,1,183,459,2,74,2476,666,114,0,15,1,1,9,4,182,51,49,82,1,9,228,95,58,16,1,13,0,185,8,21,110,12629,18,128,86,0,13,2,6,0,0,0,0,0,2
TCGA-98-A539-01,425,2896,992,310,1148,1171,532,8360,324,237,175,847,2850,108,636,953,622,180,192,27,438,878,3498,502,178,136,34,94,227,189,6915,488,90,114,254,2868,655,201,83,248,12962,387,450,2484,454,1413,1631,277,92,210,769,283,423,349,227,174,1506,31046,1026,2696,108,126,699,116,113,2,1054,573,8,270,362,896,594,7,131,905,340,263,3312,6,15,20726,185,86,11,581,140,119,37,27,2441,6,33,527,268,66,128,120,87,12,2,40,10,1,13,6,626,13,1088,3,28,100,104,8,13,0,6,0,0,0,0
TCGA-98-A53A-01,1297,3467,632,492,1394,1884,1540,10572,2,327,59,502,3909,158,813,727,555,256,222,58,303,415,1235,385,133,234,157,250,69,80,1611,412,78,246,14,2347,127,76,42,291,9469,315,17,205,658,860,477,38,0,614,137,53,245,213,19,349,861,10239,90,584,104,4,168,21,659,26,685,876,35,192,138,23,97,2,31,518,159,228,278,293,26,4613,451,23,6,2481,1,2,12,71,156,52,83,9,158,1,53,75,45,0,0,41,0,49,7,46,142,3,211,50,132,0,247,4,63,0,11,0,1,4,49
TCGA-98-A53B-01,516,2215,1172,536,640,2980,444,6371,264,180,212,1488,3834,264,851,666,1046,346,331,167,713,951,5610,359,103,545,121,1393,158,281,1080,259,1030,485,70,3450,192,397,28,395,6578,632,196,89,478,3305,984,0,238,568,1367,499,602,241,62,196,999,1170,368,2841,4,19,1457,29,299,131,617,969,57,4,17,875,885,10,195,102,507,634,762,65,222,10389,289,43,6,131,0,25,2,2,269,92,98,81,183,1,516,358,96,2,3,38,27,7,23,107,2239,20,588,1,178,0,45,1,15,1,11,0,0,0,1
TCGA-98-A53C-01,113,601,167,103,300,470,145,2602,66,103,1751,380,1180,47,147,4743,1502,44,995,42,2243,3901,19238,2385,44,62,26,307,2066,2325,11023,10,22,38,108,10779,48,2657,10,158,1212,3181,3435,0,137,4655,5959,11,0,2313,9240,3926,2453,1287,29,91,96,272,135,16498,0,0,1968,0,2058,56,3679,3015,17,68,29,1959,5406,73,717,234,58,1903,8952,36,37,25974,127,148,209,720,223,6,22,7,206,41,168,712,55,386,101,894,75,27,13,166,184,41,86,37,1666,9,2827,9,38,0,441,1,110,0,1,6,0,0,0
TCGA-98-A53D-01,100,375,237,50,261,372,90,3886,5,81,1011,222,989,12,93,1891,1245,12,657,10,1507,1451,10941,2305,55,66,5,23,1008,1181,4499,18,20,288,14,7519,53,309,5,154,2196,1784,827,231,104,5124,4554,11,128,1396,4441,869,1143,1081,21,59,157,158,228,18223,3,3,1310,3,872,0,1979,4361,28,141,32,1940,4696,34,535,42,9,1013,6253,6,36,43939,116,279,11,683,0,0,19,2,496,35,153,3136,62,0,177,414,23,163,3,155,25,8,78,47,5291,7,5697,23,19,0,220,4,37,2,6,2,0,0,0
TCGA-98-A53H-01,167,1238,711,201,630,656,214,3676,110,276,464,994,1709,61,284,2953,1402,80,1144,8,1295,2520,12382,1615,151,74,30,83,999,1258,4536,54,17,1061,20,7107,548,945,101,237,3587,2357,1131,6,237,4131,4207,253,59,1612,3390,5589,816,941,214,150,1004,2740,303,5572,51,1933,2075,269,899,17,3475,3426,15,159,165,1004,2893,16,1455,86,384,2350,4381,86,27,17237,96,135,72,746,0,8,28,1,251,7,125,2692,94,0,161,608,323,26,16,113,46,28,228,20,8350,5,1930,12,297,5,157,4,71,0,68,5,0,0,2
TCGA-98-A53I-01,271,3730,1131,685,1638,2828,1782,13506,272,406,74,1245,2450,292,481,868,691,141,337,203,777,1658,2884,629,310,211,38,799,194,53,653,491,22,415,132,5699,348,19,159,440,10111,839,243,4,481,734,1453,417,1,635,306,46,468,729,38,237,895,11999,213,596,17,343,634,323,105,43,651,475,9,171,196,65,1,0,110,72,2062,168,1135,11,11,4774,26,77,3,615,0,0,11,2,219,38,72,481,243,0,74,375,36,0,1,29,6,6,3,31,30,6,5,1,229,0,86,0,11,0,136,11,1,0,0
TCGA-98-A53J-01,199,2043,546,334,696,921,418,3570,267,211,105,715,958,156,231,210,250,274,87,124,257,737,313,149,158,162,22,839,138,150,1567,159,76,307,142,3829,305,15,292,142,11499,864,67,0,199,574,405,230,96,156,25,3,385,126,28,97,1418,4053,457,247,954,132,426,271,57,9,220,115,6,106,3,1081,14,1,60,39,113,422,218,46,12,1472,249,14,20,131,0,0,8,4,254,3,42,93,26,1,95,98,99,8,1,7,2,2,1,17,60,2,45,21,67,143,18,7,69,0,263,1,0,0,0
TCGA-J1-A4AH-01,364,1868,407,268,768,1101,471,5523,257,169,26,451,1755,119,480,106,167,70,88,63,97,196,664,91,113,110,25,342,100,36,457,10,80,127,77,1070,166,24,125,202,2749,461,28,0,143,322,593,96,62,158,76,1,186,203,21,150,227,8299,144,373,19,39,238,153,101,6,467,711,8,130,233,65,0,0,7,134,449,316,589,32,34,2220,179,11,4,40,675,4,7,14,99,51,36,4,104,0,15,80,30,2,0,63,1,7,12,10,28,7,2,3,23,2,108,4,34,0,68,0,0,2,1
TCGA-L3-A4E7-01,407,1877,960,257,1172,1350,705,3124,173,513,229,563,1729,115,473,1235,551,135,273,43,505,717,3748,506,331,220,17,221,172,915,1235,77,324,191,8,2566,251,260,522,317,5115,1650,83,2,515,3567,813,257,167,496,276,102,1194,275,1002,177,1389,131,1313,4101,2,7,697,10,93,10,921,920,11,240,81,701,1181,3,131,61,369,403,672,11,8,12993,207,156,77,201,0,1,243,1,309,11,33,81,110,1,467,102,127,18,4,67,1,123,43,101,970,4,1591,6,104,0,67,41,8,0,7,0,0,0,1
TCGA-L3-A524-01,687,3681,874,347,1389,1282,442,11382,1252,179,223,815,4416,384,1235,380,534,7,265,98,313,905,1618,566,521,266,208,189,82,48,1022,131,20,387,522,2217,523,44,37,338,3925,1198,123,92,283,648,1470,6,23,197,180,563,388,510,14,332,792,6742,288,246,2,45,223,391,74,5,1384,1048,63,149,704,421,1,0,13,11,749,862,1081,180,61,5786,577,14,3,53,27,1486,14,1,2045,297,132,84,699,2,129,94,24,17,0,83,1,6,31,46,31,0,7,14,8,0,144,3,447,0,154,0,1,0,3
TCGA-LA-A446-01,699,4178,1747,934,1575,1181,963,10357,273,645,201,1650,4009,314,435,758,871,499,227,94,297,806,2511,327,265,179,73,97,100,162,2821,57,79,624,11,3341,881,328,239,390,11984,1146,273,1894,577,1821,1036,154,42,257,450,154,879,383,13,173,286,19253,251,1979,112,459,592,1018,201,3,816,572,5,536,3,339,743,7,68,1209,28,275,253,33,98,9940,137,40,116,646,1,68,24,0,419,12,154,174,381,193,144,69,137,1,4,32,7,31,5,13,450,7,483,0,98,4,24,20,3,0,137,0,0,0,0
TCGA-LA-A7SW-01,1063,6722,1679,867,3049,11192,1544,13436,545,467,108,1144,4426,234,912,441,270,11,368,90,418,414,2949,743,339,459,164,506,161,19,159,507,150,644,974,1112,926,6,19,308,2579,567,259,39,385,898,935,126,52,357,157,132,86,350,93,129,852,3062,1129,153,51,72,281,145,641,10,429,964,208,227,911,454,48,5,21,2274,768,231,9099,749,54,9636,1701,91,4,17,1724,42,64,0,98,11,410,187,296,1,138,1345,11,125,1,24,609,29,17,129,4,5,26,324,9,17,1026,7,110,4,77,1,0,2,1
TCGA-MF-A522-01,293,4496,1726,672,703,1243,1401,12846,319,457,24,745,4283,412,476,109,862,15,47,53,92,76,1389,75,272,186,78,123,22,64,1403,29,4,311,68,2310,258,2,7,262,15005,1010,14,891,295,672,199,1393,540,45,50,6,168,163,318,158,1829,11848,269,82,1,64,165,37,77,5,84,305,114,294,380,541,21,1,8,8,456,307,80,13,34,2871,921,22,185,220,0,0,14,146,630,33,1166,10,150,0,88,50,6,2,0,18,0,24,3,28,73,0,113,2,209,47,96,1,44,0,186,1,3,5,0
TCGA-NC-A5HD-01,800,3504,871,591,759,2580,665,6360,348,216,69,998,5841,209,894,175,410,593,153,122,314,265,2484,60,140,467,82,426,28,106,372,195,6,214,2018,951,118,44,350,294,4010,349,5,0,302,1470,482,1,2,248,65,101,126,213,24,347,716,3833,688,346,3,313,188,24,294,29,662,414,17,390,591,122,3,1,155,8,56,203,266,7,167,7308,455,17,151,257,0,7,57,0,641,134,26,13,127,0,73,91,60,8,0,7,8,41,8,128,140,1,11,0,13,1,494,0,2,0,4,1,0,0,0
TCGA-NC-A5HE-01,467,5372,1361,911,2266,3062,909,7515,80,364,117,1352,3015,258,450,658,420,669,266,55,501,512,3202,435,823,379,347,518,134,91,3006,10,24,548,34,3854,259,15,71,464,4530,638,371,2,614,2100,1141,103,0,216,187,12,3374,448,126,198,2000,2981,506,1004,4,0,419,0,122,0,556,357,18,138,131,1493,12,1,70,253,313,669,377,412,58,4182,79,168,16,144,1,1,6,1,1825,32,507,327,117,1,619,2306,11,6,1,88,2,4,8,43,284,12,9,36,34,2,180,18,4,0,38,0,0,1,0
TCGA-NC-A5HF-01,554,2238,1135,534,989,2425,863,2876,95,237,184,602,3069,135,711,223,940,422,108,238,392,267,2125,204,436,557,13,1672,60,197,646,1082,47,313,950,1791,1183,15,38,208,6863,485,72,2531,205,1811,753,53,99,322,53,242,474,74,130,164,1481,5183,1643,1116,54,42,338,329,39,65,177,522,80,508,37,1075,1051,3,133,269,1066,174,853,72,385,8843,2119,18,2,312,0,308,143,55,249,27,117,8,299,36,116,100,66,0,1,18,15,56,35,17,763,1282,1079,14,483,3,27,4,5,0,0,0,0,0,682
TCGA-NC-A5HG-01,617,3129,797,432,1197,3490,1128,10507,259,530,253,1140,6105,234,901,260,501,302,115,14,213,133,781,255,510,315,140,62,28,139,57,776,6829,1335,110,1753,1078,4,656,474,1442,1487,12,108,425,484,456,5,26,128,70,33,195,40,336,201,3231,570,1778,37,179,1177,218,17750,48,112,96,51,428,7,632,77,42,0,7,680,9,11,62,25,17,3945,251,15,0,7,0,0,8,1,834,745,20,7,66,0,57,3464,1368,5,0,8,0,4,1,21,46,32205,2,1,401,0,37,0,1,0,2,0,0,0,10
TCGA-NC-A5HH-01,639,7672,1579,940,2150,3498,1018,8278,899,771,170,757,3745,292,1182,217,174,932,207,172,247,107,2506,119,243,358,241,1094,23,73,67,702,2854,375,2090,1508,664,17,26,816,2266,703,104,5,678,1059,243,3,2,288,264,2,733,301,133,280,263,46,48,176,5,0,131,171,186,3,74,1060,137,522,31,116,1,68,16,51,316,54,135,5,352,10460,158,11,0,29,4912,207,11,5,41,138,72,6,3,5991,41,36,109,6,0,28,0,4,11,270,5,2,25,0,9,935,12,2,5,0,0,0,0,1,0
TCGA-NC-A5HI-01,1038,6556,2021,961,1611,3695,913,9206,52,588,104,1351,3190,378,503,329,594,460,73,373,569,351,600,284,319,538,46,1699,51,595,92,305,18,326,128,2308,791,38,3555,762,2286,1304,76,662,313,1124,530,4,1,257,125,88,170,147,268,211,299,659,508,385,19,140,262,329,52,41,372,362,13,20,26,207,46,3,50,32,7,233,116,14,310,1410,476,37,2,26,0,9,21,0,230,78,26,63,168,11201,73,126,41,25,0,8,0,679,16,20,272,168,111,0,575,0,6,0,1,13,0,4,0,0,0
TCGA-NC-A5HJ-01,787,3409,451,273,1428,3409,530,6398,127,656,2527,487,4876,2,612,3601,1331,54,961,2,903,2109,10303,1895,32,374,190,6,562,1583,8540,41,8,25,1395,7649,82,1812,97,652,1659,2929,268,1,315,5875,3506,78,0,2290,4166,253,2799,717,105,516,752,375,26,9611,1,0,885,5,1212,1,1245,2890,5,59,0,2401,7084,200,602,62,5,2147,1420,8,57,22489,74,111,285,455,0,11,12,57,123,114,62,6,121,0,812,179,33,4,27,1252,227,4,36,10,2502,11,2010,2,8,0,241,60,928,0,56,2,0,0,13
TCGA-NC-A5HK-01,1206,3402,2858,1171,2145,3539,966,8197,363,594,139,1925,3953,233,895,207,515,740,229,26,261,5617,2494,238,594,1556,138,63,28,128,2107,2900,1,174,1522,1570,227,17,4688,737,4010,2132,114,0,303,2103,2325,749,89,117,558,6,940,355,3231,273,785,405,1261,128,0,0,1067,3,24,0,127,1705,203,3,2385,823,76,1,12,1382,3,1233,7036,843,71,16655,1113,35,0,518,4,13,35,7982,2657,242,277,15,597,0,1944,6258,21,5,1,677,0,2,1,76,754,3,5909,0,728,0,4575,0,2,0,1,0,0,0,1
TCGA-NC-A5HL-01,403,3841,1298,892,646,2319,579,12940,133,298,115,1014,2352,320,530,269,473,108,59,15,105,186,1884,162,1055,399,142,60,83,235,888,13,6,43,63,3995,647,17,604,957,11311,1805,47,1,527,867,451,0,4,153,219,16,334,608,42,150,225,7907,124,751,28,1,164,80,180,29,135,304,15,157,23,237,176,2,37,13,5,752,260,60,493,2278,92,26,308,180,0,472,17,1,211,8,214,15,1778,0,130,273,68,2,0,10,0,11,3,292,131,4,183,2,578,0,54,8,0,2,2,4,0,0,0
TCGA-NC-A5HM-01,572,3525,1413,915,1083,2938,906,9801,20,315,59,1310,3296,439,419,203,462,464,79,46,185,142,2025,110,250,106,104,125,31,425,739,89,179,177,183,1211,360,12,2980,242,4850,1069,72,1151,174,1650,392,17,99,160,68,10,253,245,387,144,564,577,269,175,9,4,337,10,56,4,193,831,23,142,128,156,70,0,95,60,580,750,1178,39,8,3905,671,35,138,11,327,0,89,1,241,58,32,24,233,0,141,321,83,18,0,12,2,85,14,74,1508,0,117,37,41,0,51,10,1,0,0,1,0,0,0
TCGA-NC-A5HN-01,567,3845,1349,374,1338,3356,1442,13991,144,373,207,2077,4426,71,783,384,1101,291,105,440,188,122,2974,462,732,404,309,1517,61,631,4041,568,1683,272,5,2832,1209,2,4,516,4979,658,199,2793,526,493,252,137,293,216,14,9,162,206,31,155,516,9611,558,37,95,13,110,557,567,0,197,159,7,897,0,70,17,0,8,261,1075,31,220,55,7,3338,175,7,345,8,15,24,11,457,788,263,122,14,350,5,52,804,58,2,0,5,0,44,2,24,12,25,7,1,105,0,2,13,2,0,3,0,0,0,0
TCGA-NC-A5HO-01,197,3271,458,300,935,1293,1094,5619,181,347,202,291,1897,7,293,194,111,59,70,99,132,218,376,139,365,194,127,197,54,212,129,68,11,654,331,1100,108,5,51,109,1786,763,30,2,155,597,371,4,2,240,43,5,117,86,2143,119,543,362,236,293,4,40,89,53,38,132,106,128,2,4,0,370,2,0,64,26,1102,692,73,6,26,476,475,17,1,6,0,17,5,0,185,4,35,45,39,4,297,25,11,23,0,2,0,22,11,32,566,15,32,2,104,0,3,5,4,0,10,2,0,0,1
TCGA-NC-A5HP-01,183,1705,488,246,743,1782,430,5068,301,225,156,795,1912,392,571,289,386,141,191,172,363,820,1702,344,167,162,26,1023,83,95,1625,482,84,53,220,2467,494,35,1064,118,2975,613,69,184,293,605,1198,12,2,250,133,78,335,682,6,131,950,299,290,753,37,7,213,71,194,7,226,389,7,120,55,351,130,6,21,357,895,292,850,13,6,4461,221,24,16,32,5,3,22,5,404,74,36,37,406,2,40,219,506,0,1,47,3,124,48,33,87,11,112,3,156,2,27,9,14,0,40,0,0,1,1
TCGA-NC-A5HQ-01,577,4702,1845,688,1008,2916,932,8435,200,327,590,839,5267,249,891,466,700,961,157,17,491,855,1440,279,498,478,87,38,212,481,551,750,61,544,122,1497,759,102,483,490,4805,1960,22,85,477,1006,1395,56,114,497,362,55,696,278,1420,140,978,1535,617,1265,13,550,620,404,607,4,356,405,15,214,260,534,359,8,244,271,13,162,321,27,22,3785,283,49,12,60,0,166,36,1,196,33,62,176,121,21,347,2572,134,1,4,19,9,382,17,43,281,9,491,4,275,0,543,13,8,0,7,17,0,0,1
TCGA-NC-A5HR-01,361,2611,1764,886,1785,2063,871,8498,88,497,59,865,4591,605,790,359,685,364,109,50,232,220,2521,246,277,194,114,272,85,34,1085,58,11,75,202,1812,465,4,2838,298,11302,597,36,5,699,589,392,17,28,520,103,10,588,241,13292,199,2018,8170,62,333,6,30,356,44,215,45,587,185,6,74,0,34,27,1,111,24,642,323,218,13,7,1376,16,28,75,108,2,0,39,2,1486,39,148,42,349,1,142,514,39,2,2,71,3,0,33,70,578,2,36,6,1119,0,8,2,8,1,48,5,0,0,2
TCGA-NC-A5HT-01,579,2684,490,484,1981,1190,552,7298,59,269,91,616,4572,188,816,759,1627,186,209,2,563,622,6780,746,329,355,149,4,178,496,280,2066,51,384,5,4627,796,49,6612,580,13136,4161,63,125,441,2045,1092,4,0,465,481,327,416,130,13,237,2373,715,414,558,48,1,384,12,83,52,323,3801,63,1247,1,45,314,1,52,422,35,60,769,142,9,8188,523,8,2,50,0,3,384,219,975,823,62,236,38,0,13,362,77,0,1,7,11,4,15,147,291,1,243,0,117,0,13,3,8,10,3,1,0,0,0
TCGA-NK-A5CR-01,569,1999,1126,499,669,1091,574,6047,31,168,94,355,3012,470,429,111,498,22,40,5,134,305,706,106,343,73,50,4,31,61,803,70,375,706,4,2393,326,9,80,345,6489,453,10,12,153,960,130,93,6,226,82,6,691,176,30,231,110,10562,173,302,8,55,280,75,194,0,483,501,3,802,1,192,144,1,26,322,7,47,225,1,2,2696,1062,6,13,34,1633,4,33,1,9,13,18,2,21,1,101,28,146,1,0,7,0,2,11,19,145,3,195,1,358,0,1,0,2,0,0,1,0,0,1
TCGA-NK-A5CT-01,560,2591,1633,611,1195,3599,823,4905,197,384,100,976,2451,169,299,275,687,1035,87,6,392,156,2350,280,123,413,20,27,33,136,4109,591,5,649,13,1441,128,62,26,153,3296,494,48,205,668,4131,2196,86,783,230,69,6,573,36,33,141,673,740,1361,708,4,1,301,40,71,2,382,451,23,37,146,1122,566,3,43,74,182,79,1814,27,80,10977,4689,70,2,34,1,0,59,1,42,42,62,55,61,0,4682,1898,14,43,2,36,0,54,2,12,590,0,389,5,61,1,12,0,2,0,75,0,0,0,1
TCGA-NK-A5CX-01,353,2134,857,279,810,2559,929,3240,257,457,171,717,2566,398,334,601,459,682,155,157,323,666,5462,333,189,149,21,969,61,261,581,519,983,482,763,2413,552,91,256,248,3957,1745,26,4431,221,1831,777,19,1638,404,208,211,764,319,69,161,1883,85,1118,1196,15,8,663,43,187,0,308,625,76,87,3,492,438,6,59,47,9,536,1544,53,23,3693,644,45,11,64,2,1,7,0,129,28,214,40,218,1,1204,679,58,22,0,31,63,9,19,97,1320,1,511,1,116,1,14,3,13,0,0,1,0,0,0
TCGA-NK-A5D1-01,1432,6331,1738,1035,1482,2426,1217,7443,391,441,303,1101,3465,578,590,415,463,298,346,237,295,164,1276,271,292,359,161,1008,209,136,820,18,217,325,1507,1501,376,142,61,378,1647,281,23,1,671,1191,606,67,1,1518,313,64,556,278,40,217,1445,70,114,1831,1,0,137,2,87,369,276,1569,70,197,194,167,960,0,44,78,229,1104,742,195,121,10729,194,38,8,343,2041,21,13,1,339,141,194,5,92,467,56,50,39,56,0,207,6,55,64,1005,242,3,568,195,12,0,582,69,527,0,17,0,1,1285,0
