,MIR205HG,LANCL1-AS1,DLX6-AS1,LINC00491,AP000866.2,POU6F2-AS2,AC027288.3,ADAMTS9-AS2,LINC00968,AC011374.1,ADAMTS9-AS1,NAGPA-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AL358334.2,SOX2-OT,AC105206.1,RBPMS-AS1,AL139385.1,AC078778.1,AL512662.2,LINC00392,AL162511.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,AC008268.1,VIPR1-AS1,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,MIR130B,AC006238.1,HOTTIP,LINC02555,PART1,LINC00470,AL033519.3,BCRP3,UCA1,AL157895.1,LINC01705,AP000357.2,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,LINC02489,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,AC079467.1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC087612.1,MUC2,LINC00173,AC061975.6,LINC02544,MLIP-IT1,AC012640.1,LINC02471,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC062015.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,LINC01269,HCG21,AL021395.1,AL357518.1,SSTR5-AS1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,LINC01671,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,AL122019.1,SRGAP3-AS2,LINC01612,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,LINC01160,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,AC007207.2,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-77-A5GF-01,3178,4,207,6,4,101,5,8,6,93,5,1,16,314,637,2,7,1,0,19,3132,1,10,36,20,1,1,0,105,5,0,6,0,11,1,13,0,10,2,2,1,6,0,105,0,0,2,19,3,7,0,5,6,0,3,3,7,0,0,0,22,9,3,0,0,37,0,1,6,2,21,1,2,49,0,4,3,3,0,11,3,14,6,156,5,1,0,0,0,4,1,1,21,4,2,0,7,0,2783,7,8,0,8,0,0,0,0,0,14,1,0,14,2,0,0,0,0,0,1,1,0,0,0,15,0,0,0,1,18,0,2,1,1,1,1,0,0,1,0,0,0,0,3,0,0,2,17,1,28,0,0,0,1,1,0,0,0,0,1,3,0,1,0,1,2,1,0,0,3,0,0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
TCGA-77-A5GH-01,1017,2,531,76,0,27,1,2,2,13,8,0,0,76,452,6,2,3,0,7,18,0,11,21,29,2,4,0,175,0,1,0,2,6,1,94,0,0,0,4,0,4,1,1,8,0,3,3,5,11,1,15,2,0,3,0,80,4,1,0,2,0,39,0,0,31,1,0,3,5,5,57,5,73,2,5,0,5,1,6,1,0,1,8,7,21,0,0,0,12,18,0,2,1,212,19,3,5,525,2,0,0,0,1,0,1,0,0,0,9,0,1,1,0,4,0,1,41,0,7,0,0,0,0,1,1,0,0,21,0,1,10,2,0,0,3,1,0,3,0,0,0,2,0,0,5,0,24,1,0,3,2,0,2,0,0,0,0,7,1,0,0,6,0,0,9,1,3,0,1,0,1,0,1,3,2,24,0,0,1,0,16,0,0,1,10,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,0,1,0,1,11,0,0
TCGA-85-6175-01,1347,23,21,34,22,6,81,96,98,111,68,10,0,54,726,142,7,1,2,3,40,2,34,54,14,19,0,9,1500,2,1,26,2,33,0,36,2,119,9,5,6,0,42,10,173,23,18,91,26,372,21,11,94,3,7,10,187,6,3,6,0,1,19,38,16,102,4,17,8,1,19,0,58,37,1,193,13,4,24,1,0,11,0,302,73,8,0,1,10,34,5,1,1,2,41,320,45,1,1886,18,6,0,0,2,3,1,2,0,0,215,2,3,6,0,7,0,0,54,0,24,1,7,1,5,7,33,0,1,7840,3,3,2,71,0,0,0,0,1,1,3,0,0,0,25,0,18,3,7,8,1,62,22,0,1,0,0,1,4,0,0,14,12,0,0,0,4,189,3,0,2,12,0,2,1,0,14,0,11,1,0,0,8,0,0,1,2,0,1,0,1,0,6,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
TCGA-85-6560-01,70,5,548,0,34,2,11,27,17,7,30,1,0,3,293,49,0,1,196,2,32,0,12,19,14,3,1,17,772,0,1,53,0,2,18,28,1,50,2,9,4,33,9,2,6,4,4,13,62,101,2,542,4,1344,0,18,32,2,3,264,237,2,17,1,6,93,7,0,8,12,22,0,5,94,4,41,2,5,2,9,0,1,0,162,64,111,1,0,12,2,5,0,267,36,8,9,12,1,572,2,3,0,1,1,3,2,10,0,12,91,193,3,3,0,3512,0,0,0,0,26,1,3,0,0,0,1,0,0,2054,0,1,1,9,3842,0,0,0,2,2,3,0,0,0,3,0,12,0,1,2,0,15,0,1,1,0,0,3,0,2,0,1,3,1,0,0,6,3,0,0,0,2,2,1,0,1,4,0,1,9,1,3,0,0,0,11,5,0,4,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
TCGA-85-6798-01,2704,10,222,33,4,105,1,4,8,247,5,1,29,774,599,2,989,0,0,7,3899,0,1,309,9,1,2,4,129,19,0,0,0,9,27,110,1,28,2,9,1,10,1,124,377,1,0,2,10,47,2,14,15,18,3,14,27,0,2,0,61,13,23,0,4,15,1,0,12,6,18,4,5,178,0,23,3,0,1,2,6,0,6,102,3,3,0,6,0,0,0,0,1,8,8,2,7,1,360,5,2,0,18,1,0,0,0,0,5,0,2,27,2,1,0,0,0,21,0,4,0,1,12,6,0,2,0,0,404,0,0,5,14,6,0,0,0,0,1,3,0,0,0,2,1690,8,0,0,23,2,3,1,9,0,0,1,0,0,0,3,3,2,0,0,2,1,1,3,0,0,3,5,0,0,4,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,74,0,0,0,0,26,0,11,0,0,0,0,0
TCGA-85-7696-01,21415,20,1317,406,30,234,41,8,12,667,18,5,124,1564,1377,59,467,4,41,146,1930,0,200,136,66,5,58,19,1253,139,1,23,5,77,124,175,4,69,1,12,4,28,2,16,4,7,7,176,8,70,1,52,102,4,66,362,440,1,4,38,37,23,53,4,1,1473,3,9,42,5,163,1,12,84,54,51,9,6,7,42,22,104,22,397,90,57,0,14,0,116,1,5,25,36,110,37,120,3,8308,18,336,0,7,1,11,0,2,0,14,121,22,54,5,0,6,0,6,7,1,11,0,0,3,42,3,15,1,3,1173,0,74,94,40,2,1,12,1,2,2,8,4,1,2,6,0,21,3,5,121,9,4,0,2,4,3,0,0,2,8,16,5,2,0,10,6,3,2,22,17,2,3,15,0,6,4,4,2,3,1,11,4,15,0,3,0,22,2,0,3,3,0,2,0,0,0,7,1,2,1,0,11,0,0,1,0,1,0,0
TCGA-85-7697-01,3892,14,235,306,20,213,7,30,44,925,18,3,54,685,1012,24,123,0,268,179,1032,1,19,230,36,2,2163,4,489,2,4,1,0,15,41,144,0,121,3,10,9,1,3,323,68,2,6,230,13,39,4,53,184,25,63,115,114,45,1,12,15,4,8,2,1,180,3,29,66,0,41,385,131,36,5,28,25,6,3,13,5,4,1,117,27,54,0,4,2,21,0,4,4,9,56,110,45,3,1687,21,274,0,4,0,57,2,29,0,3,23,1,48,6,0,1,0,0,77,0,27,2,0,1,11,139,0,0,4,53412,1,0,12,2,23,0,0,1,2,7,1,0,4,1,6,0,896,36,3,59,9,1,1,1,6,5,0,0,1,7,0,10,3,8,0,1,29,0,1,5,6,4,0,6,1,0,0,0,3,0,6,0,2,5,1,1,2,0,5,0,0,3,1,1,1,1,0,19,0,0,3,0,2,0,1,4,0,0,0
TCGA-85-7698-01,2483,4,728,8,13,114,26,22,26,111,23,2,19,715,1415,59,13,0,1,69,1740,3,32,142,42,0,0,3,741,12,1,14,0,25,2,109,1,295,4,11,4,0,3,344,2,2,3,164,7,71,3,10,159,3,3,14,105,3,2,5,10,17,21,1,14,144,3,10,11,2,40,2,5,234,3,133,10,4,3,8,6,19,1,345,12,2,2,1,1,8,3,9,5,79,19,18,24,1,6030,14,81,0,39,3,3,1,1,0,7,0,3,39,3,3,0,3,1,5,0,12,1,1,6,12,7,3,0,5,1852,0,0,14,8,2,0,8,0,0,3,1,1,0,6,0,0,15,2,1,99,4,13,0,0,0,0,0,1,1,5,3,2,3,2,0,1,4,3,1,2,1,4,2,1,3,1,1,0,3,1,0,1,1,0,3,0,2,0,2,4,0,0,0,0,0,0,0,5,0,1,4,0,1,2,0,0,1,0,0
TCGA-85-7699-01,2285,12,98,17,4,202,33,41,22,165,63,1,3,673,695,15,5,1,3,15,60,1,24,23,37,1,1,3,1357,0,1,373,1,12,47,16,3,13,0,12,0,12,1,105,1,0,5,26,12,27,1,19,54,1,5,0,474,0,18,0,1,1,69,0,5,65,3,1,9,9,22,0,2,136,0,43,2,6,0,5,9,5,0,92,9,4,2,0,5,6,1,6,33,3,25,0,14,3,1935,7,10,0,0,0,53,0,2,0,6,45,20,3,1,0,12,0,0,39,0,32,0,1,1,2,0,13,0,1,4933,0,0,7,4,0,21,2,0,2,1,1,1,0,1,0,1,17,0,0,1,0,24,1,1,2,0,1,1,0,0,5,20,2,51,0,0,3,0,2,0,6,75,7,1,17,0,0,0,2,1,1,0,4,0,0,0,0,0,3,0,2,0,0,0,1,1,1,1,1,7,6,0,0,0,0,0,0,0,1
TCGA-85-7710-01,6320,7,139,186,14,213,13,13,6,36,2,8,22,916,1062,34,8,4,0,114,43,2,32,402,35,1,0,2,259,10,1,228,14,17,1,82,0,17,1,7,12,13,9,30,247,3,2,45,10,4,0,24,201,8,14,0,74,2,0,46,14,0,1,1,3,536,2,4,8,0,20,0,2,15,0,22,4,4,6,13,5,0,1,15,8,2,1,0,0,142,1,3,3,5,64,22,184,0,527,2,19,0,2,1,0,0,2,0,3,89,1,56,6,0,1,0,0,17,0,4,0,0,0,6,0,3,0,0,36,1,3,51,3,0,57,1,0,1,3,10,1,8,0,0,0,2,0,0,40,0,7,1,0,1,0,0,4,1,0,0,1,1,0,1,1,0,1,8,2,0,0,10,22,0,0,1,0,13,1,0,0,3,0,0,0,0,0,3,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-85-7843-01,6389,3,276,55,15,17,9,21,20,625,15,1,40,946,913,30,495,0,0,12,269,0,34,121,20,0,26,4,569,1,0,11,1,3,21,171,1,56,0,15,9,1,3,913,2,0,2,2,7,28,0,110,44,8,117,207,24,0,2,0,90,19,23,0,1,47,0,2,13,3,33,0,2,61,27,62,8,1,1,5,19,21,2,334,18,1,1,0,1,9,3,6,5,10,58,1,6,2,433,4,32,0,184,1,1,0,4,0,3,45,0,12,0,1,1,2,0,4,0,6,3,0,1,2,13,4,0,127,7702,0,3,6,6,10,0,22,0,1,8,14,2,17,1,6,0,8,1,4,23,3,8,0,3,0,2,0,0,2,3,2,0,3,0,0,7,4,1,0,0,29,3,0,1,1,0,2,0,1,0,0,0,1,0,0,1,0,1,14,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-85-7844-01,5822,15,465,302,18,206,27,31,19,226,30,3,39,462,976,88,13,0,0,61,1605,0,29,145,21,6,0,8,667,32,1,8,3,32,75,10,2,6,2,14,0,6,15,79,395,5,9,4,63,17,1,23,52,134,7,1,111,2,1,89,28,7,48,9,1,115,1,4,15,50,40,0,1,32,0,39,10,3,21,9,9,0,16,355,137,5,0,501,0,33,1,1,9,12,341,34,103,0,908,8,0,0,0,0,0,0,8,0,7,29,1,16,9,0,0,0,3,13,0,21,0,0,1,3,3,4,0,0,150,0,1,12,16,1,1,0,3,1,4,1,1,0,1,16,1,13,0,1,26,19,13,5,0,0,2,1,0,0,0,0,0,5,1,0,1,1,20,11,2,0,1,9,2,1,2,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,2,0,7,0,0,0,0,0,0,0,0,3
TCGA-85-7950-01,3529,16,123,497,5,146,24,29,9,39,26,3,22,597,1056,22,17,2,1,20,304,0,4,14,29,14,1,20,372,485,1,19,0,4,63,61,1,11,0,15,0,0,4,10,145,1,6,1,8,35,0,47,28,7,10,3,132,1,0,21,7,1,446,2,4,43,2,2,18,66,36,5,1,529,1,23,6,4,5,12,5,0,40,268,30,10,0,0,0,28,4,6,2,5,290,39,24,5,916,4,3,0,0,0,0,2,8,0,5,320,0,121,7,6,47,2,5,116,1,11,0,0,0,3,0,1,0,3,79,0,3,3,2,4,12,6,0,0,3,9,0,0,11,1,0,5,0,22,22,3,40,1,50,2,13,0,0,0,3,1,0,5,1,1,0,26,3,1,2,5,2,2,0,2,3,5,202,1,0,19,1,7,0,1,0,2,13,55,0,1,0,0,0,1,2,15,1,0,0,2,4,0,1,12,0,131,0,1
TCGA-85-8052-01,3225,5,409,97,17,66,11,4,5,54,4,2,11,364,1108,26,413,0,11,36,634,0,13,223,23,0,2,7,186,1,1,16,3,12,35,34,2,17,2,7,0,4,17,48,65,3,0,18,8,19,8,66,14,8,4,201,43,0,0,9,94,14,6,4,61,140,0,1,17,13,19,0,0,50,4,11,20,1,12,11,3,3,17,232,6,18,0,204,0,4,0,2,3,1,145,47,44,1,7262,21,10,0,0,0,2,0,1,0,6,22,3,17,2,0,2,2,2,7,0,19,0,0,1,3,0,7,0,5,928,0,0,1,16,2,0,1,0,0,2,1,0,0,0,1,1,3,4,0,78,4,0,1,0,1,4,0,0,0,2,3,4,0,0,0,0,0,4,0,2,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,17,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,7,0,0,0,0,0,0
TCGA-85-8070-01,7000,12,458,139,2,17,11,3,3,67,1,2,2,500,1050,8,2,0,73,0,554,0,36,18,34,2,0,0,132,2,0,0,2,7,3,136,4,1,0,18,1,0,0,71,688,1,3,4,1,1,0,24,11,0,7,1,50,0,0,2,388,3,0,0,24,84,0,0,16,12,24,0,0,114,29,5,0,6,0,8,19,1,53,433,11,13,0,9,0,4,1,61,1,2,186,0,5,6,500,9,40,0,45,0,1,1,2,0,30,11,1,4,2,0,0,1,4,0,0,4,0,0,0,1,1,2,0,0,27,0,0,18,13,1,2,0,2,0,9,3,1,0,6,1,151,3,0,0,9,0,1,0,1,0,2,0,0,1,2,0,0,0,2,2,4,1,0,0,1,0,0,4,0,0,2,0,0,0,0,0,1,1,6,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,16
TCGA-85-8071-01,2116,9,61,216,5,61,4,22,2,293,3,3,34,433,490,6,6,3,1,76,139,0,69,8,26,0,0,0,52,6,1,105,1,10,15,298,3,0,0,2,2,1,1,446,1,7,0,3,16,0,0,1,32,12,0,10,13,0,0,1,25,11,12,6,0,23,0,11,1,2,11,16,543,9,1,8,2,2,0,2,4,0,3,145,7,0,1,0,8,4,0,4,10,4,23,1,163,3,199,3,11,0,111,0,8,1,0,0,0,8,0,1,15,1,0,0,3,1,0,1,0,0,56,1,3,1,0,0,22158,0,1,43,1,2,0,2,3,1,4,1,1,0,1,1,0,25,13,0,45,0,0,0,0,3,8,0,0,2,0,0,22,0,0,0,4,2,18,0,1,0,2,0,0,0,1,0,0,0,1,5,0,0,8,0,0,3,4,1,0,1,3,0,0,8,0,0,0,0,1,0,2,1,0,0,0,1,0,0
TCGA-85-8276-01,1203,8,218,172,6,63,13,10,61,21,11,1,14,600,524,37,1557,1,92,56,1637,0,7,88,40,3,5,5,356,1,1,9,3,6,54,108,4,28,6,13,3,6,2,0,5,1,3,2,7,22,5,14,12,0,89,0,63,1,2,1,0,13,2,3,116,77,1,0,23,3,11,2,0,18,0,89,10,7,3,10,9,11,1,107,11,26,0,0,0,0,2,1,4,9,326,19,21,0,5116,7,1,0,2,0,5,0,0,0,5,1,0,0,6,0,1,0,0,3,0,20,1,2,1,8,1,53,0,0,644,1,0,131,12,1,1,2,2,2,2,5,0,0,1,3,0,71,0,1,44,9,4,2,0,0,6,0,0,0,0,2,1,6,17,0,2,1,6,1,1,0,0,1,1,0,1,1,1,3,0,9,2,0,0,2,1,0,0,3,0,1,0,1,0,0,1,11,0,0,0,0,12,3,0,0,1,0,0,0
TCGA-85-8288-01,9094,9,93,158,14,184,117,35,23,48,14,1,8,104,362,44,21,0,0,3,123,1,6,33,21,8,0,0,639,252,0,360,0,24,20,43,2,23,2,11,3,7,0,31,9,2,1,1,6,84,4,7,19,4,3,0,49,1,3,24,0,0,31,0,6,97,1,2,62,4,14,2,5,123,0,77,2,6,0,4,3,3,0,77,16,201,0,0,0,6,3,8,13,0,335,0,86,1,958,0,0,0,0,3,0,0,0,0,4,80,3,29,3,0,2,0,1,163,2,15,0,0,0,4,0,1,0,33,238,4,1,2,0,5,4,7,3,3,1,8,0,1,3,0,1,3,0,0,6,9,9,0,1,0,2,0,0,0,0,0,0,8,1,0,2,27,1,0,1,7,0,2,0,2,0,6,0,2,0,3,0,2,0,0,1,2,3,1,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,19,0,41,0,0
TCGA-85-8350-01,3508,20,301,149,29,138,80,37,19,307,18,7,0,639,524,170,5,4,159,75,362,0,27,52,81,4,2,16,908,51,3,374,46,42,55,80,3,27,0,3,6,14,14,24,261,5,5,64,23,16,6,19,39,84,5,1,299,1,0,25,3,16,167,17,0,126,3,0,38,5,136,118,147,88,5,32,2,16,6,31,7,11,5,79,11,205,1,32,1,4,1,0,31,5,11,62,180,3,831,18,8,1,3,1,156,6,35,0,6,47,26,4,16,0,41,1,0,30,4,40,1,3,2,26,69,95,0,9,982,0,5,2,31,0,1,0,1,1,11,2,1,0,6,24,0,117,16,7,11,43,5,2,35,0,3,0,1,3,6,78,5,1,1,3,3,2,1,11,0,0,2,4,2,0,0,1,2,10,1,5,0,4,0,17,0,3,0,37,6,0,0,7,0,10,1,1,1,1,0,1,8,6,0,3,0,22,0,0
TCGA-85-8479-01,9772,11,318,1,11,153,4,3,17,663,3,1,22,1248,715,36,3,2,0,214,43,0,5,202,104,1,1,4,97,30,1,0,0,9,0,53,1,107,5,3,11,5,5,31,1,0,9,23,4,21,2,41,227,0,58,6,15,2,1,0,24,1,18,0,4,101,2,28,7,13,62,0,1,113,0,59,35,3,1,11,2,25,0,21,2,1,0,0,6,44,4,4,1,8,290,1,439,1,250,10,2,0,0,0,58,2,3,0,4,46,13,2,0,2,23,0,1,422,0,0,0,0,0,1,14,0,1,17,207,1,4,7,5,4,11,0,0,0,2,18,0,114,0,0,0,8,1,1,5,0,1,0,0,3,3,0,1,0,0,0,11,0,0,3,0,0,0,16,0,4,1,3,23,2,0,0,0,0,0,0,0,1,0,3,2,1,0,48,0,0,0,3,0,0,0,1,12,1,0,0,0,0,0,2,2,0,1,0
TCGA-85-8481-01,1718,0,43,73,7,31,8,19,14,23,9,0,1,330,614,19,2,0,29,40,16,0,9,28,16,1,0,0,253,12,0,7,0,1,1,25,0,14,0,2,0,6,2,1,44,0,3,17,17,55,0,37,221,96,4,0,133,0,0,1,10,0,11,0,1,43,0,4,7,2,14,7,16,5,0,13,3,0,3,2,0,7,1,36,5,4,0,0,0,11,1,0,7,0,140,2,23,0,416,3,11,0,0,0,11,0,2,0,2,3,14,0,0,0,1,0,1,21,0,13,0,2,0,0,2,0,0,2,134,0,5,3,0,0,0,0,1,0,6,0,1,0,3,0,11,7,0,1,0,0,15,0,2,0,0,0,2,0,1,0,1,2,0,2,0,2,1,0,0,12,4,0,0,0,0,3,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TCGA-85-8584-01,209,1,1,0,9,1,14,5,9,0,10,0,0,241,696,49,0,11,0,2,10,0,5,116,28,6,0,3,249,0,0,83,0,1,19,21,0,2,1,5,12,0,6,0,6,10,3,291,5,15,3,31,1,0,31,0,82,4,0,21,32,0,5,12,1,125,1,0,26,2,8,0,109,29,18,23,0,0,8,9,0,8,118,4,0,4,1,1,16,2,0,22,2,2,1,24,0,0,1032,8,56,0,1,0,0,0,11,0,3,23,0,42,5,1,0,0,0,30,0,70,6,2,0,2,91,1,0,0,5458,0,2,0,20,0,0,0,0,0,1,13,2,2,0,13,0,13,7,0,1,3,0,4,0,2,1,0,1,2,3,0,1,5,2,1,0,7,72,3,0,0,0,0,2,0,0,0,2,19,1,0,0,2,0,0,25,1,0,0,0,0,0,1,0,1,0,0,55,0,0,1,0,0,0,0,0,0,0,0
TCGA-85-A4CL-01,12827,18,576,700,14,150,20,2,6,612,10,0,23,821,930,13,9,4,0,146,1224,0,18,71,66,1,0,4,430,26,0,52,0,5,82,48,1,14,27,6,15,8,2,30,333,1,13,13,1,17,2,18,1,9,87,64,460,1,0,104,14,10,12,0,0,162,1,3,11,19,42,0,5,62,36,48,6,6,2,51,15,196,114,28,1,2,0,1,1,24,1,13,4,8,148,9,165,3,3888,16,9,0,8,0,1,2,1,0,2,1,2,6,0,0,0,0,1,341,0,5,0,0,3,30,0,0,0,0,350,1,0,3,3,4,1,2,1,1,0,1,0,0,2,1,0,355,1,0,183,23,1,1,2,4,7,0,2,2,5,7,0,1,1,0,0,21,0,0,8,0,3,1,1,11,0,1,0,5,0,0,4,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0
TCGA-85-A4CN-01,1874,2,320,127,3,74,26,5,8,214,3,1,26,363,800,8,74,0,12,67,534,0,2,74,18,2,1494,1,183,17,0,19,0,9,20,34,3,82,3,4,2,5,0,29,3,1,0,4,11,38,4,14,7,1,39,15,46,0,0,4,15,17,57,0,0,31,0,0,5,1,40,27,0,47,9,56,16,2,0,3,12,3,0,172,0,0,0,0,0,3,0,1,4,12,312,0,10,5,4225,4,1,0,17,0,0,0,0,0,4,0,7,40,0,1,0,1,13,13,0,5,0,1,12,2,0,0,0,0,79,0,2,53,3,0,0,0,2,0,13,0,0,0,1,0,0,237,1,1,22,5,9,0,0,1,1,1,0,1,16,2,0,2,1,1,3,0,0,6,3,1,2,0,1,0,1,0,1,3,0,1,3,0,0,0,0,13,0,0,0,1,0,1,0,0,0,2,1,0,1,8,4,3,0,0,0,0,1,0
TCGA-85-A4JB-01,5027,19,136,0,19,0,13,4,12,139,4,3,3,471,604,11,24,0,173,105,63,0,8,36,60,1,1,1,168,18,0,84,0,25,5,53,7,287,2,8,0,19,3,55,436,1,1,15,23,9,0,14,165,6,26,4,142,0,2,6,14,60,34,1,5,15,2,0,9,0,12,0,21,159,4,11,3,2,0,3,2,0,15,126,4,85,1,0,7,2,1,4,9,9,28,1,9,3,302,36,4,0,1,0,0,0,10,0,10,92,0,21,0,0,19,0,0,17,0,13,0,0,4,0,43,9,0,6,14752,0,1,0,0,1,4,0,0,0,7,3,0,1,7,1,698,12,2,0,7,0,1,0,0,1,0,0,0,0,2,0,1,3,17,0,4,11,0,0,0,1,0,6,0,1,1,0,0,1,3,0,0,0,12,0,0,0,0,2,0,6,0,4,1,3,0,0,0,0,0,2,0,0,26,2,0,0,0,0
TCGA-85-A4JC-01,3780,2,86,95,5,64,7,3,5,444,10,0,3,227,654,25,1,0,177,76,56,0,7,94,19,0,2,4,191,22,0,1,1,8,11,27,3,39,0,7,4,0,0,10,104,2,0,7,6,27,1,3,58,53,28,3,44,0,0,2,12,0,10,0,2,92,1,27,39,4,20,0,10,38,4,27,4,1,1,13,6,3,7,15,0,31,1,0,1,15,2,3,7,0,519,0,291,0,259,20,9,0,1,0,0,0,64,0,3,122,0,2,0,2,10,0,1,334,0,10,9,0,5,9,398,0,0,6,184,0,3,5,0,0,0,0,0,0,0,0,1,10,0,0,2,13,4,0,18,1,3,0,4,0,2,1,1,1,2,0,16,1,0,0,0,0,0,0,2,2,4,0,6,0,0,0,0,2,0,0,0,0,0,2,5,0,0,1,0,0,1,1,9,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0
TCGA-85-A4PA-01,8,38,23,0,44,0,21,26,12,5,30,6,0,1,959,280,0,7,1,6,12,2,56,7,86,6,0,38,441,0,1,1,46,26,0,32,4,0,3,9,15,0,28,9,1,3,16,2,11,0,11,7,2,0,7,1,204,5,2,4,1,0,9,14,1,691,9,0,8,0,2,2,1,254,0,4,0,6,19,6,0,12,2,5,5,22,1,0,0,0,5,1,51,39,2,93,8,1,3551,7,15,1,3,0,1,5,2,0,6,22,0,3,6,0,3,0,0,10,1,16,2,1,0,0,7,9,0,0,267,0,1,7,19,5,0,1,0,1,3,0,3,9,6,22,11,117,0,1,1,1,3,3,0,2,0,0,2,3,1,6,0,0,0,0,0,1,4,3,1,0,1,0,2,0,0,5,0,0,0,0,0,2,0,0,0,1,0,68,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0
TCGA-85-A4QQ-01,20404,6,288,571,11,154,64,6,7,304,2,0,47,9,1092,4,5,2,128,283,44,0,3,24,47,1,3,4,89,0,0,81,0,32,4,75,1,224,1,2,6,0,2,12,177,3,1,33,1,7,2,87,884,16,274,0,32,0,0,0,22,1,5,0,2,330,0,24,20,1,20,1,3,35,0,31,10,3,0,14,8,1,0,8,5,2,1,0,0,29,1,3,5,5,115,2,164,1,1363,68,2,0,0,0,10,1,29,0,0,9,78,4,2,0,4,0,2,359,0,30,8,0,0,0,91,0,0,3,123,0,1,0,1,1,0,1,2,1,0,9,0,73,2,2,0,8,11,0,5,0,2,0,1,2,0,0,1,0,0,0,2,0,2,0,2,1,0,0,4,0,22,0,42,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,2,2,3,0,0,12,0,0,0,0,0,0,0,0,1,0,0
