,MIR205HG,LANCL1-AS1,DLX6-AS1,LINC00491,AP000866.2,POU6F2-AS2,AC027288.3,ADAMTS9-AS2,LINC00968,AC011374.1,ADAMTS9-AS1,NAGPA-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AL358334.2,SOX2-OT,AC105206.1,RBPMS-AS1,AL139385.1,AC078778.1,AL512662.2,LINC00392,AL162511.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,AC008268.1,VIPR1-AS1,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,MIR130B,AC006238.1,HOTTIP,LINC02555,PART1,LINC00470,AL033519.3,BCRP3,UCA1,AL157895.1,LINC01705,AP000357.2,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,LINC02489,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,AC079467.1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC087612.1,MUC2,LINC00173,AC061975.6,LINC02544,MLIP-IT1,AC012640.1,LINC02471,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC062015.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,LINC01269,HCG21,AL021395.1,AL357518.1,SSTR5-AS1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,LINC01671,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,AL122019.1,SRGAP3-AS2,LINC01612,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,LINC01160,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,AC007207.2,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-21-1079-01,5170,2,12,434,11,195,29,7,2,109,2,1,13,11,330,132,3,0,126,559,40,2,4,52,15,0,1,1,335,0,0,57,0,15,8,109,0,97,1,2,3,18,1,28,58,2,0,61,3,69,0,45,1062,10,4,4,73,1,1,4,2,1,94,1,3,28,1,7,10,0,11,0,5,9,0,31,11,3,0,1,7,12,0,134,2,4,0,19,42,41,1,0,2,1,177,0,79,1,143,16,2,0,0,1,1,0,2,0,0,21,31,7,0,0,0,0,1,287,0,2,0,0,0,3,1,3,0,0,899,0,0,5,0,0,3,0,0,0,1,0,0,9,1,0,0,10,1,0,0,2,13,0,2,0,12,0,0,0,4,0,0,0,0,0,0,1,3,0,0,1,54,0,27,2,0,5,0,36,0,0,0,2,1,14,0,3,0,0,0,1,2,47,20,0,0,1,0,0,0,0,5,4,0,0,0,1,0,0
TCGA-21-1080-01,7493,7,75,267,14,239,11,6,7,159,1,3,101,32,1359,35,957,1,7,5,36,0,8,39,20,7,1952,3,180,22,1,14,1,1,10,40,2,546,3,2,1,17,16,17,170,3,2,22,10,28,5,21,12,0,93,15,90,2,0,0,4,1,4,11,0,49,6,7,20,8,30,1,0,6,109,6,22,4,5,14,6,43,27,19,178,0,0,0,1,8,1,3,12,7,95,15,6,0,257,17,53,0,0,0,2,0,1,0,3,10,15,10,0,0,2,0,3,17,0,2,0,0,0,0,5,2,0,2,21895,0,2,0,8,5,23,2,2,0,6,3,0,164,0,14,0,4,0,3,1,1,2,5,6,1,9,0,0,0,0,1,3,3,0,1,0,0,3,0,3,24,1,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
TCGA-21-1083-01,7961,23,136,801,13,66,19,23,17,318,40,4,19,13,2842,46,101,0,291,74,46,1,4,139,110,5,5,4,692,0,1,15,0,24,18,896,1,5,8,19,8,30,3,21,561,1,7,20,19,17,0,174,2,0,304,1,85,0,0,23,448,0,98,0,2,1198,4,6,116,30,42,127,0,88,82,40,2,34,1,33,25,1,27,34,171,454,0,0,0,22,3,26,54,8,794,13,32,3,644,23,4,0,8,0,7,0,0,0,10,47,0,23,0,0,3,3,1,108,1,3,0,0,2,20,2,32,0,8,1281,0,0,4,2,14,2,1,0,0,3,17,4,1,27,1,106,85,0,0,10,268,4,2,150,1,12,0,0,0,0,8,0,1,0,1,0,0,1,1,2,0,1,1,0,1,0,2,7,0,0,7,3,0,0,2,0,0,0,143,0,0,5,2,4,0,1,0,0,0,1,0,1,0,40,4,0,59,0,0
TCGA-21-5782-01,899,31,176,98,16,38,27,77,57,40,73,11,8,805,576,87,63,3,75,35,414,10,28,43,21,17,847,23,210,26,8,30,32,60,64,27,1,50,14,13,7,34,24,245,228,18,4,33,72,23,6,33,21,77,60,13,150,6,15,171,25,21,171,13,72,137,206,7,3,79,17,36,118,22,9,25,12,8,42,6,10,19,49,32,67,130,1,20,21,23,56,16,25,68,240,91,27,38,206,581,19,4,30,5,26,97,43,0,9,35,8,156,28,9,50,13,13,64,8,18,8,7,8,43,51,39,12,14,326,2,3,46,16,23,34,18,11,6,6,2,21,12,39,11,54,122,42,25,23,16,9,25,27,2,6,15,10,22,27,38,44,8,4,4,14,7,23,10,7,8,4,20,30,14,54,13,42,11,10,37,23,27,14,14,14,21,16,51,29,55,3,3,11,31,9,1,10,37,152,18,14,4,1,25,14,13,5,35
TCGA-21-5784-01,14193,15,42,121,16,171,17,26,31,305,34,11,6,426,690,584,2,0,0,13,94,1,122,80,11,14,0,84,378,0,2,1,75,7,32,113,3,3,5,5,3,33,191,44,227,42,2,12,31,3,111,25,18,1,1,6,71,17,4,0,8,22,1,26,6,42,2,16,2,0,37,0,8,11,0,59,1,1,49,1,12,3,0,31,27,0,0,2,7,22,5,3,14,0,290,97,43,4,76,10,46,1,9,2,0,1,170,0,2,295,1,4,8,0,8,0,0,5,0,2,4,0,1,13,578,27,0,0,363,2,5,19,78,0,3,1,1,0,0,3,1,1,0,70,2,27,0,5,61,0,1,1,0,0,0,0,3,0,0,0,18,1,0,0,0,26,30,17,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,11,0,0,18,0,1,6,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
TCGA-21-5786-01,6070,4,571,289,14,193,19,6,8,501,12,0,1,123,529,20,0,0,279,85,150,0,27,67,12,1,0,2,400,5,7,101,2,16,27,379,1,17,9,14,7,25,1,21,392,9,1,2,9,14,3,53,73,17,2,4,30,1,0,2,31,4,7,1,0,30,2,1,15,4,16,0,54,61,9,27,5,2,0,6,8,9,123,74,4,162,0,5,8,7,1,2,73,5,35,1,69,2,166,8,8,0,0,0,4,0,1,0,3,33,32,4,0,0,93,0,0,122,0,9,0,1,2,5,0,14,0,11,1818,0,1,0,13,2,2,1,0,0,1,1,0,5,1,2,0,2,2,0,10,0,4,0,1,0,5,0,0,0,4,56,31,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,3,0,2,0,0,0,1,0,24,0,2,0,2,0,53,0,0,0,1,0,2,0,3,0,0,25,8,0,0,0,0
TCGA-21-5787-01,45,7,9,74,3,0,8,14,20,5,8,1,1,22,5591,1525,0,0,133,18,6,4,34,115,12,3,0,7,235,5,0,37,23,1,2,49,1,12,0,7,18,0,26,6,1,19,1,1210,25,12,0,16,84,1,0,0,23,3,0,0,2,0,1,3,0,110,0,0,7,0,4,0,26493,8,6,12,0,0,14,2,0,6,48,7,1,126,0,0,15,1,0,0,5,0,1,23,0,0,107,11,72,0,0,0,2,1,9,0,0,174,0,2,21,0,0,0,0,6,0,2,0,0,0,0,122,1,0,0,450410,0,0,145,21,0,3,0,0,0,0,2,0,0,0,8,292,6,0,1,0,3,4,5,2,0,0,1,1,0,0,0,0,1,1,0,1,3,4,1,0,0,1,4,0,1,0,0,0,0,0,1,0,1,0,1,10,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0
TCGA-21-A5DI-01,12810,5,256,155,8,114,7,2,2,129,1,1,29,173,691,4,0,0,0,30,97,0,9,36,21,0,2,0,145,23,0,7,0,12,1,16,1,4,1,6,3,4,0,1,0,0,3,6,3,23,0,15,801,0,0,0,179,0,0,3,1,4,93,0,1,125,0,34,0,1,12,0,90,198,0,11,10,2,0,7,5,0,0,22,18,0,0,12,3,12,1,6,0,4,78,0,48,2,825,10,7,0,0,0,0,0,1,0,3,20,0,0,3,0,6,0,1,84,0,4,0,0,0,0,0,2,0,2,139,2,2,9,0,0,0,7,0,1,0,0,0,2,0,0,1,3,0,0,6,0,3,0,0,1,1,0,1,0,0,2,22,2,1,0,4,1,1,4,0,1,7,0,2,0,0,0,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-22-0940-01,3482,17,227,369,13,27,20,16,39,43,16,4,23,89,930,212,3,0,0,35,59,1,68,98,37,2,2,17,835,17,1,82,27,8,1,9,1,1,4,3,5,7,28,39,188,12,5,9,37,22,16,8,211,0,1,0,91,10,0,4,62,0,6,23,3,170,4,4,3,16,56,0,247,20,4,43,1,1,22,6,4,0,137,23,31,12,1,0,0,251,0,17,33,4,446,81,19,0,471,33,4,0,0,2,0,3,2,0,2,112,0,2,29,0,4,0,3,51,0,64,1,1,2,9,8,22,0,0,70,2,2,18,15,1,1,0,1,1,1,0,0,0,2,8,0,13,4,2,9,69,4,2,0,1,3,0,2,1,0,3,6,4,0,0,0,2,12,8,1,0,6,1,2,0,1,1,7,7,0,0,0,2,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TCGA-22-1011-01,7795,7,20,203,8,221,9,26,10,213,11,0,10,652,392,45,13,0,0,14,137,0,26,40,18,3,7,122,360,10,0,18,1,2,39,47,1,36,4,5,2,12,3,1225,262,2,3,48,10,17,1,15,94,1,53,5,63,1,1,0,0,5,177,1,1,127,4,3,28,0,13,0,22,23,0,7,11,0,7,4,4,0,2,87,25,11,3,1,3,3,3,7,49,4,72,2,37,4,1202,7,29,0,18,0,7,0,0,0,2,180,0,12,7,2,0,0,0,7,0,106,0,2,0,6,2,5,0,8,728,1,1,6,3,2,7,2,1,0,1,2,0,1,1,1,5,13,1,3,10,0,0,1,0,1,1,1,1,1,0,0,9,2,0,0,1,5,0,4,4,3,1,1,5,1,0,0,0,2,0,0,0,3,0,1,0,0,1,5,0,0,0,3,0,1,0,2,0,0,1,0,0,1,0,1,1,2,0,0
TCGA-22-1012-01,4519,16,197,151,8,12,5,9,8,14,4,0,14,582,668,40,713,0,42,32,1425,0,7,64,29,0,855,0,186,2,1,2,1,2,37,77,0,128,4,4,3,0,9,5,134,6,2,8,15,38,2,66,3,15,27,2,43,1,0,2,31,35,23,5,10,33,0,0,3,4,13,5,2,47,37,5,5,7,2,7,7,21,4,67,2,4,0,0,0,9,0,0,17,6,303,25,1,18,1528,9,8,0,0,1,1,0,7,0,3,36,0,111,4,0,0,0,0,35,0,1,0,0,2,4,45,7,0,26,154,30,0,27,14,0,7,0,0,0,1,3,0,2,1,13,1,3,8,1,12,3,3,1,0,2,7,0,2,2,0,0,6,2,3,0,1,6,32,2,1,1,0,0,3,7,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,1,5,0,1,7,0,0,0,0,5,1,0,0,0,0,0,0
TCGA-22-4591-01,3870,15,1033,186,15,354,580,29,9,83,7,4,1,1200,564,280,45,0,272,21,327,0,77,27,46,4,4,9,179,3,1,25,6,5,73,153,1,8,1,33,3,32,26,398,63,12,7,1,9,4,28,114,44,37,4,12,297,2,0,0,95,0,74,27,0,50,3,3,23,3,19,0,332,36,142,11,1,10,39,29,2,4,0,355,26,258,0,1,2,3,1,17,21,7,150,119,23,0,95,4,88,0,2299,1,0,0,4,0,7,59,0,3,2,0,5,0,0,1,0,3,0,0,5,0,10,9,0,0,160,0,4,26,45,1,0,3,1,3,1,0,0,2,4,60,0,10,2,3,45,0,3,0,0,0,4,0,0,0,14,0,9,0,0,1,1,0,78,8,0,6,0,5,0,1,0,0,0,0,0,1,0,2,0,0,1,0,2,0,7,0,0,1,0,6,3,0,0,0,0,4,0,0,0,0,2,0,0,0
TCGA-22-4594-01,9,51,54,341,19,96,31,13,17,1,52,6,0,122,844,69,0,1,124,5,81,0,88,53,30,7,0,70,716,4,0,149,0,3,3,32,2,2,2,12,1,0,0,12,22,63,48,1,18,2,459,58,5,0,3,5,33,108,1,24,24,0,11,6,0,72,7,0,2,0,7,0,3,48,49,91,0,3,2,8,1,2,103,16,10,39,0,0,0,29,0,6,55,0,3,1611,2,0,544,10,22,0,0,0,9,0,11,0,5,2,0,2,0,0,16,0,2,36,1,118,0,2,247,20,1,0,0,0,97,2,0,6,629,4,2,2,0,0,0,2,3,2,1,0,1,12,0,1,2,0,1,1,0,0,0,0,8,3,0,2,27,5,0,0,0,9,11,0,1,2,0,1,1,2,0,0,0,0,0,12,0,0,0,0,1,2,0,3,1,0,1,0,22,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0
TCGA-22-4595-01,1731,24,125,474,41,72,23,28,17,1289,13,6,17,897,409,37,166,0,157,176,72,2,59,167,29,3,8,5,757,542,2,10,20,61,27,38,6,393,2,26,2,13,25,111,653,8,4,605,13,116,2,130,41,1,40,9,68,2,2,14,33,2,19,9,1,91,0,9,22,9,27,9,4,26,21,61,12,2,25,11,5,9,2,57,17,279,0,2,6,6,1,2,22,3,724,86,378,1,587,10,18,0,0,3,4,0,3,0,7,197,4,195,2,3,12,0,5,16,0,13,0,0,3,0,6,19,0,0,4169,3,2,5,24,4,1,0,3,1,22,15,2,46,1,13,0,13,5,0,29,0,10,1,2,2,1,0,2,0,0,7,0,8,38,4,3,2,8,20,1,0,1,6,3,0,0,3,0,4,0,1,5,0,0,2,0,11,1,95,0,0,0,1,7,5,1,0,62,0,0,1,0,0,0,0,0,1,2,0
TCGA-22-4596-01,180,16,1,2,55,363,17,32,37,4,23,12,0,136,985,542,0,0,19,2,39,0,74,9,15,14,0,43,937,3,1,0,71,14,0,33,2,8,9,4,5,0,83,8,1,37,3,2,70,14,66,18,43,11,3,0,81,27,4,17,0,0,9,45,2,250,8,1,8,0,11,0,5,32,3,34,1,2,89,4,0,2,86,41,9,3,4,0,1,11,4,3,13,1,17,469,10,1,679,33,15,0,10,0,0,2,96,0,3,75,0,4,7,3,3,1,1,10,1,10,3,1,2,0,374,175,0,7,100,1,2,2,156,26,0,0,0,0,0,2,0,2,3,104,0,25,0,7,1,0,4,12,14,1,1,1,5,1,0,0,18,1,0,2,0,6,26,1,1,0,1,0,7,0,0,2,0,0,0,0,0,2,0,0,2,0,1,3,0,1,2,0,0,0,0,0,56,0,1,0,0,0,1,0,0,0,0,0
TCGA-22-4601-01,2122,3,327,100,12,23,7,10,7,58,2,1,6,478,685,82,270,2,2,7,3159,0,20,22,19,0,86,4,178,7,0,65,6,15,22,13,0,38,0,3,2,1,23,17,49,11,5,19,6,2,12,13,1,0,1,5,117,3,2,23,5,2,14,10,1,303,0,0,10,26,48,0,2,61,0,10,13,0,6,5,8,3,1,36,5,3,0,5,1,0,0,1,2,5,43,42,15,0,6253,9,75,0,4,0,2,0,1,0,2,18,3,7,0,0,1,0,2,1,0,0,0,2,2,0,0,4,0,2,220,0,1,7,9,5,2,3,1,0,1,0,0,0,1,20,8,2,2,0,17,1,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,12,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0
TCGA-22-4604-01,3462,9,272,395,6,148,41,34,28,157,19,3,13,786,1782,109,539,0,2,23,5685,3,21,42,44,0,300,1,1044,110,0,56,0,24,19,55,0,1297,3,10,0,2,2,53,40,0,4,32,9,94,2,15,1,0,123,224,200,1,1,2,32,19,29,0,9,84,4,6,5,4,63,307,7,65,23,262,34,1,1,2,7,9,0,59,11,10,0,1,3,4,3,6,37,3,445,0,7,25,886,35,39,0,8,0,1,1,1,0,3,3,1,47,14,1,2,1,4,4,0,7,2,1,1,90,0,8,0,12,18100,0,1,4,1,5,1,1,2,3,3,1,0,1,9,0,0,227,23,1,34,16,8,0,0,1,11,0,3,0,11,100,0,6,7,0,1,8,1,0,3,5,6,3,0,2,0,3,1,8,0,3,1,0,0,0,0,51,0,2,0,2,0,0,0,1,6,5,1,0,0,41,0,0,0,0,0,0,0,0
TCGA-22-4607-01,7993,5,89,48,51,50,17,14,14,110,12,0,7,291,670,118,6,1,0,47,115,0,96,34,20,0,0,0,539,102,0,1,0,7,0,54,0,64,0,12,1,13,10,11,0,7,1,94,62,48,4,52,169,0,0,4,115,0,0,9,23,1,20,0,2,84,3,4,5,3,25,0,8,6,0,99,22,1,1,3,5,11,0,22,3,0,0,3,159,26,3,6,31,6,20,2,21,0,44,3,1379,0,0,0,11,0,23,0,9,44,0,80,3,0,1,0,0,14,0,46,0,0,1,5,88,30,0,0,135,0,2,60,0,2,4,0,2,0,0,3,0,225,1,0,0,7,0,6,11,0,2,1,0,0,0,0,8,1,2,0,13,2,0,2,0,3,1,0,0,9,6,1,3,2,0,0,0,0,22,0,0,0,0,0,6,0,0,30,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-22-4613-01,1461,2,93,82,9,70,6,2,13,43,4,0,10,666,896,21,248,0,36,3,612,0,8,36,18,1,8,0,80,2,0,0,1,2,17,19,1,14,0,12,2,1,5,48,65,3,0,28,4,8,4,28,0,0,17,12,37,0,1,9,19,12,8,1,1,24,2,1,11,6,52,54,0,43,46,0,1,6,0,6,11,2,9,45,1,49,0,0,0,0,0,1,3,5,103,9,16,0,200,9,1,0,41,0,2,0,1,0,2,0,1,46,0,0,12,1,0,9,0,3,1,0,0,0,0,0,0,8,761,1,0,7,1,1,14,0,2,0,1,0,0,0,0,0,90,9,0,0,106,3,2,0,0,0,4,0,0,1,0,2,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
TCGA-22-5471-01,4150,4,223,152,17,85,7,7,20,220,3,3,58,629,1221,22,17,0,68,69,700,0,28,82,55,0,90,1,231,281,4,135,0,6,55,510,3,228,2,18,1,41,3,78,52,0,0,224,17,35,0,53,4,1,158,76,214,1,1,6,14,0,8,2,4,101,0,3,11,15,96,88,11,149,4,12,27,6,9,23,5,2,0,47,25,5,0,0,1,2,1,13,18,3,137,1,4,3,653,9,23,0,0,0,2,1,2,0,0,26,11,22,0,1,23,4,1,646,0,15,0,0,0,6,21,3,0,6,167,0,2,1,0,4,0,4,0,0,4,0,0,0,5,0,0,28,21,1,28,28,2,2,13,0,0,0,1,0,16,25,13,4,4,7,0,5,2,0,13,4,9,1,3,2,0,0,3,45,0,3,0,7,0,2,0,11,1,1,0,0,3,0,2,4,6,0,0,0,0,0,0,0,27,0,0,114,1,0
TCGA-22-5472-01,3752,76,91,1,53,0,56,15,28,244,31,26,3,1353,591,738,4,4,0,4,269,3,180,98,7,12,0,47,441,9,1,0,39,13,25,49,0,6,3,6,11,1,188,20,50,63,8,34,19,6,98,13,188,2,2,5,319,23,4,5,5,3,197,98,1,117,5,2,0,0,10,0,44,26,0,5,17,2,78,4,4,32,0,9,104,0,0,1,0,11,3,3,27,1,7,290,38,3,112,9,271,0,0,1,115,2,129,0,0,140,0,5,1,0,0,0,0,13,0,1,3,2,0,0,341,26,0,5,6114,0,24,61,153,2,5,0,0,3,2,2,0,0,2,264,0,7,2,3,21,1,2,20,0,0,0,2,1,1,0,1,118,0,0,1,0,47,151,0,2,1,0,1,1,2,0,0,1,1,7,0,1,4,0,0,6,0,0,8,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0
TCGA-22-5473-01,6831,9,585,149,14,369,11,14,21,220,6,6,115,815,1202,294,6,0,102,113,1548,0,74,72,9,3,0,22,327,120,0,25,0,1,69,114,0,42,3,13,5,5,17,89,5,2,3,3,19,51,9,33,39,24,3,5,47,7,0,1,16,11,0,1,1,31,2,2,5,5,70,90,6,86,0,65,3,4,33,0,15,0,118,642,35,3,0,0,0,1,1,1,23,0,754,148,6,1,196,27,0,0,9,0,3,0,2,0,3,22,9,13,1,0,0,0,1,11,2,8,0,1,0,10,9,0,0,0,139,0,0,8,45,1,0,3,1,0,3,0,0,0,2,2,0,39,0,1,59,16,6,1,0,1,3,1,0,0,66,0,1,1,0,0,0,0,45,5,7,0,3,14,2,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,8,1,0,1,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,1
TCGA-22-5474-01,5116,5,530,65,10,103,29,17,20,60,13,1,36,824,958,23,1,4,1,15,3492,0,113,176,18,0,0,2,501,1,2,26,0,10,3,111,0,8,3,9,12,15,5,57,0,2,3,123,28,10,2,27,52,0,12,10,38,0,0,3,33,4,1,0,5,134,7,4,5,3,100,2,20,36,17,29,3,8,1,3,5,64,0,645,30,5,0,27,4,37,2,1,30,6,8,18,9,2,1565,13,198,0,35,0,4,0,5,0,3,26,2,14,8,0,2,1,0,11,0,82,0,0,4,11,4,0,0,0,158,1,3,40,1,1,2,4,0,0,3,4,0,0,2,0,1,12,8,11,38,1,4,1,0,1,0,0,0,1,0,2,3,2,1,5,0,2,0,4,1,1,1,1,0,4,0,1,1,1,1,1,0,6,0,3,1,9,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
TCGA-22-5477-01,2833,6,2002,329,5,147,60,27,11,18,17,3,77,3261,1119,207,234,1,0,43,6900,0,47,103,34,1,1,18,557,8,5,35,14,7,17,61,2,4,35,91,4,3,16,121,330,6,5,8,9,5,17,31,23,3,243,6,367,3,2,15,72,2,6,15,8,87,4,2,45,3,65,2,6,41,20,18,2,11,13,11,27,2,122,902,36,24,0,2,4,8,1,4,5,12,820,88,7,0,3673,19,11,0,0,0,1,4,11,0,3,20,17,55,1,0,1,3,2,2,0,10,1,1,3,12,56,7,1,0,259,0,6,7,33,3,0,1,2,0,0,0,1,0,0,16,0,10,0,5,18,7,3,1,0,0,13,0,1,2,2,21,6,0,0,0,1,0,18,39,7,0,0,11,0,0,2,0,0,0,0,3,0,0,0,0,2,38,2,1,10,1,0,1,0,1,7,1,0,0,0,11,0,5,0,0,0,0,0,0
TCGA-22-5478-01,5034,24,618,223,15,506,11,17,242,21,24,6,1,71,379,130,1,4,100,25,138,0,67,35,10,13,2,11,472,33,1,5,13,14,13,18,1,11,1,17,5,84,19,343,253,14,2,3,11,33,26,141,33,190,119,0,91,11,3,9,3,46,368,0,1,64,1,1,18,2,16,2,5,33,3,78,3,5,5,1,13,1,55,88,45,217,0,5,2,14,0,12,46,10,834,61,8,0,340,12,5,0,1,0,0,2,42,0,8,35,0,80,7,0,5,1,5,2,1,10,5,0,0,7,253,519,0,50,91107,1,1,17,85,3,0,1,5,0,0,4,0,0,1,10,342,4,0,2,17,0,6,2,0,2,14,4,4,5,3,0,8,1,0,0,3,1,4,1,0,0,4,5,0,2,0,5,0,1,5,2,0,3,11,2,5,0,5,6,6,1,1,0,3,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0
TCGA-22-5480-01,9101,16,149,37,11,66,33,88,14,41,40,6,0,50,317,155,0,2,0,2,123,0,20,31,31,11,0,9,308,56,1,1329,34,8,11,33,0,5,10,6,1,0,26,4,1,4,14,5,4,95,10,48,20,0,10,6,836,15,85,3,3,0,72,11,262,161,2,5,1,22,26,3,1,256,0,31,1,2,35,4,2,22,0,330,16,3,0,0,0,1,8,1,14,1,76,73,63,7,516,5,3,0,4,0,2,1,0,0,1,324,1,0,3,0,559,0,2,91,0,2,0,1,1,7,11,7,2,1,570,5,1,2,36,2,6,14,0,0,1,2,0,0,0,44,0,12,0,5,5,8,10,6,39,0,1,0,1,1,1,69,1,0,319,0,0,24,20,0,1,8,3,4,1,43,0,1,16,1,0,0,0,5,0,1,1,4,0,9,0,1,3,0,0,1,3,4,4,0,0,3,0,0,0,0,0,28,0,0
TCGA-22-5482-01,7210,3,441,85,11,309,78,9,19,334,3,3,69,392,1526,15,16,1,2,71,627,0,8,145,22,0,2,2,181,127,1,1,0,11,20,48,1,167,2,11,3,5,0,319,134,0,2,45,20,96,2,45,114,2,22,11,43,0,0,0,24,24,110,0,7,39,0,17,20,10,81,0,70,149,0,91,18,4,1,2,6,56,6,324,22,0,0,37,0,41,0,1,11,2,674,4,159,0,608,20,12,0,0,0,71,0,5,0,2,10,2,28,0,0,3,1,0,63,0,8,1,2,0,11,0,0,0,1,309,0,0,4,5,1,3,1,0,0,0,3,0,2,0,0,0,4,2,2,61,11,3,0,0,1,1,0,0,0,0,0,2,2,2,0,1,0,0,11,6,0,9,0,6,0,1,2,0,0,2,0,0,1,0,1,0,0,1,0,7,0,0,1,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0
TCGA-22-5483-01,273,21,482,0,6,127,24,34,30,2,11,12,0,286,1053,63,88,7,5,3,262,1,27,17,42,1,1,2,972,3,1,55,0,6,22,441,0,10,1,18,3,1,3,891,265,1,12,41,5,128,0,92,133,17,0,5,38,1,0,4,71,5,6,0,3,40,1,1,19,5,19,1,4,4,1,40,0,22,0,9,6,5,18,460,30,145,0,0,3,1,2,9,4,27,12,3737,14,1,4628,37,193,1,0,1,1,1,17,0,9,3,0,36,3,1,12,1,0,20,0,44,1,0,0,1,103,1,2,0,3948,0,1,76,2,5,7,0,0,0,0,1,3,0,3,0,8,7,0,0,14,12,21,0,1,0,0,0,2,30,0,28,5,3,0,1,0,1,1,103,0,0,4,1,0,7,0,0,8,1,1,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,2,4,0,0,0,2,1,0,0,0,0,0
