,CCNB1,ZWINT,PBK,KPNA2,HOXC13,RGCC,CDH5,ATAD2,HOXA10,PRKCE,DLC1,CLIC5,SLC39A8,AGER,ADGRF5,HECW2,TGFBR2,CACNA2D2,SUSD2,PREX2,SLC1A1,LIMCH1,GADD45B,UTRN,TMEM100,CLDN18,TSKU,GPD1L,SELENBP1,CITED2,PTPRM,RECK,C1orf116,RHOBTB2,ADH1B,SLC7A11,LRRK2,CXCL2,LAMP3,FOSB,CYP4B1,MFSD2A,PAX3,CD36,DDAH1,TPPP3,KCNQ5,HOPX,FOLR1,LEFTY2,RND1,NRGN,STEAP4,C16orf89,TBX18,ENPP4,AQP4,DUOX1,AKAP12,SFTPD,LPCAT1,C7,ULBP2,CSF3R,ALPL,NAPSA,CRTAC1,PIGR,MACROD2,ATP13A4,SERTM1,PRDM16,FLRT3,AGR3,SELE,SCGB1A1,C4BPA,SCGB3A1,SCNN1B,ROS1,PROK2,IL33,SLC22A31,DMBT1,GREM2,HOXA9,ELAVL2,SCGB3A2
TCGA-66-2737-01,4661,1689,1064,9598,212,1849,1268,3821,254,620,1022,287,1329,337,1735,566,6006,217,582,168,272,3151,1693,4472,78,277,19235,1246,971,1411,1731,1090,1738,804,278,5368,643,279,2387,667,652,682,0,938,783,809,330,4003,537,30,423,186,424,308,827,731,901,1878,1226,1221,5366,2312,192,752,982,1867,294,2474,493,414,52,235,904,223,47,526,1219,673,587,1529,2,738,133,359,46,22,29,484
TCGA-66-2742-01,2883,1738,1013,9445,39,1124,1238,4310,230,867,1172,613,1633,1609,2151,544,5290,335,825,139,494,892,2214,2161,108,1400,10108,1652,1683,2183,1024,324,1622,792,783,1190,2508,1040,4701,3373,1366,861,170,1389,680,908,328,2197,484,10,468,354,765,445,772,1843,2805,3021,1502,1949,6017,1819,610,4847,2295,3307,448,1530,353,683,220,53,852,930,109,87,4019,215,409,1112,40,3625,263,1572,26,11,1,1955
TCGA-66-2744-01,6053,2340,579,10099,530,3109,2194,3870,134,640,2353,1294,7518,5113,4014,501,11216,1220,1969,220,585,2391,2945,3306,296,4655,16751,1193,2580,2714,1713,368,2445,1700,1581,279,6801,891,11486,2889,2094,1772,22,2072,1534,1014,352,3944,1441,8,446,1055,878,1918,614,802,5469,1667,5804,11010,16810,2559,1088,2283,5941,12610,1536,4496,1926,820,11,259,4041,1133,158,29,7936,622,711,2304,38,1260,693,18435,28,77,120,1262
TCGA-66-2754-01,10297,4574,3952,28287,10,715,961,5748,378,178,768,259,2898,435,1131,241,1298,114,431,88,72,1209,1554,3222,111,6419,3701,833,823,1278,850,150,2752,346,219,2093,646,314,790,2649,127,536,1,1126,6918,274,19,694,140,2,1724,316,516,163,887,3145,621,166,579,632,3494,340,113,309,411,974,126,741,217,141,10,26,1017,303,13,188,9606,300,106,220,6,727,101,590,13,37,0,946
TCGA-66-2755-01,4639,4097,984,15701,33,918,2383,4217,107,190,824,97,5074,173,2531,983,3383,27,317,220,1478,3386,1383,2727,8,9,7168,633,1013,3105,1144,266,84,379,3,2101,489,928,9489,529,109,434,40,903,669,396,132,1034,14,16,289,107,738,16,23,685,10,707,740,8,6763,233,584,2633,425,24,311,38,100,20,0,29,488,10,8436,11,14,11,56,14,75,32,20,27,55,30,53,23
TCGA-66-2759-01,9042,2486,929,13893,626,1077,1018,4566,336,801,422,101,996,153,837,324,2657,169,170,129,97,572,979,2154,30,20,17966,1366,247,2509,676,556,4294,247,125,18809,501,88,3840,601,16,3682,111,1373,652,294,104,1523,63,1,147,167,369,113,14,944,84,2835,395,203,3711,224,2389,574,601,435,50,474,554,591,0,200,3493,70,29,28,59,30,893,387,134,6419,33,347,10,24,0,591
TCGA-66-2763-01,6021,4529,685,15910,99,1585,1761,8452,163,1574,1201,896,2631,960,3494,501,3182,947,2079,160,883,1117,2016,3050,163,367,5819,5297,6171,3083,1503,604,9921,1145,513,290,2410,898,5218,1427,2928,1669,15,4050,1303,1190,248,4628,1384,24,888,1169,2190,1989,4,644,6598,7793,515,5423,9775,2093,154,2203,2156,9202,2259,11276,1819,7580,0,250,1339,1841,71,977,3489,956,9318,3312,8,18324,789,2294,92,10,69,15330
TCGA-66-2765-01,8050,2868,1130,12398,60,2095,1941,2425,5,463,1082,425,3006,1389,2522,437,5201,193,745,105,319,983,935,2356,210,394,12130,823,1097,3627,673,256,2824,1492,113,315,1348,1175,3779,706,505,1843,1,796,734,3613,311,2957,900,4,704,1160,470,981,520,405,1606,2546,512,2412,9614,508,1725,1144,3965,5780,913,7153,251,556,2,79,1494,823,155,156,2588,226,703,1841,15,11729,527,6462,16,3,8,6373
TCGA-66-2766-01,7236,5356,1499,10868,371,1574,1016,3368,188,588,480,61,1538,157,773,492,1728,78,119,44,358,1265,1263,1772,139,7,6685,1181,625,1810,296,421,207,303,92,13734,175,141,2573,158,48,1302,8,1110,728,510,685,2172,29,2,113,151,56,49,673,1482,37,1159,350,116,2445,516,647,239,259,108,14,57,56,97,1273,403,191,43,24,1,32,223,1346,34,17,527,36,32,4,18,0,177
TCGA-66-2767-01,3487,3050,1492,9210,677,3169,2537,3649,414,818,1820,1690,5114,8050,3727,522,6391,1564,3043,307,1142,2029,2750,4596,358,4146,3206,2498,4190,4080,1821,743,4543,1876,3360,695,6375,995,13244,1334,2082,2315,201,2390,1418,938,421,9803,1768,41,507,1512,1012,2099,9,1328,5541,3003,777,7233,11861,4844,476,3245,5019,12354,1057,9241,760,2452,41,202,1309,522,1105,135,9329,7140,1539,2284,14,1994,1634,9949,61,60,2,2274
TCGA-66-2768-01,6977,5879,1778,16765,1487,1551,1006,3742,481,931,791,108,3185,306,993,492,6308,130,155,89,296,377,1085,1458,57,12,17902,327,142,2101,1726,279,5736,308,0,1506,391,674,11834,392,6,2209,97,743,530,1308,329,1969,51,0,195,132,1860,11,42,222,6,4680,4675,50,9975,15,5301,3536,1967,65,1101,234,52,33,0,199,1261,10,7,4,80,193,427,46,125,79,31,28,18,28,132,4
TCGA-66-2770-01,5852,2527,2576,11669,308,1559,1580,4280,102,661,1215,767,3015,1266,2524,664,4372,488,990,143,587,1903,1727,5086,159,852,11573,693,1801,1878,1280,821,2548,1616,235,10993,4318,1144,3586,4281,1025,2299,3,1431,957,909,327,4138,772,7,582,644,934,830,1265,647,3549,4686,1174,4586,9761,2784,252,1505,2661,4968,438,2484,227,2191,91,652,1069,512,134,101,2092,1047,687,2933,12,837,1162,7728,24,72,1,2581
TCGA-66-2771-01,5041,2553,1365,8385,70,1541,700,2252,62,627,492,1051,8338,6070,2059,258,3418,441,935,101,608,857,1713,1410,379,1647,2366,1903,2667,2940,753,261,4006,823,1437,205,4141,945,5282,186,897,1185,5,3292,911,205,20,10589,1508,11,412,1248,3422,1089,115,1036,7573,2192,258,6393,6073,2544,242,4340,6326,10458,870,7570,1268,1389,6,75,1376,2755,66,381,8045,6704,1663,1906,38,2087,578,9506,15,6,0,8662
TCGA-66-2777-01,3365,2886,672,11284,21,1453,1567,3039,197,860,1545,863,5235,2832,3650,383,5635,851,3105,171,280,3117,1247,3221,167,2258,11077,1723,2753,4094,837,346,3989,1517,1726,2471,5118,1532,8768,2449,1651,1182,1,2714,1575,2519,202,2750,1621,10,1044,2210,1724,2900,478,741,6777,2687,1339,6389,11957,1414,62,1909,5169,11351,2135,14312,831,682,32,280,1887,1804,161,4552,9685,9651,1418,2621,27,1385,1018,8399,18,52,3,10478
TCGA-66-2780-01,3466,2725,614,5396,612,2109,1324,3475,532,791,901,109,1568,259,1170,494,6807,69,736,92,272,502,1657,1869,202,21,7819,797,990,1405,954,490,2786,880,34,413,310,346,2050,736,7,1486,7,849,586,1038,206,2787,146,7,187,120,237,172,713,339,213,2640,1097,418,4712,1133,1491,1048,2082,592,398,596,87,66,1,26,2493,108,24,55,272,28,264,482,59,2421,150,93,46,23,0,954
TCGA-66-2781-01,3180,3833,1450,13661,178,1297,985,3075,197,1014,619,151,1128,325,762,363,19237,233,169,123,75,586,1612,2665,254,32,8323,3675,1109,2593,832,407,990,830,330,3377,599,502,3611,511,45,588,4,1576,761,531,28,2682,64,27,151,183,558,110,91,963,198,1712,1135,286,4732,839,727,4940,830,454,177,558,292,325,25,38,225,244,111,14,199,54,482,792,92,1525,128,174,40,53,2,550
TCGA-66-2782-01,5463,3623,654,11170,570,1123,1444,6632,438,585,782,149,1817,600,1300,437,5500,128,479,133,434,748,1952,1941,93,185,8894,1383,2504,2521,933,489,579,657,202,7693,1056,863,2830,2619,347,983,0,19215,1023,596,208,3764,233,7,337,233,545,311,26,435,572,2386,814,581,3998,1876,562,6603,1166,1249,415,2104,171,207,0,56,1223,201,809,800,388,658,291,603,124,5246,214,435,11,35,3,2487
TCGA-66-2783-01,3476,2898,359,14515,110,1101,868,2327,39,474,468,115,1959,96,926,351,2028,86,400,108,75,1063,1063,2298,43,26,9585,458,513,1344,930,340,1267,322,475,12977,478,302,1552,707,448,995,1,259,449,2802,139,519,266,0,80,234,396,454,3,390,189,3379,473,292,1873,837,231,463,697,510,195,7515,77,579,5,99,928,444,92,1164,185,1508,1600,237,44,1626,70,200,24,5,1,2191
TCGA-66-2785-01,2776,1874,384,7473,187,1194,864,2811,246,247,409,444,4186,754,809,572,2946,137,2457,71,194,5291,2372,2252,42,88,4109,2399,9154,6404,1757,193,1181,1612,105,381,668,437,2153,2288,6303,1436,1,901,201,603,13,1282,23148,6,415,155,23412,161,3,2676,902,1069,219,3387,6502,631,155,2178,732,1055,95,4298,69,129,0,24,284,261,197,19,1949,227,620,571,201,301,176,398,1,87,14,600
TCGA-66-2786-01,4547,5477,1799,7627,171,2109,1683,5564,525,931,1826,1189,5164,4411,5152,552,7764,2084,6093,168,616,4074,1755,7598,424,4336,8171,2057,6733,4833,1339,473,6711,4226,3124,1455,8161,773,12217,4902,2165,2066,10,1592,2736,3610,233,7810,2375,17,486,1104,1358,4188,11,1059,5567,10888,2257,7911,16548,4290,8082,2504,16362,12899,2599,22717,1588,2129,25,354,3092,1642,29,2319,9151,6238,2936,5696,8,1011,1424,9573,85,114,8,26253
TCGA-66-2787-01,4133,1980,1601,21536,249,910,1336,3762,150,322,693,286,1555,400,1204,660,3947,239,533,119,73,550,848,5126,33,425,5754,1020,201,1171,1350,683,778,425,589,13657,734,84,1886,628,133,784,6,1417,969,195,70,1752,44,1,67,153,501,92,67,971,181,234,737,227,2600,1963,228,626,907,408,76,99,191,87,121,160,285,34,206,1,178,10,135,63,4,565,23,34,2,7,8,130
TCGA-66-2788-01,2915,2160,1920,10364,43,998,2144,3960,263,679,1026,269,1815,187,2151,656,8932,88,385,234,1241,1237,1488,3178,89,43,9557,1538,975,1539,1276,734,3413,724,638,1913,1058,241,3376,242,717,1823,15,633,2443,3086,342,2202,181,20,103,159,520,242,725,1187,203,3559,2355,285,9997,1254,454,2592,1551,349,142,10644,234,234,41,45,937,564,90,543,700,1698,2203,358,304,2319,85,405,50,78,4,508
TCGA-66-2789-01,3009,3324,813,13951,934,2100,2165,4784,389,1121,1532,1096,5418,2548,4554,414,9416,1595,2214,406,827,2273,2174,4369,385,3058,7476,2971,3935,4944,1698,1436,5209,2050,2501,647,5869,373,10045,195,2212,1772,14,3292,2424,598,297,11748,1875,16,259,906,1067,2952,450,791,6041,4043,1630,8857,22058,13474,2740,1784,3967,14001,2730,5079,3394,3245,20,210,4846,1697,102,57,9600,564,3140,2993,22,2339,945,8844,141,52,1,10942
TCGA-66-2790-01,3858,4932,1412,12573,394,1154,1180,5394,408,808,1176,531,3761,807,1561,736,5760,1132,2083,388,234,2046,1562,4300,173,652,3979,1764,4467,3827,1996,744,836,1247,757,759,1555,1172,11466,1636,1270,860,391,535,1534,3996,252,1547,350,8,459,514,784,687,115,1565,1185,2722,1984,1316,11931,1688,785,659,2180,1806,1236,9284,233,241,14,930,474,554,339,1970,533,2462,648,397,12,2574,280,2882,234,51,80,345
TCGA-66-2791-01,3630,2950,1577,14320,217,996,1161,4705,213,936,926,382,1560,324,1561,372,4677,148,357,108,333,1492,1497,3582,49,88,12120,1279,879,1374,995,841,1232,660,344,4361,1072,277,6072,485,372,345,4,540,759,943,506,1937,363,7,578,366,227,451,326,724,1435,831,1047,1494,3697,1314,324,1135,879,1734,676,2157,316,501,149,1461,706,453,138,660,1855,101,779,1258,3,953,162,223,10,15,162,4105
TCGA-66-2792-01,7516,2668,2121,30614,127,2112,855,7140,247,641,759,116,1285,137,1023,1207,4407,145,194,117,1821,3357,1064,5111,23,11,8239,1237,181,1412,948,680,2071,342,450,3830,480,119,12520,490,11,2441,30,734,1778,444,1345,3251,8,1,61,45,195,15,946,383,285,4606,1194,50,4877,295,284,503,8290,54,55,46,40,548,14,29,68,13,130,5,33,23,86,14,40,645,6,64,59,14,25,44
TCGA-66-2793-01,2900,2608,1569,14265,338,449,543,4182,565,948,650,133,553,865,814,222,1564,381,407,96,130,796,411,4738,12,46,3162,1024,795,1556,1153,130,502,437,110,140,390,433,3438,12209,339,7429,16,385,1237,232,271,1950,181,39,210,396,304,322,2011,1138,1063,2011,448,415,2131,441,1054,329,9195,764,242,1365,654,1969,18,41,975,264,16,888,199,163,1268,1164,1,149,188,214,5,471,8,3624
TCGA-66-2794-01,2983,3014,1813,10916,123,557,407,5596,318,639,245,282,1231,483,422,210,2326,100,321,53,744,317,884,1872,64,232,4469,2406,305,1550,400,325,1121,453,509,17491,761,29,49629,360,332,331,1,341,491,899,744,2844,179,1,96,111,261,197,412,370,189,700,346,576,3009,1011,383,481,328,664,80,3862,32,660,1,15,98,146,145,497,220,3428,966,64,1,469,49,1069,13,16,3,70
TCGA-66-2800-01,3941,1679,1190,11451,212,2744,1114,2792,356,563,1716,1085,4552,5998,2645,242,4679,1151,1938,170,396,3174,3819,3696,98,3333,7024,1392,2850,2992,1223,902,1818,1497,1084,3832,4910,2117,6808,4213,2481,1984,27,2953,1713,1231,134,9122,1901,19,1981,1612,1293,2539,506,3193,5860,2171,978,9466,11552,3771,610,2666,4939,13639,2271,5008,1572,962,129,225,1574,1211,145,1526,9008,2393,1355,3030,92,1254,1071,12141,136,18,0,5591
TCGA-68-7755-01,4726,2944,1526,22884,523,1178,1592,3946,440,526,1116,146,1437,95,1386,750,2797,422,145,154,206,2240,2802,11548,10,19,13455,1657,163,1443,2057,687,5725,616,0,18480,228,122,6663,4169,40,809,1,957,695,624,712,915,3,2,81,148,139,10,1156,549,0,5795,1214,16,3622,5,1401,110,1036,2,33,59,37,155,107,165,85,4,256,2,0,14,139,10,2,86,92,6,140,55,2,8
TCGA-68-7756-01,3509,3227,1489,11407,27,2694,1779,3678,267,860,3577,1012,3245,1958,4446,554,6401,884,3897,176,684,3783,3984,7795,48,442,19881,2032,3541,2083,1250,411,7229,3466,203,20062,6978,883,6093,28592,1053,2344,0,1341,2110,3480,474,3781,2153,10,1663,3004,2386,2861,757,980,4504,5013,1996,7598,17945,8271,1760,2896,10358,15093,3085,11337,1470,1500,10,399,4206,2617,11,1541,5096,1520,2834,6337,5,6376,1561,18921,28,18,23,22494
TCGA-68-7757-01,825,615,153,4270,143,668,915,949,398,760,722,62,662,317,1148,228,6181,76,258,94,549,433,3480,2526,69,11,6362,1273,3602,1021,1221,306,3307,540,7,203,196,269,1052,1383,3966,545,0,2717,363,6497,96,763,1749,2,47,188,940,1164,11,1481,105,3242,967,159,2884,102,432,1130,1360,277,90,12039,374,2671,3,43,224,332,100,1666,225,66,2403,425,14,838,47,309,121,20,7,775
TCGA-68-8250-01,2766,2684,567,8619,6,3353,3379,3059,327,1162,3276,1874,3675,8467,4113,610,7227,1247,5491,345,1537,5471,7234,4274,188,3177,2392,4035,8732,4899,1392,374,2344,2306,1236,900,3275,1488,13724,14609,9016,2065,32,993,1909,6564,44,2529,1881,19,1233,1070,2502,1826,4,853,3803,2109,2403,8721,12191,2072,678,1507,4297,10569,1611,9654,629,4064,7,157,1408,902,43,2762,8131,9597,4900,1703,15,671,1049,8719,35,6,144,6294
TCGA-68-8251-01,4212,2543,1330,15956,68,917,1477,4309,533,1439,1804,114,1429,294,1495,507,3425,83,1163,99,160,572,2710,2677,37,52,4391,1300,594,11425,2526,457,512,574,80,444,271,242,1028,2480,337,423,12,407,720,331,987,652,70,5,250,130,266,77,305,2981,86,621,1429,855,1947,665,469,655,779,385,203,86,158,96,0,19,45,23,39,5,124,39,454,158,12,303,42,158,25,45,82,299
TCGA-68-A59I-01,1021,1518,313,3903,218,807,1153,2168,484,1513,983,163,1073,348,940,512,7455,250,958,276,389,478,4778,3408,131,8,3501,1397,642,3775,943,411,677,481,1239,373,485,1720,2678,15892,618,3261,78,1728,1996,4564,148,5472,103,28,239,122,615,162,61,791,797,1389,3316,48,13393,4343,441,897,2007,58,135,2601,818,1824,406,128,6385,59,947,3088,28,6564,6004,230,18,1886,50,1998,62,24,17,41
TCGA-68-A59J-01,4930,1689,1174,12701,364,3882,1900,3500,326,913,1577,824,2516,2534,3575,928,4029,664,2672,188,321,3484,3467,5647,374,1053,7893,1461,2514,3270,2374,787,2764,2955,528,32291,5306,1734,9263,6556,1788,2718,476,698,1273,2325,107,7274,1589,9,1257,1252,707,2089,716,843,4535,5880,925,10955,10143,1971,336,2362,3999,10610,706,3386,1080,1776,23,873,1841,941,73,666,6528,1371,1131,4632,6,752,1606,3865,13,14,4,17006
TCGA-6A-AB49-01,5010,2940,1151,12899,163,1147,173,5309,412,477,780,47,870,1938,414,141,4734,99,1001,14,484,58,2684,1095,1578,15,5496,600,397,2137,2806,302,353,2514,2,1767,97,823,481,150,15,495,0,952,517,831,97,209,62,41,277,428,25,68,593,913,35,2078,524,45,10708,24,509,240,214,131,65,511,79,87,8,13,504,137,6,60,129,36,72,409,2,2275,268,28,1,45,0,529
TCGA-70-6722-01,7994,5162,630,18754,1,1274,3762,7027,28,1217,3652,637,6602,595,6189,1078,11324,537,10438,301,891,1716,3060,8855,74,509,16335,1780,2688,2938,2360,659,5952,2619,134,700,3215,1464,7694,4052,1488,986,1,676,4486,723,529,3873,978,25,2987,836,1941,1218,23,2323,4384,1409,9686,4435,24005,1834,2143,1440,5274,7105,2447,10945,1072,730,0,149,2648,767,786,298,4615,87,1744,3828,6,3325,572,4152,48,1,91,6278
TCGA-70-6723-01,8608,4853,2422,20332,369,848,1222,9553,290,1348,504,89,397,169,1113,1185,1795,277,209,100,57,1684,1834,10757,3,41,26158,2431,816,646,347,477,3715,623,2,10117,46,32,13265,1340,24,1676,83,92,2665,1307,1472,1347,28,128,119,194,105,32,3659,40,20,4850,319,194,6148,12,412,108,373,115,52,93,15,222,181,2188,12,16,73,2,50,364,127,177,1,53,36,30,3,186,4,67
TCGA-77-6842-01,2802,3017,646,12750,19,901,2809,5828,177,350,1205,521,1911,554,2912,815,3852,273,847,185,611,5363,2210,4589,14,491,3146,802,1081,2908,3824,339,686,1116,364,479,997,466,3203,997,13499,179,0,565,1716,419,950,1008,330,1,475,162,303,367,275,1666,2276,1612,601,1714,6806,10699,424,1590,577,1385,418,712,483,304,2,1440,2122,177,159,26,1164,42,513,685,81,249,204,317,4,25,0,1805
TCGA-77-6843-01,2861,1199,520,7097,751,458,1013,1816,297,1121,362,125,465,238,1035,403,2083,256,560,235,90,1260,643,9718,36,99,14386,1110,205,981,1127,261,886,509,34,15873,317,191,3902,486,39,1851,133,481,605,1481,574,274,180,2,219,154,127,191,179,318,591,4664,1061,422,4468,184,262,177,1443,477,146,2891,178,390,66,47,164,172,248,893,225,198,312,203,4,79,82,170,0,254,8,2527
TCGA-77-6844-01,3495,6669,516,12304,204,998,2916,6463,130,1464,867,401,1012,1119,1683,885,3847,591,1573,224,758,919,2110,5439,296,595,7909,1430,5703,2645,2418,277,3198,708,3311,705,1836,171,2390,1680,1110,793,41,1606,909,347,785,3835,461,23,83,532,585,780,43,427,1176,6917,1060,3360,4223,5467,480,1091,752,2248,448,2487,1579,5448,3,205,1166,190,83,283,1013,1299,4523,1490,9,3338,463,2576,25,115,1,1418
TCGA-77-6845-01,4959,4409,1227,17345,356,904,2076,3647,336,1644,899,146,1232,511,1666,468,3035,393,1671,102,334,4461,1057,4945,101,266,23012,1368,660,2327,2076,414,508,873,162,14441,741,358,5881,427,212,2985,5,636,2638,293,602,561,288,23,414,492,321,621,3,448,635,1517,353,1025,5611,834,217,784,3336,2044,583,1054,271,206,270,100,193,370,118,105,278,6,398,2306,1,649,501,1507,5,23,8,2410
TCGA-77-7139-01,6298,2978,1318,26753,69,666,1289,6703,440,562,630,170,473,272,1247,792,2405,56,1500,216,43,390,536,4627,25,14,2301,1894,1193,637,757,433,1472,165,149,12422,475,44,4491,404,7,328,5,762,2597,247,529,837,14,25,136,118,238,20,1021,448,4,4183,3464,6,3042,1805,1937,298,428,47,22,73,77,655,8,45,35,3,422,5,4,89,726,0,1,363,6,21,0,11,9,39
TCGA-77-7141-01,3474,3059,1383,15026,328,1370,1854,7888,499,1620,1027,223,1745,113,1294,695,5271,397,819,601,177,3891,1176,4447,109,38,15298,2149,870,1811,2574,661,2305,419,1922,11989,326,118,13058,3381,446,384,40,918,2552,679,625,446,377,2,76,165,718,184,51,2362,167,3099,2195,24,8392,3320,98,367,9029,23,687,9943,150,197,66,234,386,182,1241,584,281,10317,869,105,12,2340,10,8178,42,13,4,134
TCGA-77-7142-01,3926,3207,1707,14491,587,2949,3807,4741,272,1065,2255,1622,4153,3350,6004,1605,7755,1781,4180,555,718,3660,1234,8898,729,3464,3454,1998,3562,2957,2132,733,5062,892,1904,282,5050,889,15894,3603,3199,844,25,3314,2195,354,1767,2617,2085,37,178,543,2950,3979,702,937,5336,6679,1828,3747,14131,2466,903,1357,1628,9818,1550,8585,2592,2321,19,340,2414,2346,22,2170,1599,1111,3236,9654,10,8138,725,2537,20,14,13,24122
TCGA-77-7335-01,2118,1135,589,4372,458,1060,2315,1197,125,281,1268,331,1265,75,1564,634,6269,78,5089,338,111,1077,1633,4458,105,30,3145,682,393,909,1279,1087,911,330,429,208,453,32,2461,330,112,467,10,479,1271,700,242,2267,82,6,33,190,395,90,333,475,26,1376,1499,16,1391,2173,363,713,456,18,39,2742,45,425,2,79,114,62,84,100,111,1765,88,7,1,1005,10,560,85,6,22,77
TCGA-77-7338-01,2476,1271,767,8262,596,1146,1776,2399,425,761,2233,454,3410,327,3199,753,6599,543,1557,237,136,4215,1506,7145,33,258,9089,1086,1972,2425,1627,646,4739,1024,397,11215,2766,1345,5021,2144,413,1182,0,2236,1239,3932,570,4143,987,13,900,705,1105,1466,1255,760,2891,3618,1281,4266,9485,4226,371,1596,2897,7383,1714,6635,675,1446,40,321,2032,1105,413,464,2431,374,2629,5195,41,1064,495,11527,61,25,76,9461
TCGA-77-7463-01,4642,3402,1079,16609,230,1549,971,9933,346,572,625,563,1718,2024,1655,751,2655,201,1302,76,224,665,736,2981,292,735,10888,2033,1735,2188,372,208,1424,389,347,7557,1735,668,2653,1072,994,2657,0,2506,1095,466,775,6950,797,2,174,723,1560,1020,1,227,2396,1726,251,2343,4037,519,203,1030,1000,3357,439,5106,302,1060,17,92,1775,1114,38,3339,791,1067,822,1577,8,5389,434,4613,5,8,0,8755
TCGA-77-7465-01,4600,3780,1573,13930,277,1216,1045,7074,614,451,643,331,3742,506,1329,657,2975,118,242,152,199,578,551,3207,54,92,4264,1000,929,3626,3404,361,1160,550,101,306,870,336,5780,316,271,542,3,256,1769,153,782,1242,133,1,248,206,522,195,1332,1943,478,1203,435,467,5219,323,610,547,772,761,59,1594,115,273,0,34,483,249,567,74,383,119,311,272,11,690,87,237,7,90,26,571
TCGA-77-8007-01,4428,4005,595,13566,0,2555,2467,9969,15,974,1559,242,4949,329,4551,653,15394,60,811,477,1780,15964,4163,8447,27,27,4626,2163,1668,5608,3299,635,10209,1867,27,4390,525,566,365,200,36,573,0,1591,9033,169,2288,12918,327,0,210,298,4023,495,6,1595,124,100,2870,202,160727,122,50,2767,1110,11605,7,133,320,33,24,83,760,366,9,2,11,114,26,1017,192,178,3501,62,20,19,495,56
TCGA-77-8009-01,5979,2420,2406,21085,231,995,802,8091,690,546,474,31,1807,103,867,354,2428,408,84,51,164,6889,675,5789,6,48,59422,1185,122,986,983,1582,1655,840,3,15239,131,85,10220,959,6,2345,0,477,254,158,481,117,4,0,88,108,31,7,1625,274,14,2867,303,76,8517,9,291,206,455,45,25,21,13,7,38,470,565,2,21,0,0,19,84,1309,11,492,128,34,174,28,1,11
TCGA-77-8128-01,3321,3465,985,11278,400,800,833,4026,429,452,697,39,254,223,532,880,1796,140,396,80,148,487,1107,3303,13,27,6033,1054,201,652,636,1224,952,352,26,2740,403,33,596,387,85,1777,11,259,1830,1855,927,1546,8,0,47,135,66,12,83,110,18,3280,1147,59,4706,108,953,55,732,34,29,94,18,249,0,52,20,10,19,39,4,13,96,21,1,52,7,5,234,17,15,516
TCGA-77-8130-01,1048,1080,145,3461,344,724,692,1023,61,764,1525,40,693,102,889,269,3578,115,481,27,91,2978,7445,1269,14,14,3793,242,828,8258,944,1107,5031,700,1,425,362,613,617,1689,234,623,1,545,557,627,119,1355,754,2,449,589,912,926,312,81,618,2187,676,2309,4298,2644,1917,209,1366,3646,903,2425,91,240,2,34,1168,275,16,50,1923,249,652,1499,0,418,251,8304,33,1,118,3133
TCGA-77-8131-01,3012,881,273,3425,236,3136,1847,1863,13,547,949,628,2283,3668,1759,401,3809,292,1844,148,149,1915,2202,2424,172,1341,2315,546,1058,4702,974,315,2814,748,1306,260,922,434,2399,3013,1726,708,1,926,573,1536,95,2291,959,8,368,584,3632,776,8,415,1524,3225,629,2589,5769,3632,377,1270,1400,3212,547,5301,224,354,6,106,643,329,76,922,1042,9588,1233,786,2,1108,641,2492,20,9,0,1617
TCGA-77-8133-01,2406,2008,1090,5838,364,866,906,3374,244,409,598,179,577,337,561,228,3238,165,398,163,104,481,1310,5778,36,30,2123,1169,169,822,1266,436,2060,788,913,649,1204,74,5538,2317,18,453,24,668,668,882,525,2073,6,5,96,278,138,56,64,433,28,3688,839,24,2955,5389,1026,498,463,21,47,59,188,1953,0,62,20,25,223,2,4,144,381,5,5,622,2,17,16,11,4,13
TCGA-77-8136-01,2392,2634,995,5592,23,539,793,3529,143,341,492,167,1148,166,699,314,2797,118,518,65,327,514,1249,2315,27,35,3571,590,1005,825,805,365,1560,499,79,248,414,462,3558,757,148,742,7,200,1133,392,69,620,67,2,185,181,189,85,799,552,92,2345,1063,221,4821,285,623,647,698,297,80,3209,152,120,32,47,868,103,20,3,125,152,992,206,21,905,88,239,60,23,101,408
TCGA-77-8138-01,2012,941,111,3637,280,819,861,3246,359,257,914,88,811,141,1173,178,3130,317,2077,98,151,460,824,2940,51,31,7385,649,1514,2860,750,223,850,1229,75,947,1152,590,2346,7351,327,746,0,628,1922,1255,162,970,696,0,633,1135,596,942,77,180,785,1473,6262,2279,4224,2893,1849,1056,2902,4058,2405,7599,383,280,0,117,1278,476,91,2472,1553,1324,1277,1892,5,378,553,8196,20,8,3,7956
TCGA-77-8139-01,2321,2193,428,6404,84,246,640,2968,355,1149,352,75,688,297,510,124,2240,32,139,51,789,489,2603,2824,24,7,3697,768,544,511,772,215,270,712,29,114,89,53,298,414,110,997,13,91,250,788,1075,453,7,0,29,109,48,12,8,77,21,1862,1056,28,3300,136,622,352,672,18,7,155,196,30,0,9,471,7,82,58,5,7,456,4,4,166,1,230,11,101,568,40
TCGA-77-8140-01,1453,962,182,3950,98,343,631,1843,116,582,257,193,979,324,796,122,1453,148,502,153,43,220,511,2179,20,146,2101,622,746,1324,570,131,1740,747,123,645,770,144,1189,1374,596,592,49,450,583,2051,2,1512,392,8,203,528,588,469,84,553,648,1755,184,1511,4705,742,1637,858,1399,2343,457,1853,303,2514,0,45,338,1201,73,332,691,822,502,887,2,356,374,1747,5,14,0,3981
