,CCNB1,ZWINT,PBK,KPNA2,HOXC13,RGCC,CDH5,ATAD2,HOXA10,PRKCE,DLC1,CLIC5,SLC39A8,AGER,ADGRF5,HECW2,TGFBR2,CACNA2D2,SUSD2,PREX2,SLC1A1,LIMCH1,GADD45B,UTRN,TMEM100,CLDN18,TSKU,GPD1L,SELENBP1,CITED2,PTPRM,RECK,C1orf116,RHOBTB2,ADH1B,SLC7A11,LRRK2,CXCL2,LAMP3,FOSB,CYP4B1,MFSD2A,PAX3,CD36,DDAH1,TPPP3,KCNQ5,HOPX,FOLR1,LEFTY2,RND1,NRGN,STEAP4,C16orf89,TBX18,ENPP4,AQP4,DUOX1,AKAP12,SFTPD,LPCAT1,C7,ULBP2,CSF3R,ALPL,NAPSA,CRTAC1,PIGR,MACROD2,ATP13A4,SERTM1,PRDM16,FLRT3,AGR3,SELE,SCGB1A1,C4BPA,SCGB3A1,SCNN1B,ROS1,PROK2,IL33,SLC22A31,DMBT1,GREM2,HOXA9,ELAVL2,SCGB3A2
TCGA-18-3406-01,2743,741,693,5999,55,2731,622,988,124,238,955,205,1915,405,967,274,2446,57,147,115,207,1449,1700,765,126,116,1571,389,260,1497,737,446,758,148,844,146,493,1556,1398,7217,219,291,7,2825,420,691,46,4096,119,11,656,113,1192,123,9,758,886,473,548,427,1323,2520,3948,520,432,524,390,770,414,440,7,12,306,391,500,220,1014,270,910,276,49,1315,48,91,19,1,0,1806
TCGA-18-3407-01,2120,1037,1176,7173,116,1220,1811,1931,174,879,2006,274,3070,691,3424,557,2880,621,874,233,1407,1695,991,3301,42,274,8566,740,1387,1698,1170,528,1554,1209,217,7430,2966,1641,3998,1643,695,2319,1,838,1418,643,177,6593,823,8,3315,395,2444,1270,622,384,2879,3143,1182,1793,4542,4222,288,1417,3783,6842,1294,8324,725,2992,1,159,1050,697,628,221,5396,1029,913,3014,9,1172,395,9596,32,20,8,6459
TCGA-18-3408-01,1756,1572,1235,5162,251,1378,968,1528,138,468,633,266,2093,140,1935,334,3295,151,242,152,132,3140,227,2098,272,130,3482,838,982,780,469,504,1624,399,1174,10024,2509,281,5782,181,300,202,6,1719,700,382,432,4009,532,5,181,80,1380,628,760,428,2127,1113,398,1265,2876,1047,873,319,1023,4490,212,2658,188,595,4,45,1484,1486,28,356,865,1,666,1466,2,1801,17,750,35,16,2,12181
TCGA-18-3410-01,5677,5189,2878,14553,24,695,673,5742,261,280,1921,243,2095,269,3037,1012,1864,105,2084,118,414,588,915,4182,21,6424,5208,746,569,4876,1692,182,162,939,49,600,567,426,3353,445,535,632,131,672,341,515,438,791,80,20,564,127,215,87,9,2746,209,1893,307,473,1843,686,810,762,1829,479,1413,506,423,75,0,540,241,69,1060,36,471,141,204,213,23,390,39,133,8,75,2,683
TCGA-18-3411-01,8939,2768,3143,16530,329,2621,671,3459,385,616,443,72,1872,58,833,325,2490,51,187,70,67,5104,1071,2006,12,17,15446,1272,414,1591,394,258,804,264,47,9173,298,127,737,1680,11,1686,0,558,1278,1422,362,1976,101,1,112,92,297,50,856,323,76,886,530,171,2969,244,157,403,702,74,54,3441,129,25,201,20,682,75,243,42,108,4218,509,197,3,106,17,1281,4,16,1,49
TCGA-18-3412-01,8731,3356,641,19551,119,2597,1033,3916,197,1380,588,134,866,193,1043,492,1659,98,190,111,1215,631,2209,3248,121,98,7882,3752,1104,1091,408,306,2945,245,267,7005,339,381,5592,3128,741,2052,2,538,958,509,98,16676,148,7,391,258,519,218,197,1015,608,1376,496,321,1524,536,1036,617,530,936,116,1375,142,4003,0,33,238,239,123,294,420,70,8611,252,12,726,69,373,47,11,1,1178
TCGA-18-3414-01,3708,3342,2374,11234,305,1830,1120,3917,361,404,568,181,2180,366,933,950,5638,176,415,131,863,930,2667,1732,38,95,4355,1749,3161,3223,960,313,4901,858,106,424,686,460,2530,4668,1020,666,93,2603,951,657,366,1842,100,13,263,258,3438,84,580,1007,271,4136,531,352,5819,675,1354,2867,5405,394,114,438,343,2339,0,72,2795,557,195,101,278,136,2120,114,128,1472,58,172,16,268,2,290
TCGA-18-3415-01,4531,1729,1480,14353,121,645,701,1892,207,730,647,84,1240,45,840,238,1602,50,116,66,186,715,900,922,41,44,10194,732,231,1133,437,406,814,210,16,5185,269,358,1263,1261,29,531,3,559,297,490,195,1626,80,1,139,90,230,125,412,1248,120,1773,366,171,2444,211,92,408,700,354,44,1722,19,47,78,95,350,189,392,242,122,692,660,209,16,240,42,221,2,9,17,986
TCGA-18-3416-01,4204,5132,1281,16730,31,649,499,4188,169,378,279,265,1021,179,566,291,2139,63,22,50,226,81,476,3121,7,10,4035,852,52,1690,792,184,392,288,13,10789,367,152,2236,304,1,2223,139,344,289,83,41,532,1,0,54,48,244,2,473,249,1,401,97,5,3174,36,437,1162,257,24,6,29,11,37,0,241,45,0,47,2,2,4,576,0,17,196,8,0,0,5,1,10
TCGA-18-3417-01,1216,682,344,4150,34,424,546,1211,205,149,639,19,530,15,561,138,1498,26,110,35,167,406,608,522,83,32,2302,393,409,470,358,243,91,276,11,236,111,297,519,257,41,187,2,130,573,189,73,923,75,2,121,89,36,116,141,424,76,463,654,197,1232,609,295,135,507,521,112,404,91,20,0,2,227,75,44,4,259,5,173,183,4,338,15,365,24,5,1,666
TCGA-18-3419-01,4453,3187,681,12631,432,463,453,5458,120,607,258,117,1747,141,487,214,1189,578,647,58,591,122,918,822,5,5,2228,3233,1289,610,822,117,1279,261,154,1001,412,126,2668,258,133,607,15,273,1122,352,4,376,0,1,187,93,3921,7,17,285,4,118,161,77,1225,912,651,1313,1486,57,5,159,28,854,4,14,74,0,47,0,2,6,510,54,43,2153,3,56,2,9,49,1
TCGA-18-3421-01,4052,2391,2244,9185,64,975,709,3695,140,260,284,165,2076,210,1281,169,1433,72,350,68,232,414,1174,719,155,67,1851,3957,2702,929,308,129,724,300,415,826,1156,434,5620,139,146,449,2,395,489,610,152,3618,521,2,882,588,808,763,214,609,1557,853,319,1031,3486,1021,587,584,7731,3227,389,7808,105,1358,4,78,764,2267,55,1432,929,1426,3292,557,38,6796,267,2223,9,9,1,24768
TCGA-18-4086-01,5295,3594,2373,13219,78,913,881,3984,121,630,759,135,1543,176,978,426,3133,82,201,132,147,2672,1120,4468,37,35,9581,1048,296,1594,796,536,1334,492,387,12150,465,177,2740,474,53,2439,1,534,794,5946,285,5933,50,10,93,129,489,93,835,257,91,2495,866,236,3587,1181,280,650,606,343,92,451,51,807,20,251,379,36,434,141,155,396,693,176,15,649,34,264,14,12,1,274
TCGA-18-4721-01,1431,795,444,6562,127,302,613,1465,126,273,487,122,866,71,610,232,1995,86,331,53,221,551,432,1490,61,54,2996,744,156,784,400,223,163,237,167,3165,319,46,7762,492,78,291,14,364,251,72,467,553,66,0,115,62,90,64,341,289,211,493,706,222,1446,402,185,219,247,409,67,605,69,64,43,27,189,33,170,32,289,58,81,142,3,300,16,624,7,7,2,309
TCGA-18-5592-01,4486,3817,1743,15098,207,3575,641,4358,848,1098,388,121,883,118,693,432,2453,52,192,67,36,3637,604,3260,17,65,18893,930,123,835,453,362,4485,497,7,3248,332,23,1239,2735,19,161,30,1913,391,690,504,272,26,4,25,57,40,20,1714,140,22,4483,314,252,7661,88,120,144,356,66,38,217,30,73,30,267,689,35,91,7,42,67,146,78,3,862,14,59,12,14,1,34
TCGA-18-5595-01,10757,11347,1681,16487,117,1470,2290,14423,222,1118,1526,1096,1951,3099,2661,521,3422,600,1565,177,1255,1549,2616,8109,149,2016,11253,3585,1285,3504,844,249,4220,1069,795,40562,1404,396,3849,2169,1354,1323,1,1067,755,1198,667,1735,774,18,499,602,905,837,1,422,2471,3603,638,2780,4308,1167,1140,730,1688,4110,1289,2388,458,1357,14,892,659,358,47,323,1641,428,7419,1434,1,715,403,3433,14,48,572,4694
TCGA-21-1075-01,6155,3622,2199,15113,91,1615,680,4818,19,576,375,65,2309,183,1015,231,2040,44,290,58,67,4679,889,4176,48,22,11260,716,308,4713,190,551,561,150,115,23989,1019,346,1430,390,108,465,0,622,1710,725,925,1968,184,3,113,95,417,368,1,114,503,910,568,228,3493,271,157,266,890,618,160,2176,42,194,286,51,409,599,57,559,190,558,167,465,3,718,88,372,5,22,3,2987
TCGA-21-1076-01,2731,1898,542,8025,532,4580,3524,3782,169,1085,3134,1385,4557,4340,5946,1134,9347,1073,2423,509,1007,2658,3757,10120,298,2056,3911,1794,2806,4367,2788,918,4432,2730,2919,6107,4979,1706,12645,2444,1833,3613,9,2672,2509,692,381,5671,1722,41,731,1019,1671,1653,652,953,7282,4704,1284,10430,9778,5939,708,4189,4563,11231,1441,4621,752,2759,5,213,2203,1184,255,8,6884,1246,1175,4562,10,2575,1528,7236,43,24,2,4567
TCGA-21-1077-01,4860,2133,3123,10992,188,2626,990,1906,345,776,1297,254,1769,627,1556,469,4290,604,1023,227,148,1988,2391,3681,90,287,8197,1569,838,2224,1913,486,1685,975,496,4111,1500,577,4798,3268,508,973,291,700,1142,1240,147,2921,368,3,264,474,1219,736,1015,1444,1018,4494,1419,1960,8685,2635,172,800,5574,2801,832,3817,398,499,5,122,866,259,128,541,1521,2781,475,1034,8,646,275,2628,84,34,8,3335
TCGA-21-1078-01,1503,1162,246,3055,205,806,1417,1194,967,563,1058,191,507,502,836,299,3680,128,206,86,747,3312,2132,1591,147,150,12557,3558,466,8159,11281,157,10233,3604,67,193,103,31,381,507,2857,2121,41,107,891,338,3,392,68,10,59,147,50,75,0,1868,220,2812,387,231,2930,89,430,155,134,241,1974,404,283,48,0,15,297,56,3,266,217,317,6902,53,0,164,40,87,25,23,4,371
TCGA-21-1079-01,2766,1787,645,6659,1255,1473,1879,2448,343,477,1968,26,836,125,1699,746,4148,37,132,151,124,342,1520,1987,26,13,11401,300,297,2172,1500,480,1678,620,25,449,62,286,1128,1646,1,1205,101,470,247,520,86,572,3,0,23,706,88,1,1029,42,5,2002,1797,118,8253,42,1021,324,752,32,16,55,303,0,1,35,2831,1,115,1,2,12,114,74,15,1617,1,12,15,34,161,4
TCGA-21-1080-01,4097,3037,655,14046,222,979,881,5009,532,501,473,200,1571,485,949,418,1690,162,348,67,304,286,1269,1586,38,192,2990,1673,735,3820,568,243,2499,331,440,305,783,136,1444,2376,170,404,11,6137,969,559,41,871,145,9,162,120,3253,235,1,1811,458,2558,468,632,12545,1365,1717,781,623,945,148,1550,153,158,0,20,138,126,30,231,364,788,208,222,12,464,90,577,3,10,0,1152
TCGA-21-1083-01,4407,5272,513,14578,31,819,1289,7347,539,391,1012,217,1863,313,1520,552,3397,142,3668,52,83,1231,1004,8643,91,40,15021,1686,418,3742,2035,772,254,410,56,8654,527,235,4294,1061,155,454,448,388,1260,268,2095,1280,109,8,366,119,83,94,1124,1589,363,8169,689,412,2652,500,190,731,7206,624,295,210,265,64,0,115,156,67,82,4,428,25,829,394,5,336,75,123,56,1076,84,549
TCGA-21-5782-01,1197,1890,195,2993,130,429,742,2006,97,476,521,172,494,183,491,324,1169,117,287,157,104,379,1665,1166,62,65,2277,372,612,1247,510,188,764,406,238,172,286,165,631,762,197,360,157,225,420,1212,131,517,245,25,236,428,199,307,189,238,226,1359,410,475,3648,372,761,233,776,1062,377,2739,251,310,31,142,853,146,48,297,240,1301,1364,351,16,375,172,742,35,10,57,2158
TCGA-21-5784-01,1599,1716,524,5861,327,4971,2574,1467,598,727,1248,705,2949,4474,2665,891,6316,1089,3059,193,694,2853,5675,1483,697,2726,4476,1250,5652,2614,1252,307,6323,1444,3018,87,2687,3123,6632,2139,8843,3409,4,3076,1354,7154,90,6352,2742,53,1108,2352,3285,3577,233,659,4441,6076,1380,13316,5439,5640,860,1717,7189,11551,1869,19519,1724,2052,3,136,1820,2174,108,19411,6044,31542,3822,1642,8,3378,1045,10979,81,19,1,9805
TCGA-21-5786-01,4037,6151,1219,15320,1112,711,959,5370,292,1539,495,124,1333,64,618,557,3521,378,283,98,82,487,5274,2257,58,35,7883,1874,300,2365,1034,427,417,1575,62,284,282,141,2349,135,139,471,479,153,992,305,27,1492,30,0,61,404,88,78,294,283,51,1695,1073,367,9330,465,398,326,2538,241,749,913,228,42,0,188,935,29,183,4,75,211,890,71,20,374,97,225,26,130,56,157
TCGA-21-5787-01,5324,6894,1569,11987,115,2909,4092,3736,314,417,1055,703,4403,591,2385,955,4123,279,7312,347,79,2826,7517,2847,94,195,5714,822,4435,5370,4315,321,2849,3200,173,1104,1033,795,1918,1812,591,749,0,240,10358,1250,124,2011,919,5,355,556,6524,279,274,1199,713,772,735,1230,13333,590,89,847,2176,1393,167,5488,334,162,3,47,736,369,116,93,1959,1494,390,294,2,502,209,3394,48,134,3,1200
TCGA-21-A5DI-01,2133,2034,481,3070,144,310,82,2219,119,156,1199,5,461,358,244,61,1912,51,90,24,182,179,412,1055,9,9,3282,310,357,667,596,101,330,316,12,725,23,1654,2053,1100,25,668,21,316,142,543,24,218,9,2,24,28,70,0,256,33,9,1917,913,25,3177,49,1067,96,872,33,12,10,80,202,0,16,608,14,4,5,2,2,55,634,2,2075,5,3,6,23,1,17
TCGA-22-0940-01,9406,3456,3067,15447,492,1910,1551,4366,405,721,2245,798,4827,2214,2246,331,6072,484,650,106,196,2386,2959,2032,227,1100,15907,1218,3819,3079,1504,709,1483,1446,476,3435,2451,1392,7275,7395,808,705,18,883,1066,529,189,3844,651,16,2007,933,2414,800,10,483,3354,1716,1621,2089,7870,1253,416,1396,2652,4598,594,12037,360,434,9,89,3523,453,264,365,3628,3034,592,1982,14,1180,357,3723,12,38,428,3214
TCGA-22-1011-01,2614,1550,888,5286,137,1244,1925,3217,295,561,933,344,1415,309,1428,621,5210,109,325,176,715,1357,1778,2601,137,49,2831,1482,1977,2555,1383,325,2832,539,1104,298,631,309,1836,470,322,708,4,570,851,258,118,746,52,16,84,192,702,100,293,655,49,2127,1536,64,4631,2854,581,359,993,58,166,291,257,597,9,38,1477,48,629,36,33,81,4461,163,6,5559,25,74,18,23,8,61
TCGA-22-1012-01,5222,3461,2102,17854,250,1041,705,2865,11,282,425,108,950,324,865,207,1119,114,302,44,174,1209,809,1753,41,104,4598,709,396,1360,447,242,1080,542,195,891,570,361,1317,398,253,2205,540,327,653,2149,29,2045,300,5,448,310,254,459,1201,462,482,1590,203,1126,5976,915,946,402,1045,1863,322,1303,80,187,3,29,133,316,135,51,798,306,223,875,4,408,298,2233,14,3,224,2006
TCGA-22-4591-01,3422,6432,1144,18250,288,2515,1733,8239,449,3440,1080,736,2017,1003,2342,563,6091,461,1716,113,1422,3401,1986,2391,198,594,11117,5000,3541,14506,1043,330,1649,840,907,17340,2161,725,6109,1271,4811,2836,17,1136,4168,475,1083,2719,770,2,712,396,1850,918,84,1701,5078,1841,546,3180,12566,1072,1166,1153,7906,5056,954,5299,1005,1836,202,84,1624,910,44,1887,2827,987,4366,2074,6,748,709,3120,24,16,34,6802
TCGA-22-4594-01,4933,2856,542,9760,366,1615,1379,2693,131,272,736,358,2320,167,1359,695,4608,592,1321,99,178,1790,2240,2240,121,138,5552,1660,6012,3803,742,622,2388,740,151,4841,386,1162,1235,1690,487,1510,5,1046,2358,786,27,4982,3583,54,993,209,6240,1581,136,3389,139,54,1057,625,83698,3343,57,966,425,1917,1373,8039,79,239,12,527,1475,751,91,50,9989,45,1401,88,28,817,6738,103,28,19,100,467
TCGA-22-4595-01,6413,3465,774,30079,319,798,1561,4619,222,1559,1546,824,3515,601,2702,693,6671,566,1219,137,399,1578,2147,4796,99,96,6231,1524,1267,1863,1731,1088,2674,1398,116,562,2149,604,2784,247,532,1223,10,11471,1937,258,69,2413,827,5,1478,767,1975,888,9,1256,3568,3169,1781,3272,8734,1687,2397,2816,2507,4561,1174,2695,723,1431,2,249,1638,332,7,43,3902,929,2977,2689,6,354,396,1182,46,206,1,9142
TCGA-22-4596-01,2409,1220,335,4261,10,2055,3522,3360,196,989,2367,957,8026,2493,7532,1224,10683,926,1636,275,424,17518,2498,3617,2727,1858,3531,2923,4525,6145,1897,776,4858,2281,3150,717,6132,2799,8440,667,2048,1607,0,2242,2406,4246,294,25491,1806,9,4581,16015,9236,2769,25,1461,3940,2403,1753,5211,29447,5305,87,2961,6143,38247,1987,23712,1576,1673,10,204,3338,1853,86,618,6819,5820,2274,5940,31,2919,3500,13754,68,15,1,8420
TCGA-22-4601-01,976,953,232,3814,178,658,792,1818,70,292,537,338,1452,845,953,324,1594,319,711,79,38,1853,421,1307,67,280,3572,491,556,672,928,147,1301,496,385,6227,1024,163,3501,1251,528,602,4,452,720,366,74,585,232,5,102,149,278,506,177,930,747,3297,487,1307,2987,1242,269,456,1468,2297,368,1514,293,266,15,149,212,201,55,18,793,351,417,634,13,231,244,1958,10,18,0,2629
TCGA-22-4604-01,3730,3326,1256,11763,545,2199,1567,4389,347,1161,1508,256,2108,238,1994,794,7261,155,1699,139,96,922,3908,5562,66,32,6913,5393,443,2286,1716,1557,1922,646,596,1248,743,215,4792,626,5,850,32,1313,1920,273,631,8689,3,0,119,128,358,23,248,1353,3,5033,2240,23,4404,4225,731,933,611,41,87,26,315,578,4,95,132,1,34,1,0,16,144,17,16,1074,76,22,317,50,2,21
TCGA-22-4607-01,4186,5365,1554,14363,211,1175,1152,3199,627,821,684,515,1535,243,1345,336,3726,33,493,100,470,1011,1298,1526,82,12,6032,1886,1314,1405,1096,382,6905,937,230,561,194,253,1386,228,857,436,8,1123,2022,1375,190,2798,193,8,176,299,1380,97,533,2686,101,2335,529,9,3068,1379,915,1265,4004,20,28,589,883,46,3,17,372,766,61,2472,24,489,1305,8,35,978,8,8,7,46,38,49
TCGA-22-4613-01,2161,1301,472,10028,6,407,402,2066,168,271,423,148,666,224,390,96,1385,63,371,44,146,434,445,1075,23,92,1826,846,378,881,329,209,466,189,267,469,447,114,1235,871,230,625,17,339,1194,222,164,1166,100,5,77,58,157,48,287,589,146,896,347,433,1546,1492,346,406,440,543,47,196,56,328,1,9,93,39,90,48,200,55,74,81,38,244,59,227,6,16,11,282
TCGA-22-5471-01,4857,5282,865,12768,1348,852,852,4966,416,460,385,241,833,150,471,287,2111,108,330,84,129,558,1588,1504,20,71,7722,1299,1154,619,1573,338,1568,354,28,986,325,96,18715,197,164,675,464,238,607,576,483,1920,17,1,178,263,95,9,156,569,8,2357,383,47,3818,98,383,321,1057,21,106,560,19,103,1,232,11,19,702,8,10,267,443,125,4,149,20,26,30,57,3,13
TCGA-22-5472-01,2088,2227,666,5256,189,3517,4476,2864,341,1069,2871,3796,10406,9201,7475,827,10875,1878,6647,378,779,3697,2740,8277,1196,4020,7002,2970,8198,4605,1705,405,13161,3580,3594,170,9572,926,14592,1152,7999,2553,15,3150,2401,7432,353,6460,3168,22,490,1708,4521,4216,1122,1537,10742,12943,1120,8697,21299,7486,1196,3618,13184,21487,2125,21275,1571,6572,40,244,3300,2535,40,8540,9316,2297,4379,4475,24,3675,2563,17960,78,18,8,6994
TCGA-22-5473-01,6658,2668,1659,18740,93,2020,627,4143,969,609,821,116,2340,116,1273,622,2878,350,1655,46,2127,2871,1073,3095,46,34,10677,1044,2219,3018,909,760,1969,1096,61,16005,1989,825,3456,333,95,2490,1,1066,957,946,1238,3578,1426,2,385,569,1745,3010,213,509,1688,3518,1053,4957,9424,1267,433,581,1413,6970,481,4970,547,657,62,139,1114,1009,15,262,714,1419,1328,2043,3,918,547,3765,46,28,10,23664
TCGA-22-5474-01,4329,3335,2073,14981,245,2177,2223,4426,303,975,712,1228,1720,101,1392,792,6871,203,454,215,688,3397,1366,6071,204,40,14215,3021,1166,2792,1219,741,4539,995,1223,11712,1199,63,12521,196,129,675,2,992,527,952,98,1728,229,6,126,139,820,106,10,2030,65,3699,1290,101,8080,5211,141,1630,3014,74,30,8287,91,417,2,330,132,87,150,181,181,694,1293,21,8,1054,16,72,32,66,10,90
TCGA-22-5477-01,4876,7708,2016,17641,363,2022,2520,8249,937,1218,1679,699,2822,1593,2613,725,4843,390,1537,178,230,1455,1391,13079,286,876,11080,1277,1008,2336,1904,752,1868,718,660,30874,3068,383,7580,6828,1432,436,17,885,1862,1337,1058,1306,672,7,288,183,778,723,458,678,1692,1443,1567,2068,10334,779,255,525,2083,3289,336,4076,402,1410,8,131,1918,517,85,4212,826,3940,473,533,5,765,309,1592,19,51,14,5267
TCGA-22-5478-01,3195,4043,824,19176,675,1189,2301,7107,1311,1612,1373,437,3168,1359,1720,1454,10280,1092,2012,168,751,6979,3315,6071,148,925,3766,4100,2249,7754,2523,595,1701,1328,1539,746,1300,585,3808,3974,1399,2933,18,2686,6732,2945,797,2173,670,29,356,387,2422,1117,880,1781,1212,1752,5767,4281,26798,6466,654,921,10006,3385,927,12115,1166,1603,549,125,3094,423,253,1549,1357,9721,18025,576,6,948,261,6417,28,63,2,235
TCGA-22-5480-01,7344,3507,734,9874,675,1522,2298,3728,29,977,2671,753,2688,1669,3560,654,4208,737,1957,362,581,4145,3774,6171,73,916,5469,1005,2399,3667,3173,488,1598,2085,326,485,2663,1520,9929,9357,1162,937,22,462,1239,446,213,2381,969,9,1421,416,732,1114,26,575,2191,2622,895,5079,7627,955,542,816,2658,6140,1123,4103,590,526,8,731,1011,498,10307,32,4907,1003,793,2579,5,457,482,5590,55,2,258,2912
TCGA-22-5482-01,3930,3712,2719,7792,115,3642,837,3853,139,532,590,49,1184,192,576,2221,3309,46,294,72,157,4122,1122,4749,19,31,14830,543,188,3453,756,685,4686,683,3,13972,221,78,1891,483,12,1424,12,842,656,2356,541,2442,21,1,36,91,146,19,32,101,11,10575,537,143,10062,97,5412,171,502,97,128,62,684,388,24,453,1765,90,6,7,22,16,122,48,5,235,15,241,19,54,1,9
TCGA-22-5483-01,8899,6288,4192,26815,543,1114,3391,10262,468,1566,2145,392,3263,285,2451,886,6893,158,916,714,216,809,2915,18594,72,21,11553,1179,1553,1426,6491,1090,352,792,49,18029,671,140,3079,440,101,3612,0,10993,1361,7435,166,559,65,3,205,164,170,48,455,5885,148,296,12778,19,7774,767,148,1091,2002,46,27,2290,532,32,3,121,117,248,909,411,6,1018,235,4,12,313,5,383,652,15,36,23
TCGA-22-5485-01,5573,6311,1342,22770,106,2179,2260,5763,203,926,1736,895,4419,3013,3951,639,5369,1382,4037,117,201,3594,1403,9843,291,1062,20790,1214,2466,3329,733,404,3517,1754,552,15148,2643,851,6439,2387,1271,2297,0,2059,1418,1914,468,4268,1998,5,927,830,1676,3516,3,377,5615,5788,570,7001,14801,1233,214,1663,6281,14107,2517,8246,586,1295,46,703,1612,1637,47,316,3794,1778,2118,3035,7,1006,1319,11791,8,6,1,15734
TCGA-22-5489-01,7633,2170,2013,13749,196,2556,3066,6932,220,831,2049,610,2564,1506,3047,1302,8869,1034,10026,273,500,2698,3278,5892,80,921,6054,1508,2786,3938,3597,1269,1784,5751,2237,344,1272,761,13559,3289,2532,803,311,1188,1531,984,580,3040,914,6,276,403,812,1422,192,1334,1682,2168,1580,5781,7041,5083,296,1186,2225,2928,1798,5896,685,450,4,198,1115,229,8592,1371,2623,2394,959,787,14,951,234,1018,62,23,17,2754
TCGA-22-5491-01,5494,6289,2483,12324,399,1067,805,5791,509,1193,302,163,977,87,625,559,2188,176,112,216,361,1177,570,3423,52,13,10241,3575,1431,2352,887,238,4522,231,404,1100,834,306,4534,1748,7021,2777,4,1223,1416,3949,580,11625,511,3,199,189,1414,239,990,466,248,5289,252,67,1143,523,2926,275,5420,20,84,14151,75,3418,14,16,522,835,492,3251,20,18057,3243,80,5,913,0,2432,38,21,13,195
TCGA-22-5492-01,3725,6682,1157,14344,832,2937,4055,8924,376,1301,2907,1178,7288,1657,4824,1425,11304,1677,3515,246,1477,3000,2842,6975,1081,3491,11834,2621,8521,4296,1466,521,2852,2555,2735,1287,5735,877,11198,1865,5368,4746,67,3130,3188,1194,170,4780,1176,8,799,1119,1481,1902,470,1273,4084,7635,1632,7308,13208,5982,306,3428,5684,8910,1160,17747,1112,2701,10,223,4394,752,92,66,6846,718,6290,3733,20,18116,960,11729,133,125,3,5769
TCGA-22-A5C4-01,3803,4222,885,9380,576,1237,1508,4884,1052,977,1917,904,7230,3788,2143,509,5353,1297,1412,156,551,8123,2980,6206,107,1816,4570,3722,2917,6308,4425,142,3220,1917,618,3299,2076,941,4278,3881,9139,3070,55,24790,7241,2126,1313,1724,623,4,616,280,972,608,395,1157,2423,3407,772,4298,20810,1414,420,1058,2311,4256,3294,2347,1324,1606,18,82,1763,553,177,246,1797,364,6347,1352,7,7390,527,7759,12,127,1,1637
TCGA-33-4532-01,8165,5053,1512,19400,69,967,796,5837,269,1363,787,436,2546,951,2229,241,3145,430,1220,92,888,1253,1270,1835,86,264,5184,2467,3193,1977,380,198,1831,921,284,6497,2803,1014,4463,583,816,2392,31,2102,1146,503,410,1951,940,6,895,521,1478,1274,1,523,5443,1764,423,2790,9946,352,119,1741,4004,6936,1193,9240,870,1362,80,200,1653,1451,51,4087,1539,361,6730,2398,12,1876,1203,7570,23,6,42,12022
TCGA-33-4533-01,5162,8959,2292,11368,1389,4488,1022,3306,1604,828,2655,689,1861,235,981,717,5299,1024,239,1811,736,710,1298,3373,7656,20,4893,1395,2087,1794,2944,1263,360,1452,10,250,322,201,4074,3224,8,609,1076,185,2998,650,230,357,75,131,209,579,200,18,1625,871,149,1921,5286,249,3174,1411,963,176,4602,45,3708,7867,200,40,733,606,896,21,468,0,35,76,555,12,237,621,172,25,728,175,694,2
TCGA-33-4538-01,5501,3157,2487,11015,118,1113,826,4138,477,648,416,119,840,200,910,427,2291,66,215,155,140,857,1160,3652,21,16,7554,928,504,1030,467,284,1468,300,65,21446,304,261,9012,955,890,792,11,328,1044,2263,52,2004,138,0,59,83,791,322,1612,537,33,4514,482,47,3485,461,790,316,853,32,19,12291,66,419,14,44,81,439,672,87,108,2168,434,51,24,758,25,4171,24,14,2,22
TCGA-33-4547-01,2035,2972,630,7096,306,1268,1290,3277,340,1044,1137,366,1273,433,2301,514,4665,311,567,173,621,819,1030,4387,167,208,5292,1138,1861,1873,1011,393,1779,1094,464,1227,997,410,2767,296,884,1709,77,539,1667,3182,763,3050,820,12,670,590,944,825,584,534,2265,2301,1165,1988,5872,2592,862,1807,2101,3485,1475,4284,1356,1136,3,135,2249,566,286,1345,2449,2129,3019,2314,31,875,221,2950,88,5,45,3062
TCGA-33-4566-01,3734,1230,433,5251,0,235,375,1971,51,179,101,56,1623,80,430,157,1708,6,225,18,73,3757,699,610,1,5,2237,853,720,869,1691,135,1131,485,4,1901,158,367,920,75,54,602,0,198,676,130,1,318,227,0,398,57,127,21,6,57,73,32,1004,180,2338,38,47,168,156,141,20,152,14,8,0,41,231,43,5,0,79,6,25,29,0,1832,25,649,0,4,1,389
TCGA-33-4582-01,6320,1820,1155,29320,435,389,215,3720,137,496,275,40,1512,115,276,147,1062,162,195,17,100,313,567,947,49,46,8369,1330,630,3366,289,305,336,217,53,936,267,264,2616,671,102,457,16,4993,479,665,45,1106,98,5,210,177,111,124,323,624,248,384,130,283,6381,189,158,85,190,347,130,253,604,825,33,65,1704,136,2,11,195,442,174,119,1,294,40,50,4,0,4,544
TCGA-33-4583-01,3834,2481,1394,4949,183,241,173,2228,110,177,116,39,444,71,345,73,399,55,149,23,47,618,429,1043,1,30,6333,131,113,187,101,184,1928,149,27,2407,261,38,1072,352,9,915,1,139,142,114,89,288,49,0,49,115,127,85,215,69,200,688,121,284,1630,343,204,84,297,530,70,635,56,172,7,223,186,66,50,7,137,69,280,93,0,812,15,1308,7,6,26,670
